timestamp,Infrared to Red Signal Ratio
05/08/26 00:18:31,36
05/08/26 00:19:31,1
05/08/26 00:20:31,0
05/08/26 00:21:31,0
05/08/26 00:22:31,17
05/08/26 00:23:31,0
05/08/26 00:24:31,6
05/08/26 00:25:31,13
05/08/26 00:26:31,-18
05/08/26 00:27:31,21
05/08/26 00:28:31,-4
05/08/26 00:29:31,25
05/08/26 00:30:32,-7
05/08/26 00:31:32,4
05/08/26 00:32:32,2
05/08/26 00:33:32,0
05/08/26 00:34:32,2
05/08/26 00:35:32,1
05/08/26 00:36:32,18
05/08/26 00:37:32,3
05/08/26 00:38:32,0
05/08/26 00:39:32,-5
05/08/26 00:40:32,0
05/08/26 00:41:32,5
05/08/26 00:42:32,21
05/08/26 00:43:32,3
05/08/26 00:44:32,-3
05/08/26 00:45:31,13
05/08/26 00:46:31,0
05/08/26 00:47:31,24
05/08/26 00:48:31,13
05/08/26 00:49:31,4
05/08/26 00:50:31,10
05/08/26 00:51:31,0
05/08/26 00:52:31,3
05/08/26 00:53:31,4
05/08/26 00:54:31,0
05/08/26 00:55:31,-52
05/08/26 00:56:31,15
05/08/26 00:57:31,8
05/08/26 00:58:31,2
05/08/26 00:59:31,44
05/08/26 01:00:31,0
05/08/26 01:01:31,0
05/08/26 01:02:31,0
05/08/26 01:03:31,0
05/08/26 01:04:31,-28
05/08/26 01:05:31,-5
05/08/26 01:06:31,-16
05/08/26 01:07:31,-30
05/08/26 01:08:31,-12
05/08/26 01:09:31,0
05/08/26 01:10:31,0
05/08/26 01:11:31,19
05/08/26 01:12:31,0
05/08/26 01:13:31,-4
05/08/26 01:14:31,7
05/08/26 01:15:31,-35
05/08/26 01:16:31,9
05/08/26 01:17:31,-8
05/08/26 01:18:31,0
05/08/26 01:19:31,-11
05/08/26 01:20:31,39
05/08/26 01:21:31,16
05/08/26 01:22:31,23
05/08/26 01:23:31,31
05/08/26 01:24:31,-13
05/08/26 01:25:31,0
05/08/26 01:26:31,0
05/08/26 01:27:31,-3
05/08/26 01:28:31,7
05/08/26 01:29:31,17
05/08/26 01:30:31,-2
05/08/26 01:31:30,5
05/08/26 01:32:30,23
05/08/26 01:33:30,-81
05/08/26 01:34:30,0
05/08/26 01:35:30,-6
05/08/26 01:36:30,1
05/08/26 01:37:30,1
05/08/26 01:38:30,0
05/08/26 01:39:30,4
05/08/26 01:40:30,17
05/08/26 01:41:30,4
05/08/26 01:42:30,-9
05/08/26 01:43:30,0
05/08/26 01:44:30,8
05/08/26 01:45:30,-11
05/08/26 01:46:32,6
05/08/26 01:47:32,2
05/08/26 01:48:32,2
05/08/26 01:49:32,6
05/08/26 01:50:32,0
05/08/26 01:51:32,0
05/08/26 01:52:32,30
05/08/26 01:53:32,0
05/08/26 01:54:32,-9
05/08/26 01:55:32,-4
05/08/26 01:56:32,15
05/08/26 01:57:32,-23
05/08/26 01:58:32,54
05/08/26 01:59:32,21
05/08/26 02:00:32,54
05/08/26 02:01:31,0
05/08/26 02:02:31,0
05/08/26 02:03:31,0
05/08/26 02:04:31,-18
05/08/26 02:05:31,-4
05/08/26 02:06:31,-21
05/08/26 02:07:31,2
05/08/26 02:08:31,3
05/08/26 02:09:31,4
05/08/26 02:10:31,17
05/08/26 02:11:31,4
05/08/26 02:12:31,6
05/08/26 02:13:31,0
05/08/26 02:14:31,-42
05/08/26 02:15:31,2
05/08/26 02:16:32,-39
05/08/26 02:17:32,4
05/08/26 02:18:32,18
05/08/26 02:19:32,-11
05/08/26 02:20:32,-25
05/08/26 02:21:32,0
05/08/26 02:22:32,-17
05/08/26 02:23:32,1
05/08/26 02:24:32,-6
05/08/26 02:25:32,-22
05/08/26 02:26:32,5
05/08/26 02:27:32,34
05/08/26 02:28:32,9
05/08/26 02:29:32,-2
05/08/26 02:30:32,42
05/08/26 02:31:31,0
05/08/26 02:32:31,7
05/08/26 02:33:31,0
05/08/26 02:34:31,12
05/08/26 02:35:31,5
05/08/26 02:36:31,1
05/08/26 02:37:31,0
05/08/26 02:38:31,0
05/08/26 02:39:31,3
