timestamp,Infrared to Red Signal Ratio
06/06/26 04:35:01,17
06/06/26 04:36:01,3
06/06/26 04:37:01,0
06/06/26 04:38:01,0
06/06/26 04:39:01,37
06/06/26 04:40:01,-8
06/06/26 04:41:01,4
06/06/26 04:42:01,0
06/06/26 04:43:01,0
06/06/26 04:44:01,-19
06/06/26 04:45:01,4
06/06/26 04:46:01,-3
06/06/26 04:47:01,0
06/06/26 04:48:01,0
06/06/26 04:49:01,18
06/06/26 04:50:01,25
06/06/26 04:51:01,-6
06/06/26 04:52:53,19
06/06/26 04:53:53,8
06/06/26 04:54:53,11
06/06/26 04:55:53,17
06/06/26 04:56:53,0
06/06/26 04:57:53,18
06/06/26 04:58:53,26
06/06/26 04:59:53,-2
06/06/26 05:00:53,6
06/06/26 05:01:53,0
06/06/26 05:02:53,-2
06/06/26 05:03:53,6
06/06/26 05:04:53,-2
06/06/26 05:05:53,-4
06/06/26 05:06:53,-4
06/06/26 05:08:02,0
06/06/26 05:09:02,0
06/06/26 05:10:02,-15
06/06/26 05:11:02,0
06/06/26 05:12:02,-8
06/06/26 05:13:02,36
06/06/26 05:14:02,-4
06/06/26 05:15:02,-5
06/06/26 05:16:02,-3
06/06/26 05:17:02,0
06/06/26 05:18:02,18
06/06/26 05:19:02,-19
06/06/26 05:20:02,-1
06/06/26 05:21:02,-28
06/06/26 05:22:02,34
06/06/26 05:23:02,-2
06/06/26 05:24:02,-28
06/06/26 05:25:02,33
06/06/26 05:26:02,-1
06/06/26 05:27:02,-3
06/06/26 05:28:02,4
06/06/26 05:29:02,12
06/06/26 05:30:02,-12
06/06/26 05:31:02,-1
06/06/26 05:32:02,-30
06/06/26 05:33:02,11
06/06/26 05:34:02,-8
06/06/26 05:35:02,-4
06/06/26 05:36:02,6
06/06/26 05:37:02,-35
06/06/26 05:38:01,-11
06/06/26 05:39:01,-68
06/06/26 05:40:01,-8
06/06/26 05:41:01,9
06/06/26 05:42:01,2
06/06/26 05:43:01,5
06/06/26 05:44:01,0
06/06/26 05:45:01,-7
06/06/26 05:46:01,0
06/06/26 05:47:01,-33
06/06/26 05:48:01,-4
06/06/26 05:49:01,-34
06/06/26 05:50:01,29
06/06/26 05:51:01,-2
06/06/26 05:52:01,4
06/06/26 05:53:01,2
06/06/26 05:54:01,12
06/06/26 05:55:01,3
06/06/26 05:56:01,16
06/06/26 05:57:01,4
06/06/26 05:58:01,-13
06/06/26 05:59:01,-39
06/06/26 06:00:01,0
06/06/26 06:01:01,9
06/06/26 06:02:01,-8
06/06/26 06:03:01,1
06/06/26 06:04:01,0
06/06/26 06:05:01,-2
06/06/26 06:06:01,0
06/06/26 06:07:01,13
06/06/26 06:08:39,4
06/06/26 06:09:39,15
06/06/26 06:10:39,-20
06/06/26 06:11:39,-4
06/06/26 06:12:39,13
06/06/26 06:13:39,-3
06/06/26 06:14:39,26
06/06/26 06:15:39,7
06/06/26 06:16:39,15
06/06/26 06:17:39,0
06/06/26 06:18:39,55
06/06/26 06:19:39,3
06/06/26 06:20:39,17
06/06/26 06:21:39,95
06/06/26 06:22:39,11
06/06/26 06:24:01,18
06/06/26 06:25:01,7
06/06/26 06:26:01,-4
06/06/26 06:27:01,-35
06/06/26 06:28:01,-39
06/06/26 06:29:01,11
06/06/26 06:30:01,0
06/06/26 06:31:01,0
06/06/26 06:32:01,-1
06/06/26 06:33:01,59
06/06/26 06:34:01,44
06/06/26 06:35:01,3
06/06/26 06:36:01,26
06/06/26 06:37:01,8
06/06/26 06:38:01,4
06/06/26 06:39:02,10
06/06/26 06:40:02,-1
06/06/26 06:41:02,-5
06/06/26 06:42:02,45
06/06/26 06:43:02,6
06/06/26 06:44:02,20
06/06/26 06:45:02,8
06/06/26 06:46:02,22
06/06/26 06:47:02,31
06/06/26 06:48:02,21
06/06/26 06:49:02,0
06/06/26 06:50:02,0
06/06/26 06:51:02,-28
06/06/26 06:52:02,3
06/06/26 06:53:02,0
06/06/26 06:54:01,-13
06/06/26 06:55:01,-22
06/06/26 06:56:01,17
06/06/26 06:57:01,-4
06/06/26 06:58:01,0
06/06/26 06:59:01,32
06/06/26 07:00:01,27
06/06/26 07:01:01,17
06/06/26 07:02:01,-1
06/06/26 07:03:01,0
06/06/26 07:04:01,-2
06/06/26 07:05:01,-8
06/06/26 07:06:01,2
06/06/26 07:07:01,0
06/06/26 07:08:01,-3
06/06/26 07:09:01,1
06/06/26 07:10:01,2
06/06/26 07:11:01,-1
06/06/26 07:12:01,8
06/06/26 07:13:01,0
06/06/26 07:14:01,5
06/06/26 07:15:01,1
06/06/26 07:16:01,-1
06/06/26 07:17:01,-3
06/06/26 07:18:01,0
06/06/26 07:19:01,-2
06/06/26 07:20:01,-13
06/06/26 07:21:01,6
06/06/26 07:22:01,0
06/06/26 07:23:01,-39
06/06/26 07:24:01,0
06/06/26 07:25:01,13
06/06/26 07:26:01,-15
06/06/26 07:27:01,-31
06/06/26 07:28:01,1
06/06/26 07:29:01,-9
06/06/26 07:30:01,0
06/06/26 07:31:01,-66
06/06/26 07:32:01,0
06/06/26 07:33:01,-8
