id,template_id,title,body,destination,creation_time,event_type
7359593222563497528,premium-sleep-l2-trial,"With your sleep details, profile, guided meditations, and more, get better rest than ever with Fitbit Premium.",,DESTINATION_SLEEP_L2_PROMO,2026-05-15T00:03:05.022998Z,MESSAGE_EVENT_TYPE_DISMISSED
