value_time,setting_name,setting_value
2026-05-06 09:38:18+0000,is child,false
2026-05-06 09:38:18+0000,locale,nl_NL
2026-05-06 09:38:18+0000,sex,male
2026-05-06 09:38:18+0000,timezone,Europe/Amsterdam
