start time,end time,data source
2026-05-12T01:17:00Z,2026-05-12T03:13:00Z,Fitbit App
2026-05-12T09:19:00Z,2026-05-12T09:47:00Z,Fitbit App
2026-05-12T10:18:00Z,2026-05-12T10:32:00Z,Fitbit App
2026-05-12T10:41:00Z,2026-05-12T11:20:00Z,Fitbit App
2026-05-12T11:25:00Z,2026-05-12T12:14:00Z,Fitbit App
2026-05-12T12:23:00Z,2026-05-12T12:35:00Z,Fitbit App
2026-05-12T12:52:00Z,2026-05-12T13:12:00Z,Fitbit App
2026-05-12T14:54:00Z,2026-05-12T15:05:00Z,Fitbit App
2026-05-12T15:35:00Z,2026-05-12T15:46:00Z,Fitbit App
2026-05-12T15:48:00Z,2026-05-12T16:00:00Z,Fitbit App
2026-05-12T16:15:00Z,2026-05-12T16:27:00Z,Fitbit App
2026-05-12T19:44:00Z,2026-05-12T20:08:00Z,Fitbit App
2026-05-12T20:53:00Z,2026-05-12T21:11:00Z,Fitbit App
2026-05-12T21:12:00Z,2026-05-12T21:24:00Z,Fitbit App
2026-05-12T21:30:00Z,2026-05-12T21:52:00Z,Fitbit App
