start time,end time,data source
2026-05-22T05:36:00Z,2026-05-22T05:49:00Z,Fitbit App
2026-05-22T05:53:00Z,2026-05-22T06:25:00Z,Fitbit App
2026-05-22T07:35:00Z,2026-05-22T08:00:00Z,Fitbit App
2026-05-22T08:04:00Z,2026-05-22T08:28:00Z,Fitbit App
2026-05-22T08:29:00Z,2026-05-22T10:03:00Z,Fitbit App
2026-05-22T10:07:00Z,2026-05-22T10:26:00Z,Fitbit App
2026-05-22T10:32:00Z,2026-05-22T10:51:00Z,Fitbit App
2026-05-22T10:57:00Z,2026-05-22T11:19:00Z,Fitbit App
2026-05-22T11:24:00Z,2026-05-22T11:37:00Z,Fitbit App
2026-05-22T13:42:00Z,2026-05-22T13:55:00Z,Fitbit App
2026-05-22T14:46:00Z,2026-05-22T14:58:00Z,Fitbit App
2026-05-22T16:50:00Z,2026-05-22T17:04:00Z,Fitbit App
2026-05-22T17:52:00Z,2026-05-22T18:22:00Z,Fitbit App
2026-05-22T18:26:00Z,2026-05-22T18:44:00Z,Fitbit App
