timestamp,heart rate zone,total minutes,data source
2026-06-01T10:39:00Z,FAT_BURN,1,Versa 4
2026-06-01T10:40:00Z,FAT_BURN,1,Versa 4
2026-06-03T22:23:00Z,FAT_BURN,1,Versa 4
2026-06-03T22:28:00Z,FAT_BURN,1,Versa 4
2026-06-04T16:07:00Z,FAT_BURN,1,Versa 4
2026-06-04T17:10:00Z,FAT_BURN,1,Versa 4
2026-06-04T20:16:00Z,FAT_BURN,1,Versa 4
2026-06-04T20:27:00Z,FAT_BURN,1,Versa 4
2026-06-04T20:32:00Z,FAT_BURN,1,Versa 4
2026-06-04T20:33:00Z,FAT_BURN,1,Versa 4
2026-06-04T20:34:00Z,FAT_BURN,1,Versa 4
2026-06-04T20:35:00Z,FAT_BURN,1,Versa 4
2026-06-04T20:36:00Z,FAT_BURN,1,Versa 4
2026-06-04T20:37:00Z,FAT_BURN,1,Versa 4
2026-06-04T20:38:00Z,FAT_BURN,1,Versa 4
2026-06-04T20:39:00Z,FAT_BURN,1,Versa 4
2026-06-04T20:40:00Z,FAT_BURN,1,Versa 4
2026-06-04T20:41:00Z,FAT_BURN,1,Versa 4
2026-06-04T20:45:00Z,FAT_BURN,1,Versa 4
2026-06-04T20:46:00Z,FAT_BURN,1,Versa 4
2026-06-04T20:47:00Z,FAT_BURN,1,Versa 4
2026-06-04T20:48:00Z,FAT_BURN,1,Versa 4
2026-06-04T20:49:00Z,FAT_BURN,1,Versa 4
2026-06-05T06:32:00Z,FAT_BURN,1,Versa 4
2026-06-05T06:33:00Z,FAT_BURN,1,Versa 4
2026-06-05T06:34:00Z,FAT_BURN,1,Versa 4
2026-06-05T06:35:00Z,FAT_BURN,1,Versa 4
2026-06-05T08:27:00Z,FAT_BURN,1,Versa 4
2026-06-05T08:28:00Z,FAT_BURN,1,Versa 4
2026-06-05T09:32:00Z,FAT_BURN,1,Versa 4
2026-06-05T15:50:00Z,FAT_BURN,1,Versa 4
2026-06-05T17:34:00Z,FAT_BURN,1,Versa 4
2026-06-05T20:08:00Z,FAT_BURN,1,Versa 4
2026-06-05T20:09:00Z,FAT_BURN,1,Versa 4
2026-06-05T20:37:00Z,FAT_BURN,1,Versa 4
2026-06-05T20:38:00Z,FAT_BURN,1,Versa 4
2026-06-05T20:47:00Z,FAT_BURN,1,Versa 4
2026-06-05T20:49:00Z,FAT_BURN,1,Versa 4
2026-06-05T20:50:00Z,FAT_BURN,1,Versa 4
2026-06-05T20:53:00Z,FAT_BURN,1,Versa 4
2026-06-05T20:54:00Z,FAT_BURN,1,Versa 4
