timestamp,steps,distance millimeters,altitude gain millimeters,data source
2026-06-04T12:01:34Z,0,0,0,Versa 4
2026-06-04T12:01:35Z,0,0,0,Versa 4
2026-06-04T12:01:36Z,1,0,0,Versa 4
2026-06-04T12:01:37Z,1,0,-304,Versa 4
2026-06-04T12:01:38Z,1,0,-304,Versa 4
2026-06-04T12:01:39Z,1,0,914,Versa 4
2026-06-04T12:01:40Z,1,0,-304,Versa 4
2026-06-04T12:01:41Z,1,110,304,Versa 4
2026-06-04T12:01:42Z,1,220,-304,Versa 4
2026-06-04T12:01:43Z,0,300,-304,Versa 4
2026-06-04T12:01:44Z,1,380,914,Versa 4
2026-06-04T12:01:45Z,1,0,-304,Versa 4
2026-06-04T12:01:46Z,1,0,-304,Versa 4
2026-06-04T12:01:47Z,1,0,304,Versa 4
2026-06-04T12:01:48Z,0,0,0,Versa 4
2026-06-04T12:01:49Z,4,0,0,Versa 4
2026-06-04T12:01:50Z,1,0,304,Versa 4
2026-06-04T12:01:51Z,2,0,0,Versa 4
2026-06-04T12:01:52Z,2,0,304,Versa 4
2026-06-04T12:01:53Z,1,0,-304,Versa 4
2026-06-04T12:01:54Z,2,540,-304,Versa 4
2026-06-04T12:01:55Z,2,270,304,Versa 4
2026-06-04T12:01:56Z,1,420,0,Versa 4
2026-06-04T12:01:57Z,0,530,0,Versa 4
2026-06-04T12:01:58Z,1,650,-609,Versa 4
2026-06-04T12:01:59Z,2,670,914,Versa 4
2026-06-04T12:02:00Z,0,630,-304,Versa 4
2026-06-04T12:02:01Z,1,590,0,Versa 4
2026-06-04T12:02:02Z,2,630,0,Versa 4
2026-06-04T12:02:03Z,3,730,0,Versa 4
2026-06-04T12:02:04Z,0,740,-304,Versa 4
2026-06-04T12:02:05Z,1,770,304,Versa 4
2026-06-04T12:02:06Z,2,830,304,Versa 4
2026-06-04T12:02:07Z,1,960,-304,Versa 4
2026-06-04T12:02:08Z,0,940,-304,Versa 4
