timestamp,level,data source
2026-06-01T00:00:00Z,SEDENTARY,Fitbit App
2026-06-01T00:01:00Z,SEDENTARY,Fitbit App
2026-06-01T00:03:00Z,SEDENTARY,Fitbit App
2026-06-01T00:04:00Z,SEDENTARY,Fitbit App
2026-06-01T00:05:00Z,SEDENTARY,Fitbit App
2026-06-01T00:06:00Z,SEDENTARY,Fitbit App
2026-06-01T00:08:00Z,SEDENTARY,Fitbit App
2026-06-01T00:09:00Z,SEDENTARY,Fitbit App
2026-06-01T00:10:00Z,SEDENTARY,Fitbit App
2026-06-01T00:11:00Z,SEDENTARY,Fitbit App
2026-06-01T00:12:00Z,SEDENTARY,Fitbit App
2026-06-01T00:15:00Z,SEDENTARY,Fitbit App
2026-06-01T00:16:00Z,SEDENTARY,Fitbit App
2026-06-01T00:18:00Z,SEDENTARY,Fitbit App
2026-06-01T00:19:00Z,SEDENTARY,Fitbit App
2026-06-01T00:20:00Z,SEDENTARY,Fitbit App
2026-06-01T00:21:00Z,SEDENTARY,Fitbit App
2026-06-01T00:22:00Z,SEDENTARY,Fitbit App
2026-06-01T00:24:00Z,SEDENTARY,Fitbit App
2026-06-01T00:25:00Z,SEDENTARY,Fitbit App
2026-06-01T00:26:00Z,SEDENTARY,Fitbit App
2026-06-01T00:27:00Z,SEDENTARY,Fitbit App
2026-06-01T00:28:00Z,SEDENTARY,Fitbit App
2026-06-01T00:29:00Z,SEDENTARY,Fitbit App
2026-06-01T00:30:00Z,LIGHTLY_ACTIVE,Fitbit App
2026-06-01T00:31:00Z,SEDENTARY,Fitbit App
2026-06-01T00:51:00Z,SEDENTARY,Fitbit App
2026-06-01T00:54:00Z,SEDENTARY,Fitbit App
2026-06-01T01:03:00Z,SEDENTARY,Fitbit App
2026-06-01T01:09:00Z,SEDENTARY,Fitbit App
2026-06-01T01:11:00Z,LIGHTLY_ACTIVE,Fitbit App
2026-06-01T01:18:00Z,LIGHTLY_ACTIVE,Fitbit App
2026-06-01T01:30:00Z,SEDENTARY,Fitbit App
2026-06-01T01:50:00Z,SEDENTARY,Fitbit App
2026-06-01T01:52:00Z,SEDENTARY,Fitbit App
2026-06-01T01:59:00Z,SEDENTARY,Fitbit App
2026-06-01T02:01:00Z,SEDENTARY,Fitbit App
2026-06-01T02:11:00Z,SEDENTARY,Fitbit App
2026-06-01T02:32:00Z,SEDENTARY,Fitbit App
2026-06-01T02:43:00Z,SEDENTARY,Fitbit App
2026-06-01T02:55:00Z,LIGHTLY_ACTIVE,Fitbit App
2026-06-01T03:47:00Z,LIGHTLY_ACTIVE,Fitbit App
2026-06-01T03:49:00Z,SEDENTARY,Fitbit App
2026-06-01T04:08:00Z,LIGHTLY_ACTIVE,Fitbit App
2026-06-01T04:23:00Z,LIGHTLY_ACTIVE,Fitbit App
2026-06-01T04:24:00Z,LIGHTLY_ACTIVE,Fitbit App
2026-06-01T04:32:00Z,SEDENTARY,Fitbit App
2026-06-01T04:57:00Z,SEDENTARY,Fitbit App
2026-06-01T04:59:00Z,LIGHTLY_ACTIVE,Fitbit App
2026-06-01T05:38:00Z,SEDENTARY,Fitbit App
2026-06-01T05:40:00Z,SEDENTARY,Fitbit App
2026-06-01T05:45:00Z,SEDENTARY,Fitbit App
2026-06-01T06:00:00Z,SEDENTARY,Fitbit App
2026-06-01T06:01:00Z,SEDENTARY,Fitbit App
2026-06-01T06:03:00Z,LIGHTLY_ACTIVE,Fitbit App
2026-06-01T06:20:00Z,SEDENTARY,Fitbit App
2026-06-01T06:35:00Z,SEDENTARY,Fitbit App
2026-06-01T06:58:00Z,SEDENTARY,Fitbit App
2026-06-01T07:00:00Z,SEDENTARY,Fitbit App
2026-06-01T07:08:00Z,SEDENTARY,Fitbit App
2026-06-01T07:17:00Z,SEDENTARY,Fitbit App
2026-06-01T07:30:00Z,SEDENTARY,Fitbit App
2026-06-01T07:40:00Z,SEDENTARY,Fitbit App
2026-06-01T07:45:00Z,SEDENTARY,Fitbit App
2026-06-01T07:59:00Z,SEDENTARY,Fitbit App
2026-06-01T08:01:00Z,SEDENTARY,Fitbit App
2026-06-01T08:05:00Z,LIGHTLY_ACTIVE,Fitbit App
2026-06-01T08:20:00Z,LIGHTLY_ACTIVE,Fitbit App
2026-06-01T08:23:00Z,SEDENTARY,Fitbit App
2026-06-01T08:30:00Z,SEDENTARY,Fitbit App
2026-06-01T08:33:00Z,SEDENTARY,Fitbit App
2026-06-01T08:55:00Z,SEDENTARY,Fitbit App
2026-06-01T08:57:00Z,SEDENTARY,Fitbit App
2026-06-01T08:58:00Z,SEDENTARY,Fitbit App
2026-06-01T08:59:00Z,SEDENTARY,Fitbit App
2026-06-01T09:13:00Z,LIGHTLY_ACTIVE,Fitbit App
2026-06-01T09:14:00Z,LIGHTLY_ACTIVE,Fitbit App
2026-06-01T09:15:00Z,LIGHTLY_ACTIVE,Fitbit App
2026-06-01T09:16:00Z,LIGHTLY_ACTIVE,Fitbit App
2026-06-01T09:17:00Z,SEDENTARY,Fitbit App
2026-06-01T09:18:00Z,SEDENTARY,Fitbit App
2026-06-01T09:19:00Z,SEDENTARY,Fitbit App
2026-06-01T09:20:00Z,SEDENTARY,Fitbit App
2026-06-01T09:21:00Z,SEDENTARY,Fitbit App
2026-06-01T09:22:00Z,LIGHTLY_ACTIVE,Fitbit App
2026-06-01T09:23:00Z,SEDENTARY,Fitbit App
2026-06-01T09:24:00Z,SEDENTARY,Fitbit App
2026-06-01T09:25:00Z,LIGHTLY_ACTIVE,Fitbit App
2026-06-01T09:26:00Z,SEDENTARY,Fitbit App
2026-06-01T09:27:00Z,SEDENTARY,Fitbit App
2026-06-01T09:28:00Z,SEDENTARY,Fitbit App
2026-06-01T09:29:00Z,SEDENTARY,Fitbit App
2026-06-01T09:30:00Z,SEDENTARY,Fitbit App
2026-06-01T09:31:00Z,SEDENTARY,Fitbit App
2026-06-01T09:32:00Z,SEDENTARY,Fitbit App
2026-06-01T09:33:00Z,SEDENTARY,Fitbit App
2026-06-01T09:34:00Z,SEDENTARY,Fitbit App
2026-06-01T09:35:00Z,SEDENTARY,Fitbit App
2026-06-01T09:36:00Z,SEDENTARY,Fitbit App
2026-06-01T09:37:00Z,SEDENTARY,Fitbit App
2026-06-01T09:38:00Z,SEDENTARY,Fitbit App
2026-06-01T09:39:00Z,SEDENTARY,Fitbit App
2026-06-01T09:40:00Z,SEDENTARY,Fitbit App
2026-06-01T09:41:00Z,SEDENTARY,Fitbit App
2026-06-01T09:42:00Z,SEDENTARY,Fitbit App
2026-06-01T09:43:00Z,SEDENTARY,Fitbit App
2026-06-01T09:44:00Z,SEDENTARY,Fitbit App
2026-06-01T09:45:00Z,SEDENTARY,Fitbit App
2026-06-01T09:46:00Z,SEDENTARY,Fitbit App
2026-06-01T09:47:00Z,SEDENTARY,Fitbit App
2026-06-01T09:48:00Z,SEDENTARY,Fitbit App
2026-06-01T09:49:00Z,SEDENTARY,Fitbit App
2026-06-01T09:50:00Z,SEDENTARY,Fitbit App
2026-06-01T09:51:00Z,SEDENTARY,Fitbit App
2026-06-01T09:52:00Z,SEDENTARY,Fitbit App
2026-06-01T09:53:00Z,SEDENTARY,Fitbit App
2026-06-01T09:54:00Z,SEDENTARY,Fitbit App
2026-06-01T09:55:00Z,SEDENTARY,Fitbit App
2026-06-01T09:56:00Z,SEDENTARY,Fitbit App
2026-06-01T09:57:00Z,LIGHTLY_ACTIVE,Fitbit App
2026-06-01T09:58:00Z,LIGHTLY_ACTIVE,Fitbit App
2026-06-01T09:59:00Z,MODERATELY_ACTIVE,Fitbit App
2026-06-01T10:00:00Z,MODERATELY_ACTIVE,Fitbit App
2026-06-01T10:01:00Z,LIGHTLY_ACTIVE,Fitbit App
2026-06-01T10:02:00Z,LIGHTLY_ACTIVE,Fitbit App
