start time,end time,data source
2026-05-27T04:52:00Z,2026-05-27T05:10:00Z,Fitbit App
2026-05-27T05:15:00Z,2026-05-27T05:50:00Z,Fitbit App
2026-05-27T06:11:00Z,2026-05-27T06:33:00Z,Fitbit App
2026-05-27T07:16:00Z,2026-05-27T07:37:00Z,Fitbit App
2026-05-27T08:00:00Z,2026-05-27T08:14:00Z,Fitbit App
2026-05-27T08:16:00Z,2026-05-27T09:01:00Z,Fitbit App
2026-05-27T09:16:00Z,2026-05-27T09:27:00Z,Fitbit App
2026-05-27T09:30:00Z,2026-05-27T09:42:00Z,Fitbit App
2026-05-27T09:45:00Z,2026-05-27T09:55:00Z,Fitbit App
2026-05-27T10:15:00Z,2026-05-27T10:49:00Z,Fitbit App
2026-05-27T10:50:00Z,2026-05-27T11:03:00Z,Fitbit App
2026-05-27T11:44:00Z,2026-05-27T12:17:00Z,Fitbit App
2026-05-27T13:29:00Z,2026-05-27T14:41:00Z,Fitbit App
2026-05-27T14:43:00Z,2026-05-27T14:56:00Z,Fitbit App
2026-05-27T15:29:00Z,2026-05-27T15:52:00Z,Fitbit App
2026-05-27T16:00:00Z,2026-05-27T16:17:00Z,Fitbit App
2026-05-27T16:30:00Z,2026-05-27T17:06:00Z,Fitbit App
2026-05-27T19:21:00Z,2026-05-27T19:46:00Z,Fitbit App
2026-05-27T20:21:00Z,2026-05-27T20:31:00Z,Fitbit App
2026-05-27T21:23:00Z,2026-05-27T21:34:00Z,Fitbit App
2026-05-27T21:39:00Z,2026-05-27T21:50:00Z,Fitbit App
2026-05-27T22:21:00Z,2026-05-27T23:12:00Z,Fitbit App
2026-05-27T23:17:00Z,2026-05-28T00:06:00Z,Fitbit App
