start time,end time,data source
2026-05-17T00:00:00Z,2026-05-17T00:25:00Z,Fitbit App
2026-05-17T00:26:00Z,2026-05-17T00:36:00Z,Fitbit App
2026-05-17T00:40:00Z,2026-05-17T03:23:00Z,Fitbit App
2026-05-17T12:28:00Z,2026-05-17T12:46:00Z,Fitbit App
2026-05-17T12:54:00Z,2026-05-17T13:10:00Z,Fitbit App
2026-05-17T13:36:00Z,2026-05-17T13:48:00Z,Fitbit App
2026-05-17T13:56:00Z,2026-05-17T14:07:00Z,Fitbit App
2026-05-17T18:05:00Z,2026-05-17T18:27:00Z,Fitbit App
2026-05-17T18:42:00Z,2026-05-17T18:55:00Z,Fitbit App
2026-05-17T19:00:00Z,2026-05-17T19:15:00Z,Fitbit App
2026-05-17T19:42:00Z,2026-05-17T20:13:00Z,Fitbit App
2026-05-17T23:37:00Z,2026-05-18T00:14:00Z,Fitbit App
