start time,end time,data source
2026-05-10T11:26:00Z,2026-05-10T12:01:00Z,Fitbit App
2026-05-10T12:11:00Z,2026-05-10T12:35:00Z,Fitbit App
2026-05-10T12:41:00Z,2026-05-10T12:51:00Z,Fitbit App
2026-05-10T12:55:00Z,2026-05-10T13:12:00Z,Fitbit App
2026-05-10T13:40:00Z,2026-05-10T13:52:00Z,Fitbit App
2026-05-10T15:59:00Z,2026-05-10T16:20:00Z,Fitbit App
2026-05-10T16:45:00Z,2026-05-10T16:56:00Z,Fitbit App
2026-05-10T17:00:00Z,2026-05-10T17:12:00Z,Fitbit App
2026-05-10T17:14:00Z,2026-05-10T17:30:00Z,Fitbit App
2026-05-10T18:42:00Z,2026-05-10T18:53:00Z,Fitbit App
2026-05-10T22:05:00Z,2026-05-11T00:49:00Z,Fitbit App
