timestamp,latitude,longitude,altitude,data source
2026-06-05T08:27:06Z,53.241663,6.531223,116.0,Versa 4
2026-06-05T08:27:28Z,53.242650,6.531665,19.6,Versa 4
2026-06-05T08:27:29Z,53.242692,6.531730,21.0,Versa 4
2026-06-05T08:27:30Z,53.242690,6.531750,20.3,Versa 4
2026-06-05T08:27:31Z,53.242697,6.531773,18.8,Versa 4
2026-06-05T08:27:32Z,53.242695,6.531778,20.1,Versa 4
2026-06-05T08:27:33Z,53.242687,6.531782,21.1,Versa 4
2026-06-05T08:27:34Z,53.242640,6.531795,20.6,Versa 4
2026-06-05T08:27:35Z,53.242600,6.531803,21.1,Versa 4
2026-06-05T08:27:40Z,53.242313,6.531677,21.8,Versa 4
2026-06-05T08:27:54Z,53.241812,6.530040,24.1,Versa 4
2026-06-05T08:27:56Z,53.241710,6.529588,23.8,Versa 4
2026-06-05T08:27:58Z,53.241632,6.529172,23.8,Versa 4
2026-06-05T08:27:59Z,53.241655,6.529127,23.8,Versa 4
2026-06-05T08:28:02Z,53.241655,6.528960,-6.999,Versa 4
2026-06-05T08:28:03Z,53.241742,6.528900,-34.7,Versa 4
2026-06-05T08:28:04Z,53.241787,6.528860,-39.7,Versa 4
2026-06-05T08:28:05Z,53.241798,6.528842,-38.6,Versa 4
2026-06-05T08:28:08Z,53.241738,6.528853,-44.0,Versa 4
2026-06-05T08:28:11Z,53.241548,6.529020,-53.5,Versa 4
2026-06-05T08:28:12Z,53.241470,6.529058,-48.0,Versa 4
2026-06-05T08:28:13Z,53.241387,6.529108,-46.1,Versa 4
2026-06-05T08:28:14Z,53.241277,6.529173,-45.0,Versa 4
2026-06-05T08:28:15Z,53.241193,6.529232,-44.6,Versa 4
2026-06-05T08:28:16Z,53.241087,6.529297,-43.8,Versa 4
2026-06-05T08:28:19Z,53.240760,6.529497,-45.699,Versa 4
2026-06-05T08:28:20Z,53.240645,6.529578,-45.699,Versa 4
2026-06-05T08:28:21Z,53.240517,6.529662,-45.4,Versa 4
2026-06-05T08:28:26Z,53.240400,6.529745,-45.199,Versa 4
2026-06-05T08:28:27Z,53.240262,6.529845,-44.199,Versa 4
2026-06-05T08:28:28Z,53.240143,6.529933,-43.099,Versa 4
2026-06-05T08:28:29Z,53.240023,6.530022,-42.3,Versa 4
2026-06-05T08:28:30Z,53.239903,6.530118,-41.6,Versa 4
2026-06-05T08:28:31Z,53.239788,6.530197,-41.0,Versa 4
2026-06-05T08:28:32Z,53.239658,6.530293,-40.0,Versa 4
2026-06-05T08:28:33Z,53.239553,6.530375,-39.2,Versa 4
2026-06-05T08:28:34Z,53.239442,6.530458,-38.5,Versa 4
2026-06-05T08:28:35Z,53.239337,6.530532,-38.4,Versa 4
2026-06-05T08:28:36Z,53.239248,6.530592,-38.199,Versa 4
2026-06-05T08:28:37Z,53.239120,6.530688,-37.499,Versa 4
2026-06-05T08:28:38Z,53.239013,6.530768,-37.199,Versa 4
2026-06-05T08:28:39Z,53.238948,6.530822,-37.1,Versa 4
2026-06-05T08:28:40Z,53.238825,6.530912,-36.8,Versa 4
2026-06-05T08:28:41Z,53.238722,6.530997,-37.0,Versa 4
2026-06-05T08:28:42Z,53.238608,6.531072,-37.1,Versa 4
2026-06-05T08:28:43Z,53.238483,6.531158,-37.3,Versa 4
2026-06-05T08:28:44Z,53.238358,6.531232,-36.2,Versa 4
2026-06-05T08:28:45Z,53.238243,6.531302,-35.4,Versa 4
2026-06-05T08:28:46Z,53.238128,6.531377,-35.5,Versa 4
2026-06-05T08:28:47Z,53.238008,6.531450,-35.1,Versa 4
2026-06-05T08:28:48Z,53.237875,6.531547,-35.2,Versa 4
2026-06-05T08:28:49Z,53.237783,6.531610,-35.3,Versa 4
2026-06-05T08:28:50Z,53.237677,6.531685,-35.3,Versa 4
2026-06-05T08:28:51Z,53.237570,6.531753,-35.3,Versa 4
2026-06-05T08:28:52Z,53.237468,6.531828,-35.4,Versa 4
2026-06-05T08:28:53Z,53.237363,6.531902,-35.5,Versa 4
2026-06-05T08:28:54Z,53.237258,6.531967,-35.7,Versa 4
2026-06-05T08:28:55Z,53.237157,6.532035,-35.7,Versa 4
2026-06-05T08:28:56Z,53.237023,6.532110,-35.8,Versa 4
2026-06-05T08:28:57Z,53.236933,6.532152,-35.5,Versa 4
2026-06-05T08:28:58Z,53.236865,6.532197,-34.6,Versa 4
2026-06-05T08:28:59Z,53.236778,6.532257,-34.5,Versa 4
2026-06-05T08:29:00Z,53.236695,6.532298,-34.4,Versa 4
2026-06-05T08:29:01Z,53.236645,6.532340,-34.5,Versa 4
2026-06-05T08:29:03Z,53.236663,6.532515,-35.1,Versa 4
2026-06-05T08:29:04Z,53.236650,6.532583,-35.2,Versa 4
2026-06-05T08:29:05Z,53.236643,6.532640,-35.3,Versa 4
2026-06-05T08:29:06Z,53.236638,6.532737,-35.8,Versa 4
2026-06-05T08:29:07Z,53.236672,6.532898,-36.0,Versa 4
2026-06-05T08:29:08Z,53.236727,6.533087,-36.4,Versa 4
2026-06-05T08:29:09Z,53.236795,6.533280,-36.699,Versa 4
2026-06-05T08:29:10Z,53.236867,6.533460,-37.4,Versa 4
2026-06-05T08:29:11Z,53.236925,6.533695,-37.6,Versa 4
2026-06-05T08:29:12Z,53.236972,6.533860,-38.2,Versa 4
2026-06-05T08:29:13Z,53.237018,6.534100,-38.5,Versa 4
2026-06-05T08:29:14Z,53.237072,6.534302,-39.0,Versa 4
2026-06-05T08:29:15Z,53.237115,6.534460,-39.2,Versa 4
2026-06-05T08:29:16Z,53.237157,6.534648,-39.7,Versa 4
2026-06-05T08:29:17Z,53.237215,6.534868,-40.0,Versa 4
2026-06-05T08:29:18Z,53.237253,6.535050,-40.0,Versa 4
2026-06-05T08:29:19Z,53.237272,6.535233,-40.2,Versa 4
2026-06-05T08:29:20Z,53.237312,6.535395,-40.1,Versa 4
2026-06-05T08:29:21Z,53.237368,6.535597,-40.2,Versa 4
2026-06-05T08:29:22Z,53.237432,6.535797,-40.7,Versa 4
2026-06-05T08:29:23Z,53.237492,6.535988,-41.4,Versa 4
2026-06-05T08:29:24Z,53.237552,6.536170,-41.7,Versa 4
2026-06-05T08:29:25Z,53.237612,6.536350,-41.5,Versa 4
2026-06-05T08:29:26Z,53.237677,6.536547,-41.0,Versa 4
2026-06-05T08:29:27Z,53.237718,6.536677,-41.0,Versa 4
2026-06-05T08:29:28Z,53.237765,6.536828,-41.2,Versa 4
2026-06-05T08:29:29Z,53.237795,6.536970,-41.7,Versa 4
2026-06-05T08:29:30Z,53.237810,6.537092,-42.0,Versa 4
2026-06-05T08:29:31Z,53.237828,6.537220,-42.2,Versa 4
2026-06-05T08:29:32Z,53.237843,6.537350,-42.3,Versa 4
2026-06-05T08:29:37Z,53.237575,6.537662,-43.0,Versa 4
2026-06-05T08:29:38Z,53.237492,6.537745,-43.0,Versa 4
2026-06-05T08:29:39Z,53.237408,6.537812,-43.2,Versa 4
2026-06-05T08:29:40Z,53.237312,6.537888,-44.3,Versa 4
2026-06-05T08:29:41Z,53.237188,6.537980,-44.1,Versa 4
2026-06-05T08:29:42Z,53.237102,6.538037,-43.8,Versa 4
2026-06-05T08:29:43Z,53.236990,6.538095,-43.4,Versa 4
2026-06-05T08:29:44Z,53.236883,6.538142,-42.8,Versa 4
2026-06-05T08:29:46Z,53.236648,6.538257,-42.599,Versa 4
2026-06-05T08:29:47Z,53.236557,6.538293,-42.999,Versa 4
2026-06-05T08:30:08Z,53.236215,6.540990,-44.8,Versa 4
2026-06-05T08:30:09Z,53.236170,6.541285,-43.099,Versa 4
2026-06-05T08:30:10Z,53.236225,6.541525,-43.199,Versa 4
2026-06-05T08:30:11Z,53.236308,6.541773,-44.8,Versa 4
2026-06-05T08:30:12Z,53.236358,6.541968,-44.599,Versa 4
