timestamp,steps,data source
2026-06-04T20:39:00Z,39,Versa 4
2026-06-04T20:40:00Z,38,Versa 4
2026-06-04T20:41:00Z,28,Versa 4
2026-06-04T20:42:00Z,44,Versa 4
2026-06-04T20:43:00Z,51,Versa 4
2026-06-04T20:44:00Z,52,Versa 4
2026-06-04T20:45:00Z,56,Versa 4
2026-06-04T20:46:00Z,59,Versa 4
2026-06-04T20:47:00Z,61,Versa 4
2026-06-04T20:48:00Z,48,Versa 4
2026-06-04T20:49:00Z,7,Versa 4
2026-06-04T20:57:00Z,16,Versa 4
2026-06-04T21:08:00Z,25,Versa 4
2026-06-04T21:10:00Z,23,Versa 4
2026-06-04T21:15:00Z,9,Versa 4
2026-06-04T23:04:00Z,8,Versa 4
2026-06-04T23:40:00Z,6,Versa 4
2026-06-05T00:39:00Z,10,Versa 4
2026-06-05T02:06:00Z,4,Versa 4
2026-06-05T02:07:00Z,7,Versa 4
2026-06-05T02:25:00Z,5,Versa 4
2026-06-05T02:26:00Z,8,Versa 4
2026-06-05T02:27:00Z,20,Versa 4
2026-06-05T02:28:00Z,24,Versa 4
2026-06-05T02:40:00Z,7,Versa 4
2026-06-05T05:10:00Z,9,Versa 4
2026-06-05T05:15:00Z,4,Versa 4
2026-06-05T05:16:00Z,23,Versa 4
2026-06-05T06:05:00Z,35,Versa 4
2026-06-05T06:06:00Z,63,Versa 4
2026-06-05T06:07:00Z,33,Versa 4
2026-06-05T06:22:00Z,13,Versa 4
2026-06-05T06:29:00Z,38,Versa 4
2026-06-05T06:30:00Z,106,Versa 4
2026-06-05T06:31:00Z,124,Versa 4
2026-06-05T06:32:00Z,124,Versa 4
2026-06-05T06:33:00Z,121,Versa 4
2026-06-05T06:34:00Z,69,Versa 4
2026-06-05T06:47:00Z,10,Versa 4
2026-06-05T06:48:00Z,2,Versa 4
2026-06-05T07:49:00Z,6,Versa 4
2026-06-05T08:00:00Z,4,Versa 4
2026-06-05T08:06:00Z,7,Versa 4
2026-06-05T08:07:00Z,12,Versa 4
2026-06-05T08:20:00Z,19,Versa 4
2026-06-05T08:21:00Z,73,Versa 4
2026-06-05T08:22:00Z,47,Versa 4
2026-06-05T08:23:00Z,91,Versa 4
2026-06-05T08:24:00Z,103,Versa 4
2026-06-05T08:25:00Z,161,Versa 4
2026-06-05T08:26:00Z,144,Versa 4
2026-06-05T08:27:00Z,54,Versa 4
2026-06-05T08:28:00Z,17,Versa 4
2026-06-05T08:29:00Z,4,Versa 4
2026-06-05T08:31:00Z,6,Versa 4
2026-06-05T08:32:00Z,10,Versa 4
2026-06-05T08:33:00Z,13,Versa 4
2026-06-05T08:35:00Z,11,Versa 4
2026-06-05T08:36:00Z,23,Versa 4
2026-06-05T08:37:00Z,21,Versa 4
2026-06-05T08:38:00Z,19,Versa 4
2026-06-05T08:39:00Z,24,Versa 4
2026-06-05T08:40:00Z,63,Versa 4
2026-06-05T08:41:00Z,45,Versa 4
2026-06-05T08:42:00Z,17,Versa 4
2026-06-05T08:43:00Z,30,Versa 4
2026-06-05T08:44:00Z,30,Versa 4
2026-06-05T08:46:00Z,15,Versa 4
2026-06-05T08:47:00Z,17,Versa 4
2026-06-05T08:48:00Z,13,Versa 4
2026-06-05T08:49:00Z,4,Versa 4
2026-06-05T08:55:00Z,7,Versa 4
2026-06-05T08:59:00Z,6,Versa 4
2026-06-05T09:01:00Z,55,Versa 4
2026-06-05T09:02:00Z,20,Versa 4
2026-06-05T09:03:00Z,20,Versa 4
2026-06-05T09:04:00Z,50,Versa 4
2026-06-05T09:14:00Z,62,Versa 4
2026-06-05T09:15:00Z,71,Versa 4
2026-06-05T09:16:00Z,53,Versa 4
2026-06-05T09:17:00Z,59,Versa 4
2026-06-05T09:18:00Z,47,Versa 4
2026-06-05T09:19:00Z,11,Versa 4
2026-06-05T09:22:00Z,10,Versa 4
2026-06-05T09:23:00Z,13,Versa 4
2026-06-05T09:24:00Z,53,Versa 4
2026-06-05T09:25:00Z,64,Versa 4
2026-06-05T09:26:00Z,35,Versa 4
2026-06-05T09:27:00Z,14,Versa 4
2026-06-05T09:28:00Z,15,Versa 4
2026-06-05T09:29:00Z,26,Versa 4
2026-06-05T09:30:00Z,38,Versa 4
2026-06-05T09:31:00Z,38,Versa 4
2026-06-05T09:32:00Z,50,Versa 4
2026-06-05T09:33:00Z,42,Versa 4
2026-06-05T09:34:00Z,25,Versa 4
2026-06-05T09:35:00Z,53,Versa 4
2026-06-05T09:36:00Z,28,Versa 4
2026-06-05T09:37:00Z,33,Versa 4
2026-06-05T09:38:00Z,19,Versa 4
2026-06-05T09:40:00Z,13,Versa 4
2026-06-05T09:41:00Z,59,Versa 4
2026-06-05T09:42:00Z,13,Versa 4
2026-06-05T09:44:00Z,33,Versa 4
2026-06-05T09:45:00Z,5,Versa 4
2026-06-05T09:46:00Z,30,Versa 4
2026-06-05T09:47:00Z,39,Versa 4
2026-06-05T09:48:00Z,5,Versa 4
2026-06-05T09:56:00Z,24,Versa 4
2026-06-05T09:57:00Z,58,Versa 4
2026-06-05T09:58:00Z,51,Versa 4
2026-06-05T09:59:00Z,33,Versa 4
2026-06-05T10:00:00Z,58,Versa 4
2026-06-05T10:01:00Z,30,Versa 4
2026-06-05T10:02:00Z,15,Versa 4
2026-06-05T10:06:00Z,4,Versa 4
2026-06-05T10:30:00Z,5,Versa 4
2026-06-05T10:31:00Z,39,Versa 4
2026-06-05T10:32:00Z,27,Versa 4
2026-06-05T10:33:00Z,6,Versa 4
2026-06-05T10:34:00Z,8,Versa 4
2026-06-05T10:41:00Z,7,Versa 4
2026-06-05T10:51:00Z,4,Versa 4
2026-06-05T10:52:00Z,4,Versa 4
2026-06-05T10:53:00Z,15,Versa 4
2026-06-05T10:54:00Z,11,Versa 4
2026-06-05T10:56:00Z,6,Versa 4
2026-06-05T10:58:00Z,8,Versa 4
2026-06-05T11:00:00Z,31,Versa 4
2026-06-05T11:01:00Z,44,Versa 4
2026-06-05T11:02:00Z,9,Versa 4
2026-06-05T11:04:00Z,33,Versa 4
2026-06-05T11:14:00Z,11,Versa 4
2026-06-05T12:55:00Z,6,Versa 4
2026-06-05T13:03:00Z,8,Versa 4
2026-06-05T13:44:00Z,13,Versa 4
2026-06-05T13:46:00Z,41,Versa 4
2026-06-05T13:47:00Z,14,Versa 4
2026-06-05T13:48:00Z,10,Versa 4
2026-06-05T13:49:00Z,7,Versa 4
2026-06-05T13:55:00Z,15,Versa 4
2026-06-05T14:06:00Z,44,Versa 4
2026-06-05T14:07:00Z,46,Versa 4
2026-06-05T14:08:00Z,22,Versa 4
2026-06-05T14:09:00Z,15,Versa 4
2026-06-05T14:17:00Z,8,Versa 4
2026-06-05T14:18:00Z,24,Versa 4
2026-06-05T14:21:00Z,10,Versa 4
2026-06-05T14:22:00Z,4,Versa 4
2026-06-05T14:27:00Z,7,Versa 4
2026-06-05T14:30:00Z,34,Versa 4
2026-06-05T14:31:00Z,51,Versa 4
2026-06-05T14:32:00Z,71,Versa 4
2026-06-05T14:33:00Z,88,Versa 4
2026-06-05T14:34:00Z,66,Versa 4
2026-06-05T14:35:00Z,29,Versa 4
2026-06-05T14:37:00Z,9,Versa 4
2026-06-05T14:43:00Z,5,Versa 4
2026-06-05T14:51:00Z,6,Versa 4
2026-06-05T14:57:00Z,33,Versa 4
2026-06-05T14:58:00Z,59,Versa 4
2026-06-05T14:59:00Z,51,Versa 4
2026-06-05T15:00:00Z,70,Versa 4
2026-06-05T15:01:00Z,43,Versa 4
2026-06-05T15:02:00Z,27,Versa 4
2026-06-05T15:03:00Z,87,Versa 4
2026-06-05T15:04:00Z,94,Versa 4
2026-06-05T15:05:00Z,51,Versa 4
2026-06-05T15:06:00Z,82,Versa 4
2026-06-05T15:07:00Z,16,Versa 4
2026-06-05T15:08:00Z,64,Versa 4
2026-06-05T15:09:00Z,56,Versa 4
2026-06-05T15:10:00Z,43,Versa 4
2026-06-05T15:11:00Z,39,Versa 4
2026-06-05T15:12:00Z,57,Versa 4
2026-06-05T15:13:00Z,78,Versa 4
2026-06-05T15:14:00Z,27,Versa 4
2026-06-05T15:15:00Z,51,Versa 4
2026-06-05T15:16:00Z,21,Versa 4
2026-06-05T15:17:00Z,40,Versa 4
2026-06-05T15:18:00Z,51,Versa 4
2026-06-05T15:19:00Z,55,Versa 4
2026-06-05T15:20:00Z,38,Versa 4
2026-06-05T15:21:00Z,7,Versa 4
2026-06-05T15:22:00Z,19,Versa 4
2026-06-05T15:23:00Z,47,Versa 4
2026-06-05T15:24:00Z,30,Versa 4
2026-06-05T15:25:00Z,58,Versa 4
2026-06-05T15:26:00Z,18,Versa 4
2026-06-05T15:27:00Z,38,Versa 4
2026-06-05T15:28:00Z,28,Versa 4
2026-06-05T15:29:00Z,24,Versa 4
2026-06-05T15:30:00Z,27,Versa 4
2026-06-05T15:31:00Z,7,Versa 4
2026-06-05T15:32:00Z,49,Versa 4
2026-06-05T15:33:00Z,42,Versa 4
2026-06-05T15:34:00Z,54,Versa 4
2026-06-05T15:35:00Z,70,Versa 4
2026-06-05T15:36:00Z,44,Versa 4
2026-06-05T15:37:00Z,62,Versa 4
2026-06-05T15:38:00Z,55,Versa 4
2026-06-05T15:39:00Z,32,Versa 4
2026-06-05T15:40:00Z,57,Versa 4
2026-06-05T15:41:00Z,38,Versa 4
2026-06-05T15:42:00Z,17,Versa 4
2026-06-05T15:43:00Z,26,Versa 4
2026-06-05T15:44:00Z,50,Versa 4
2026-06-05T15:45:00Z,65,Versa 4
2026-06-05T15:46:00Z,53,Versa 4
2026-06-05T15:47:00Z,81,Versa 4
2026-06-05T15:48:00Z,67,Versa 4
2026-06-05T15:49:00Z,71,Versa 4
2026-06-05T15:50:00Z,55,Versa 4
2026-06-05T15:51:00Z,68,Versa 4
2026-06-05T15:52:00Z,51,Versa 4
2026-06-05T15:53:00Z,74,Versa 4
2026-06-05T15:54:00Z,78,Versa 4
2026-06-05T15:55:00Z,15,Versa 4
2026-06-05T15:56:00Z,23,Versa 4
2026-06-05T15:57:00Z,62,Versa 4
2026-06-05T15:58:00Z,70,Versa 4
2026-06-05T15:59:00Z,15,Versa 4
2026-06-05T16:00:00Z,56,Versa 4
2026-06-05T16:01:00Z,53,Versa 4
2026-06-05T16:02:00Z,59,Versa 4
2026-06-05T16:03:00Z,58,Versa 4
2026-06-05T16:04:00Z,45,Versa 4
2026-06-05T16:05:00Z,62,Versa 4
2026-06-05T16:06:00Z,76,Versa 4
2026-06-05T16:07:00Z,82,Versa 4
2026-06-05T16:08:00Z,65,Versa 4
2026-06-05T16:09:00Z,81,Versa 4
2026-06-05T16:10:00Z,39,Versa 4
2026-06-05T16:11:00Z,73,Versa 4
2026-06-05T16:12:00Z,28,Versa 4
2026-06-05T16:13:00Z,49,Versa 4
2026-06-05T16:14:00Z,45,Versa 4
2026-06-05T16:15:00Z,18,Versa 4
2026-06-05T16:16:00Z,34,Versa 4
2026-06-05T16:17:00Z,27,Versa 4
2026-06-05T16:18:00Z,48,Versa 4
2026-06-05T16:19:00Z,21,Versa 4
2026-06-05T16:20:00Z,16,Versa 4
2026-06-05T16:21:00Z,14,Versa 4
2026-06-05T16:22:00Z,38,Versa 4
2026-06-05T16:23:00Z,56,Versa 4
2026-06-05T16:24:00Z,21,Versa 4
2026-06-05T16:25:00Z,52,Versa 4
2026-06-05T16:26:00Z,67,Versa 4
2026-06-05T16:27:00Z,16,Versa 4
2026-06-05T16:28:00Z,54,Versa 4
2026-06-05T16:29:00Z,8,Versa 4
2026-06-05T16:30:00Z,19,Versa 4
2026-06-05T16:31:00Z,13,Versa 4
2026-06-05T16:32:00Z,26,Versa 4
2026-06-05T16:33:00Z,46,Versa 4
2026-06-05T16:34:00Z,40,Versa 4
2026-06-05T16:35:00Z,30,Versa 4
2026-06-05T16:36:00Z,32,Versa 4
2026-06-05T16:37:00Z,11,Versa 4
2026-06-05T16:38:00Z,50,Versa 4
2026-06-05T16:39:00Z,74,Versa 4
2026-06-05T16:40:00Z,87,Versa 4
2026-06-05T16:41:00Z,21,Versa 4
2026-06-05T16:42:00Z,22,Versa 4
2026-06-05T16:43:00Z,48,Versa 4
2026-06-05T16:44:00Z,46,Versa 4
2026-06-05T16:45:00Z,56,Versa 4
2026-06-05T16:46:00Z,46,Versa 4
2026-06-05T16:47:00Z,42,Versa 4
2026-06-05T16:48:00Z,66,Versa 4
2026-06-05T16:49:00Z,93,Versa 4
2026-06-05T16:50:00Z,60,Versa 4
2026-06-05T16:51:00Z,52,Versa 4
2026-06-05T16:53:00Z,13,Versa 4
2026-06-05T16:57:00Z,7,Versa 4
2026-06-05T16:58:00Z,51,Versa 4
2026-06-05T17:00:00Z,28,Versa 4
2026-06-05T17:01:00Z,6,Versa 4
2026-06-05T17:02:00Z,48,Versa 4
2026-06-05T17:03:00Z,46,Versa 4
2026-06-05T17:04:00Z,29,Versa 4
2026-06-05T17:06:00Z,5,Versa 4
2026-06-05T17:07:00Z,4,Versa 4
2026-06-05T17:08:00Z,42,Versa 4
2026-06-05T17:09:00Z,8,Versa 4
2026-06-05T17:10:00Z,9,Versa 4
2026-06-05T17:12:00Z,31,Versa 4
2026-06-05T17:13:00Z,11,Versa 4
2026-06-05T17:14:00Z,29,Versa 4
2026-06-05T17:15:00Z,59,Versa 4
2026-06-05T17:16:00Z,38,Versa 4
2026-06-05T17:17:00Z,23,Versa 4
2026-06-05T17:18:00Z,31,Versa 4
2026-06-05T17:19:00Z,9,Versa 4
2026-06-05T17:20:00Z,11,Versa 4
2026-06-05T17:21:00Z,30,Versa 4
2026-06-05T17:22:00Z,19,Versa 4
2026-06-05T17:23:00Z,26,Versa 4
2026-06-05T17:24:00Z,44,Versa 4
2026-06-05T17:25:00Z,32,Versa 4
2026-06-05T17:26:00Z,17,Versa 4
2026-06-05T17:27:00Z,27,Versa 4
2026-06-05T17:28:00Z,18,Versa 4
2026-06-05T17:29:00Z,16,Versa 4
2026-06-05T17:30:00Z,48,Versa 4
2026-06-05T17:31:00Z,69,Versa 4
2026-06-05T17:32:00Z,3,Versa 4
2026-06-05T17:33:00Z,82,Versa 4
2026-06-05T17:34:00Z,63,Versa 4
2026-06-05T17:35:00Z,51,Versa 4
2026-06-05T17:36:00Z,44,Versa 4
2026-06-05T17:37:00Z,46,Versa 4
2026-06-05T17:38:00Z,61,Versa 4
2026-06-05T17:39:00Z,42,Versa 4
2026-06-05T17:40:00Z,21,Versa 4
2026-06-05T17:42:00Z,4,Versa 4
2026-06-05T17:43:00Z,15,Versa 4
2026-06-05T17:44:00Z,23,Versa 4
2026-06-05T17:45:00Z,22,Versa 4
2026-06-05T17:47:00Z,49,Versa 4
2026-06-05T17:48:00Z,67,Versa 4
2026-06-05T17:49:00Z,43,Versa 4
2026-06-05T17:50:00Z,38,Versa 4
2026-06-05T17:51:00Z,90,Versa 4
2026-06-05T17:52:00Z,66,Versa 4
2026-06-05T17:53:00Z,59,Versa 4
2026-06-05T17:54:00Z,22,Versa 4
2026-06-05T17:55:00Z,28,Versa 4
2026-06-05T17:56:00Z,45,Versa 4
2026-06-05T17:57:00Z,30,Versa 4
2026-06-05T17:58:00Z,54,Versa 4
2026-06-05T17:59:00Z,45,Versa 4
2026-06-05T18:00:00Z,18,Versa 4
2026-06-05T18:02:00Z,41,Versa 4
2026-06-05T18:03:00Z,20,Versa 4
2026-06-05T18:04:00Z,25,Versa 4
2026-06-05T18:06:00Z,62,Versa 4
2026-06-05T18:07:00Z,70,Versa 4
2026-06-05T18:08:00Z,14,Versa 4
2026-06-05T18:09:00Z,27,Versa 4
2026-06-05T18:10:00Z,32,Versa 4
2026-06-05T18:11:00Z,39,Versa 4
2026-06-05T18:12:00Z,9,Versa 4
2026-06-05T18:13:00Z,15,Versa 4
2026-06-05T18:14:00Z,40,Versa 4
2026-06-05T18:15:00Z,76,Versa 4
2026-06-05T18:18:00Z,59,Versa 4
2026-06-05T18:19:00Z,52,Versa 4
2026-06-05T18:20:00Z,52,Versa 4
2026-06-05T18:21:00Z,57,Versa 4
2026-06-05T18:22:00Z,11,Versa 4
2026-06-05T18:23:00Z,68,Versa 4
2026-06-05T18:30:00Z,47,Versa 4
2026-06-05T18:31:00Z,27,Versa 4
2026-06-05T18:32:00Z,40,Versa 4
2026-06-05T18:33:00Z,41,Versa 4
2026-06-05T18:34:00Z,12,Versa 4
2026-06-05T18:35:00Z,65,Versa 4
2026-06-05T18:36:00Z,12,Versa 4
2026-06-05T18:37:00Z,6,Versa 4
2026-06-05T18:38:00Z,30,Versa 4
2026-06-05T18:39:00Z,8,Versa 4
2026-06-05T18:40:00Z,9,Versa 4
2026-06-05T18:41:00Z,42,Versa 4
2026-06-05T18:42:00Z,48,Versa 4
2026-06-05T18:43:00Z,54,Versa 4
2026-06-05T18:44:00Z,24,Versa 4
2026-06-05T18:45:00Z,52,Versa 4
2026-06-05T18:46:00Z,32,Versa 4
2026-06-05T18:47:00Z,16,Versa 4
2026-06-05T18:48:00Z,62,Versa 4
2026-06-05T18:49:00Z,77,Versa 4
2026-06-05T18:50:00Z,21,Versa 4
2026-06-05T18:51:00Z,29,Versa 4
2026-06-05T18:52:00Z,60,Versa 4
2026-06-05T18:53:00Z,83,Versa 4
2026-06-05T18:54:00Z,39,Versa 4
2026-06-05T18:55:00Z,51,Versa 4
2026-06-05T18:56:00Z,46,Versa 4
2026-06-05T18:57:00Z,69,Versa 4
2026-06-05T18:58:00Z,27,Versa 4
2026-06-05T18:59:00Z,26,Versa 4
2026-06-05T19:00:00Z,58,Versa 4
2026-06-05T19:01:00Z,38,Versa 4
2026-06-05T19:03:00Z,17,Versa 4
2026-06-05T19:04:00Z,19,Versa 4
2026-06-05T19:05:00Z,17,Versa 4
2026-06-05T19:06:00Z,39,Versa 4
2026-06-05T19:07:00Z,32,Versa 4
2026-06-05T19:08:00Z,45,Versa 4
2026-06-05T19:09:00Z,30,Versa 4
2026-06-05T19:10:00Z,51,Versa 4
2026-06-05T19:11:00Z,19,Versa 4
2026-06-05T19:12:00Z,36,Versa 4
2026-06-05T19:13:00Z,30,Versa 4
2026-06-05T19:14:00Z,31,Versa 4
2026-06-05T19:15:00Z,16,Versa 4
2026-06-05T19:16:00Z,35,Versa 4
2026-06-05T19:17:00Z,43,Versa 4
2026-06-05T19:18:00Z,48,Versa 4
2026-06-05T19:19:00Z,71,Versa 4
2026-06-05T19:20:00Z,46,Versa 4
2026-06-05T19:21:00Z,13,Versa 4
2026-06-05T19:22:00Z,26,Versa 4
2026-06-05T19:23:00Z,57,Versa 4
2026-06-05T19:24:00Z,71,Versa 4
2026-06-05T19:25:00Z,95,Versa 4
2026-06-05T19:26:00Z,69,Versa 4
2026-06-05T19:27:00Z,38,Versa 4
2026-06-05T19:28:00Z,70,Versa 4
2026-06-05T19:29:00Z,36,Versa 4
2026-06-05T19:30:00Z,17,Versa 4
2026-06-05T19:31:00Z,37,Versa 4
2026-06-05T19:32:00Z,59,Versa 4
2026-06-05T19:33:00Z,46,Versa 4
2026-06-05T19:34:00Z,75,Versa 4
2026-06-05T19:35:00Z,40,Versa 4
2026-06-05T19:36:00Z,34,Versa 4
2026-06-05T19:37:00Z,68,Versa 4
2026-06-05T19:38:00Z,50,Versa 4
2026-06-05T19:39:00Z,65,Versa 4
2026-06-05T19:40:00Z,79,Versa 4
2026-06-05T19:41:00Z,79,Versa 4
2026-06-05T19:42:00Z,84,Versa 4
2026-06-05T19:43:00Z,58,Versa 4
2026-06-05T19:44:00Z,25,Versa 4
2026-06-05T19:45:00Z,69,Versa 4
2026-06-05T19:46:00Z,49,Versa 4
2026-06-05T19:47:00Z,32,Versa 4
2026-06-05T19:48:00Z,69,Versa 4
2026-06-05T19:49:00Z,38,Versa 4
2026-06-05T19:50:00Z,79,Versa 4
2026-06-05T19:51:00Z,54,Versa 4
2026-06-05T19:52:00Z,52,Versa 4
2026-06-05T19:53:00Z,52,Versa 4
2026-06-05T19:54:00Z,63,Versa 4
2026-06-05T19:55:00Z,80,Versa 4
2026-06-05T19:56:00Z,70,Versa 4
2026-06-05T19:57:00Z,48,Versa 4
2026-06-05T19:58:00Z,36,Versa 4
2026-06-05T19:59:00Z,35,Versa 4
2026-06-05T20:00:00Z,32,Versa 4
2026-06-05T20:01:00Z,41,Versa 4
2026-06-05T20:02:00Z,48,Versa 4
2026-06-05T20:03:00Z,37,Versa 4
2026-06-05T20:04:00Z,23,Versa 4
2026-06-05T20:05:00Z,63,Versa 4
2026-06-05T20:06:00Z,25,Versa 4
2026-06-05T20:07:00Z,56,Versa 4
2026-06-05T20:08:00Z,62,Versa 4
2026-06-05T20:09:00Z,60,Versa 4
2026-06-05T20:10:00Z,51,Versa 4
2026-06-05T20:11:00Z,60,Versa 4
2026-06-05T20:12:00Z,52,Versa 4
2026-06-05T20:13:00Z,20,Versa 4
2026-06-05T20:14:00Z,21,Versa 4
2026-06-05T20:15:00Z,60,Versa 4
2026-06-05T20:16:00Z,44,Versa 4
2026-06-05T20:17:00Z,30,Versa 4
2026-06-05T20:18:00Z,26,Versa 4
2026-06-05T20:19:00Z,44,Versa 4
2026-06-05T20:20:00Z,50,Versa 4
2026-06-05T20:21:00Z,44,Versa 4
2026-06-05T20:22:00Z,39,Versa 4
2026-06-05T20:23:00Z,43,Versa 4
2026-06-05T20:24:00Z,42,Versa 4
2026-06-05T20:25:00Z,75,Versa 4
2026-06-05T20:26:00Z,35,Versa 4
2026-06-05T20:27:00Z,26,Versa 4
2026-06-05T20:28:00Z,58,Versa 4
2026-06-05T20:29:00Z,54,Versa 4
2026-06-05T20:30:00Z,25,Versa 4
2026-06-05T20:31:00Z,41,Versa 4
2026-06-05T20:32:00Z,40,Versa 4
2026-06-05T20:33:00Z,61,Versa 4
2026-06-05T20:34:00Z,29,Versa 4
2026-06-05T20:35:00Z,26,Versa 4
2026-06-05T20:36:00Z,53,Versa 4
2026-06-05T20:37:00Z,63,Versa 4
2026-06-05T20:38:00Z,52,Versa 4
2026-06-05T20:39:00Z,67,Versa 4
2026-06-05T20:40:00Z,49,Versa 4
2026-06-05T20:41:00Z,42,Versa 4
2026-06-05T20:42:00Z,54,Versa 4
2026-06-05T20:43:00Z,74,Versa 4
2026-06-05T20:44:00Z,100,Versa 4
2026-06-05T20:45:00Z,98,Versa 4
2026-06-05T20:46:00Z,101,Versa 4
2026-06-05T20:47:00Z,56,Versa 4
2026-06-05T20:48:00Z,61,Versa 4
2026-06-05T20:49:00Z,94,Versa 4
2026-06-05T20:50:00Z,93,Versa 4
2026-06-05T20:51:00Z,66,Versa 4
2026-06-05T20:52:00Z,107,Versa 4
2026-06-05T20:53:00Z,88,Versa 4
2026-06-05T20:54:00Z,37,Versa 4
2026-06-05T20:56:00Z,26,Versa 4
2026-06-05T20:57:00Z,48,Versa 4
2026-06-05T20:58:00Z,12,Versa 4
2026-06-05T21:02:00Z,13,Versa 4
2026-06-05T21:03:00Z,3,Versa 4
2026-06-05T21:04:00Z,10,Versa 4
2026-06-05T21:07:00Z,8,Versa 4
2026-06-05T21:10:00Z,13,Versa 4
2026-06-05T21:14:00Z,16,Versa 4
2026-06-05T21:15:00Z,4,Versa 4
2026-06-05T21:18:00Z,14,Versa 4
2026-06-05T21:19:00Z,29,Versa 4
2026-06-05T21:20:00Z,56,Versa 4
2026-06-05T21:21:00Z,60,Versa 4
2026-06-05T21:22:00Z,20,Versa 4
2026-06-05T21:41:00Z,36,Versa 4
2026-06-05T21:43:00Z,7,Versa 4
2026-06-05T22:01:00Z,26,Versa 4
2026-06-05T22:02:00Z,5,Versa 4
2026-06-05T22:03:00Z,7,Versa 4
2026-06-05T22:10:00Z,8,Versa 4
2026-06-05T22:12:00Z,10,Versa 4
2026-06-05T22:26:00Z,18,Versa 4
2026-06-05T22:27:00Z,10,Versa 4
2026-06-06T00:11:00Z,4,Versa 4
2026-06-06T00:12:00Z,25,Versa 4
2026-06-06T00:13:00Z,27,Versa 4
2026-06-06T00:16:00Z,5,Versa 4
2026-06-06T00:18:00Z,14,Versa 4
2026-06-06T00:19:00Z,7,Versa 4
2026-06-06T01:46:00Z,10,Versa 4
2026-06-06T01:50:00Z,29,Versa 4
2026-06-06T01:51:00Z,21,Versa 4
2026-06-06T01:54:00Z,8,Versa 4
2026-06-06T01:55:00Z,7,Versa 4
2026-06-06T01:56:00Z,11,Versa 4
2026-06-06T01:58:00Z,21,Versa 4
2026-06-06T01:59:00Z,36,Versa 4
2026-06-06T02:02:00Z,8,Versa 4
2026-06-06T02:03:00Z,12,Versa 4
2026-06-06T02:04:00Z,29,Versa 4
2026-06-06T02:05:00Z,29,Versa 4
2026-06-06T02:17:00Z,6,Versa 4
2026-06-06T03:16:00Z,4,Versa 4
2026-06-06T07:26:00Z,9,Versa 4
2026-06-06T07:31:00Z,10,Versa 4
2026-06-06T08:57:00Z,10,Versa 4
2026-06-06T08:58:00Z,3,Versa 4
2026-06-06T09:36:00Z,22,Versa 4
2026-06-06T09:38:00Z,22,Versa 4
2026-06-06T09:39:00Z,11,Versa 4
2026-06-06T09:40:00Z,8,Versa 4
2026-06-06T09:54:00Z,4,Versa 4
2026-06-06T10:50:00Z,4,Versa 4
2026-06-06T10:51:00Z,5,Versa 4
2026-06-06T11:45:00Z,39,Versa 4
2026-06-06T11:46:00Z,25,Versa 4
2026-06-06T11:47:00Z,7,Versa 4
2026-06-06T11:56:00Z,8,Versa 4
2026-06-06T12:00:00Z,10,Versa 4
2026-06-06T12:02:00Z,30,Versa 4
2026-06-06T12:07:00Z,4,Versa 4
2026-06-06T12:08:00Z,6,Versa 4
2026-06-06T12:09:00Z,35,Versa 4
2026-06-06T12:10:00Z,20,Versa 4
2026-06-06T12:26:00Z,4,Versa 4
2026-06-06T12:29:00Z,18,Versa 4
2026-06-06T12:31:00Z,15,Versa 4
