timestamp,Infrared to Red Signal Ratio
05/18/26 00:45:31,59
05/18/26 00:46:31,-20
05/18/26 00:47:31,-20
05/18/26 00:48:31,0
05/18/26 00:49:32,4
05/18/26 03:04:01,0
05/18/26 03:05:00,9
05/18/26 03:06:00,43
05/18/26 03:07:00,0
05/18/26 03:08:00,0
05/18/26 03:09:00,1
05/18/26 03:19:00,27
05/18/26 03:20:00,-19
05/18/26 03:21:00,0
05/18/26 03:22:00,0
05/18/26 03:23:00,4
05/18/26 03:24:00,0
05/18/26 03:25:00,13
05/18/26 03:26:00,-1
05/18/26 03:27:00,24
05/18/26 03:28:00,0
05/18/26 03:29:00,-13
05/18/26 03:30:00,0
05/18/26 03:31:00,0
05/18/26 03:32:00,4
05/18/26 03:33:00,29
05/18/26 03:34:59,-17
05/18/26 03:35:59,11
05/18/26 03:36:59,4
05/18/26 03:37:59,0
05/18/26 03:38:59,37
05/18/26 03:39:59,11
05/18/26 03:40:59,19
05/18/26 03:41:59,30
05/18/26 03:42:59,47
05/18/26 03:43:59,19
05/18/26 03:44:59,12
05/18/26 03:45:59,73
05/18/26 03:46:59,-3
05/18/26 03:47:59,1
05/18/26 03:48:59,55
05/18/26 03:50:00,52
05/18/26 03:51:00,0
05/18/26 03:52:00,44
05/18/26 03:53:00,8
05/18/26 03:54:00,21
05/18/26 03:55:00,82
05/18/26 03:56:00,42
05/18/26 03:57:00,18
05/18/26 03:58:00,12
05/18/26 03:59:00,83
05/18/26 04:00:00,32
05/18/26 04:01:00,0
05/18/26 04:02:00,-3
05/18/26 04:03:00,-8
05/18/26 04:04:00,67
05/18/26 04:05:00,4
05/18/26 04:06:00,-1
05/18/26 04:07:00,-16
05/18/26 04:08:00,-16
05/18/26 04:09:00,7
05/18/26 04:10:00,26
05/18/26 04:11:00,0
05/18/26 04:12:00,-1
05/18/26 04:13:00,39
05/18/26 04:14:00,-1
05/18/26 04:15:00,-4
05/18/26 04:16:00,19
05/18/26 04:17:00,28
05/18/26 04:18:00,-8
05/18/26 04:19:00,-10
05/18/26 04:20:00,43
05/18/26 04:21:00,-10
05/18/26 04:22:00,0
05/18/26 04:23:00,40
05/18/26 04:24:00,31
05/18/26 04:25:00,6
05/18/26 04:26:00,9
05/18/26 04:27:00,8
05/18/26 04:28:00,9
05/18/26 04:29:00,0
05/18/26 04:30:00,-5
05/18/26 04:31:00,-4
05/18/26 04:32:00,-6
05/18/26 04:33:00,-8
05/18/26 04:34:00,-20
05/18/26 04:35:00,-10
05/18/26 04:36:00,-26
05/18/26 04:37:00,-10
05/18/26 04:38:00,29
05/18/26 04:39:00,2
05/18/26 04:40:00,19
05/18/26 04:41:00,0
05/18/26 04:42:00,-1
05/18/26 04:43:00,13
05/18/26 04:44:00,-4
05/18/26 04:45:00,0
05/18/26 04:46:00,68
05/18/26 04:47:00,0
05/18/26 04:48:00,16
05/18/26 04:49:00,-22
05/18/26 04:50:00,-21
05/18/26 04:51:00,0
05/18/26 04:52:00,-4
05/18/26 04:53:00,-43
05/18/26 04:54:00,-19
05/18/26 04:55:00,-36
05/18/26 04:56:00,-3
05/18/26 04:57:00,-17
05/18/26 04:58:00,-1
05/18/26 04:59:00,0
05/18/26 05:00:00,0
05/18/26 05:01:00,-15
05/18/26 05:02:00,-9
05/18/26 05:03:00,-2
05/18/26 05:04:00,-16
05/18/26 05:05:00,-9
05/18/26 05:06:00,5
05/18/26 05:07:00,15
05/18/26 05:08:00,-5
05/18/26 05:09:00,-14
05/18/26 05:10:00,-4
05/18/26 05:11:00,-6
05/18/26 05:12:00,-5
05/18/26 05:13:00,25
05/18/26 05:14:00,-20
05/18/26 05:15:00,-2
05/18/26 05:16:00,-3
05/18/26 05:17:00,29
05/18/26 05:18:00,0
05/18/26 05:19:00,-25
05/18/26 05:20:00,-2
05/18/26 05:21:00,-4
05/18/26 05:22:00,-8
05/18/26 05:23:00,-23
05/18/26 05:24:00,6
05/18/26 05:25:00,2
05/18/26 05:26:00,-10
05/18/26 05:27:00,0
05/18/26 05:28:00,-28
05/18/26 05:29:00,8
05/18/26 05:30:00,-5
05/18/26 05:31:00,7
05/18/26 05:32:00,5
05/18/26 05:33:00,0
05/18/26 05:34:00,0
05/18/26 05:35:59,-4
05/18/26 05:36:59,0
05/18/26 05:37:59,-21
05/18/26 05:38:59,-17
05/18/26 05:39:59,-2
05/18/26 05:40:59,4
05/18/26 05:41:59,0
05/18/26 05:42:59,0
05/18/26 05:43:59,4
05/18/26 05:44:59,0
05/18/26 05:45:59,-1
05/18/26 05:46:59,-23
05/18/26 05:47:59,8
05/18/26 05:48:59,-26
05/18/26 05:49:59,-8
05/18/26 05:51:00,-24
05/18/26 05:52:00,23
05/18/26 05:53:00,2
05/18/26 05:54:00,8
05/18/26 05:55:00,4
05/18/26 05:56:00,0
05/18/26 05:57:00,8
05/18/26 05:58:00,4
05/18/26 05:59:00,-10
05/18/26 06:00:00,8
05/18/26 06:01:00,8
05/18/26 06:02:00,0
05/18/26 06:03:00,32
05/18/26 06:04:00,-48
05/18/26 06:05:00,-23
05/18/26 06:06:00,2
05/18/26 06:07:00,13
05/18/26 06:08:00,0
05/18/26 06:09:00,8
05/18/26 06:10:00,14
05/18/26 06:11:00,4
05/18/26 06:12:00,5
05/18/26 06:13:00,0
05/18/26 06:14:00,-13
05/18/26 06:15:00,-4
05/18/26 06:16:00,3
05/18/26 06:17:00,0
05/18/26 06:18:00,17
05/18/26 06:19:00,-29
05/18/26 06:20:59,0
05/18/26 06:21:59,1
05/18/26 06:22:59,-8
05/18/26 06:23:59,0
05/18/26 06:24:59,-13
05/18/26 06:25:59,0
05/18/26 06:26:59,0
05/18/26 06:27:59,0
05/18/26 06:28:59,-16
05/18/26 06:29:59,-10
05/18/26 06:30:59,1
05/18/26 06:31:59,-3
05/18/26 06:32:59,-20
05/18/26 06:33:59,3
05/18/26 06:34:59,-6
05/18/26 06:36:00,31
05/18/26 06:37:00,0
05/18/26 06:38:00,10
05/18/26 06:39:00,-8
05/18/26 06:40:00,0
05/18/26 06:41:00,0
05/18/26 06:42:00,0
05/18/26 06:43:00,8
05/18/26 06:44:00,0
05/18/26 06:45:00,-1
05/18/26 06:46:00,4
05/18/26 06:47:00,13
05/18/26 06:48:00,12
05/18/26 06:49:00,0
05/18/26 06:50:00,34
05/18/26 06:51:00,2
05/18/26 06:52:00,-6
05/18/26 06:53:00,2
05/18/26 06:54:00,-6
05/18/26 06:55:00,0
05/18/26 06:56:00,0
05/18/26 06:57:00,4
05/18/26 06:58:00,2
05/18/26 06:59:00,27
05/18/26 07:00:00,8
05/18/26 07:01:00,0
05/18/26 07:02:00,4
05/18/26 07:03:00,0
