type,sleep_start,sleep_end,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
IDT,2026-06-02T22:47,2026-06-03T06:40:30,473,33.47357293868922,-178.3980583813427,242.32479330711067,0.32566508726947224,1.001479906150873
IDT,2026-06-03T23:14:30,2026-06-04T10:21:30,661,33.415582450832076,-278.6632567849665,436.28788302862085,0.3388939156473103,0.9790580253764473
IDT,2026-06-04T22:25,2026-06-05T07:25:30,538,33.43159851301115,-180.27090584831603,423.087285307236,0.3435163644494253,0.9693143456811104
IDT,2026-06-06T06:25,2026-06-06T10:37:30,253,33.79407114624506,0.0,214.40110671939328,0.3288989532656924,0.9671650850826243
IDT,2026-06-06T23:59,2026-06-07T12:48,767,33.583311603650586,-124.11451328453404,426.4503681981005,0.321319269977065,0.942135654302639
IDT,2026-06-07T23:50,2026-06-08T10:56:30,667,33.63298350824587,-74.80153893192255,235.52307380293496,0.3191156034450096,0.9140349006661329
