id,title,body,priority,destination,creation_time,expiration_time,left_action_text,right_action_text,entity_id,entity_type
664029568816399040,Ready to hit your target today?,"You’ve been maintaining fitness recently, and your readiness is high. Aiming for 29-52 cardio load today will keep you on track to maintain your cardio fitness.",1000,DESTINATION_TODAY_FOCUS,2026-06-08T12:12:34.712774Z,2026-06-08T21:59:59.999999999Z,,,,ENTITY_TYPE_UNSPECIFIED
3216113195871527488,,"You've recovered well from recent activity. With high readiness, give today's workout your all!",1,DESTINATION_MORNING_BRIEF_READINESS,2026-06-08T12:12:34.712774Z,2026-06-08T21:59:59.999999999Z,,,,ENTITY_TYPE_UNSPECIFIED
