timestamp,Infrared to Red Signal Ratio
06/04/26 00:00:29,0
06/04/26 00:01:29,0
06/04/26 00:02:29,0
06/04/26 00:03:29,9
06/04/26 00:04:29,0
06/04/26 00:05:29,6
06/04/26 00:06:29,8
06/04/26 00:07:29,-19
06/04/26 00:08:29,-2
06/04/26 00:09:29,-2
06/04/26 00:10:31,-3
06/04/26 00:11:31,0
06/04/26 00:12:31,-8
06/04/26 00:13:31,-9
06/04/26 00:14:31,0
06/04/26 00:15:31,-18
06/04/26 00:16:31,-34
06/04/26 00:17:31,1
06/04/26 00:18:31,-2
06/04/26 00:19:31,-24
06/04/26 00:20:31,-1
06/04/26 00:21:31,-6
06/04/26 00:22:31,0
06/04/26 00:23:31,0
06/04/26 00:24:31,13
06/04/26 00:25:33,0
06/04/26 00:26:33,-36
06/04/26 00:27:33,35
06/04/26 00:28:33,-5
06/04/26 00:29:33,-18
06/04/26 00:30:33,0
06/04/26 00:31:33,-5
06/04/26 00:32:33,44
06/04/26 00:33:33,0
06/04/26 00:34:33,-11
06/04/26 00:35:33,0
06/04/26 00:36:33,-4
06/04/26 00:37:33,56
06/04/26 00:38:33,-26
06/04/26 00:39:33,4
06/04/26 00:40:33,-4
06/04/26 00:41:34,-8
06/04/26 00:42:34,-1
06/04/26 00:43:34,10
06/04/26 00:44:34,0
06/04/26 00:45:34,-21
06/04/26 00:46:34,-55
06/04/26 00:47:34,-49
06/04/26 00:48:34,0
06/04/26 00:49:34,20
06/04/26 00:50:34,21
06/04/26 00:51:34,3
06/04/26 00:52:34,-4
06/04/26 00:53:34,0
06/04/26 00:54:34,-11
06/04/26 00:55:34,-1
06/04/26 00:56:33,0
06/04/26 00:57:33,0
06/04/26 00:58:33,0
06/04/26 00:59:33,0
06/04/26 01:00:33,0
06/04/26 01:01:33,0
06/04/26 01:02:33,0
06/04/26 01:03:33,0
06/04/26 01:04:33,0
06/04/26 01:05:33,0
06/04/26 01:06:33,0
06/04/26 01:07:33,0
06/04/26 01:08:33,0
06/04/26 01:09:33,0
06/04/26 01:10:33,-13
06/04/26 01:11:34,0
06/04/26 01:12:34,0
06/04/26 01:13:34,0
06/04/26 01:14:34,0
06/04/26 01:15:34,0
06/04/26 01:16:34,0
06/04/26 01:17:34,0
06/04/26 01:18:34,0
06/04/26 01:19:34,0
06/04/26 01:20:34,0
06/04/26 01:21:34,-17
06/04/26 01:22:34,0
06/04/26 01:23:34,0
06/04/26 01:24:34,0
06/04/26 01:25:34,0
06/04/26 01:26:33,0
06/04/26 01:27:33,33
06/04/26 01:28:33,0
06/04/26 01:29:33,0
06/04/26 01:30:33,0
06/04/26 01:31:33,0
06/04/26 01:32:33,0
06/04/26 01:33:33,-6
06/04/26 01:34:33,-8
06/04/26 01:35:33,1
06/04/26 01:36:33,51
06/04/26 01:37:33,7
06/04/26 01:38:33,-10
06/04/26 01:39:33,19
06/04/26 01:40:33,32
06/04/26 01:41:33,51
06/04/26 01:42:33,19
06/04/26 01:43:33,0
06/04/26 01:44:33,58
06/04/26 01:45:33,27
06/04/26 01:46:33,21
06/04/26 01:47:33,28
06/04/26 01:48:33,39
06/04/26 01:49:33,0
06/04/26 01:50:33,17
06/04/26 01:51:33,0
06/04/26 01:52:33,16
06/04/26 01:53:33,9
06/04/26 01:54:33,-4
06/04/26 01:55:33,42
06/04/26 01:56:34,-7
06/04/26 01:57:34,37
06/04/26 01:58:34,4
06/04/26 01:59:34,-3
06/04/26 02:00:34,4
06/04/26 02:01:34,15
06/04/26 02:02:34,7
06/04/26 02:03:34,39
06/04/26 02:04:34,0
06/04/26 02:05:34,13
06/04/26 02:06:34,29
06/04/26 02:07:34,10
06/04/26 02:08:34,19
06/04/26 02:09:34,33
06/04/26 02:10:34,3
06/04/26 02:11:33,21
06/04/26 02:12:33,-16
06/04/26 02:13:33,4
06/04/26 02:14:33,14
06/04/26 02:15:33,0
06/04/26 02:16:33,46
06/04/26 02:17:33,28
06/04/26 02:18:33,4
06/04/26 02:19:33,52
06/04/26 02:20:33,20
06/04/26 02:21:33,47
06/04/26 02:22:33,-6
06/04/26 02:23:33,3
06/04/26 02:24:33,2
06/04/26 02:25:33,0
06/04/26 02:26:33,43
06/04/26 02:27:33,1
06/04/26 02:28:33,-4
06/04/26 02:29:33,4
06/04/26 02:30:33,-43
06/04/26 02:31:33,-13
06/04/26 02:32:33,-4
06/04/26 02:33:33,-4
06/04/26 02:34:33,-3
06/04/26 02:35:33,8
06/04/26 02:36:33,41
06/04/26 02:37:33,0
06/04/26 02:38:33,-11
06/04/26 02:39:33,0
06/04/26 02:40:33,8
06/04/26 02:41:33,13
06/04/26 02:42:33,26
06/04/26 02:43:33,21
06/04/26 02:44:33,-4
06/04/26 02:45:33,2
06/04/26 02:46:33,-14
06/04/26 02:47:33,-4
06/04/26 02:48:33,-36
06/04/26 02:49:33,0
06/04/26 02:50:33,39
06/04/26 02:51:33,17
06/04/26 02:52:33,13
06/04/26 02:53:33,0
06/04/26 02:54:33,-12
06/04/26 02:55:33,0
06/04/26 02:56:33,-7
06/04/26 02:57:33,4
06/04/26 02:58:33,-21
06/04/26 02:59:33,0
06/04/26 03:00:33,-1
06/04/26 03:01:33,23
06/04/26 03:02:33,18
06/04/26 03:03:33,0
06/04/26 03:04:33,1
06/04/26 03:05:33,-4
06/04/26 03:06:33,6
06/04/26 03:07:33,-2
06/04/26 03:08:33,16
06/04/26 03:09:33,0
06/04/26 03:10:33,0
06/04/26 03:11:33,0
06/04/26 03:12:34,0
06/04/26 03:13:34,0
06/04/26 03:14:34,21
06/04/26 03:15:34,0
06/04/26 03:16:34,0
06/04/26 03:17:35,-13
06/04/26 03:18:35,15
06/04/26 03:19:35,56
06/04/26 03:20:35,83
06/04/26 03:21:35,0
06/04/26 03:22:35,0
06/04/26 03:23:35,-17
06/04/26 03:24:35,-8
06/04/26 03:25:35,0
06/04/26 03:26:35,0
06/04/26 03:27:35,-47
06/04/26 03:28:35,8
06/04/26 03:29:35,-21
06/04/26 03:30:35,30
06/04/26 03:31:35,-13
06/04/26 03:32:35,-17
06/04/26 03:33:35,-8
06/04/26 03:34:35,-9
06/04/26 03:35:35,-19
06/04/26 03:36:35,0
06/04/26 03:37:35,8
06/04/26 03:38:35,-1
06/04/26 03:39:35,0
06/04/26 03:40:35,-21
06/04/26 03:41:35,0
06/04/26 03:42:35,10
06/04/26 03:43:35,-4
06/04/26 03:44:35,-40
06/04/26 03:45:35,0
06/04/26 03:46:35,34
06/04/26 03:47:35,-2
06/04/26 03:48:35,3
06/04/26 03:49:35,3
06/04/26 03:50:35,-26
06/04/26 03:51:35,5
06/04/26 03:52:35,0
06/04/26 03:53:35,1
06/04/26 03:54:35,34
06/04/26 03:55:35,14
06/04/26 03:56:35,2
06/04/26 03:57:35,0
06/04/26 03:58:35,-4
06/04/26 03:59:35,15
06/04/26 04:00:35,0
06/04/26 04:01:35,-2
06/04/26 04:02:35,-4
06/04/26 04:03:35,2
06/04/26 04:04:35,22
06/04/26 04:05:35,0
06/04/26 04:06:35,73
06/04/26 04:07:35,0
06/04/26 04:08:35,0
06/04/26 04:09:35,0
06/04/26 04:10:35,0
06/04/26 04:11:35,0
06/04/26 04:12:35,0
06/04/26 04:13:35,0
06/04/26 04:14:35,0
06/04/26 04:15:35,0
06/04/26 04:16:35,0
06/04/26 04:17:35,0
06/04/26 04:18:35,0
06/04/26 04:19:35,0
06/04/26 04:20:35,0
06/04/26 04:21:35,0
06/04/26 04:22:35,0
06/04/26 04:23:35,0
06/04/26 04:24:35,0
06/04/26 04:25:35,0
06/04/26 04:26:35,0
06/04/26 04:27:35,0
06/04/26 04:28:35,0
06/04/26 04:29:35,6
06/04/26 04:30:35,0
06/04/26 04:31:35,8
06/04/26 04:32:35,0
06/04/26 04:33:35,0
06/04/26 04:34:35,0
06/04/26 04:35:35,0
06/04/26 04:36:35,0
06/04/26 04:37:35,0
06/04/26 04:38:35,0
06/04/26 04:39:35,0
06/04/26 04:40:35,8
06/04/26 04:41:35,0
06/04/26 04:42:34,0
06/04/26 04:43:34,0
06/04/26 04:44:34,0
06/04/26 04:45:34,0
06/04/26 04:46:34,0
06/04/26 04:47:34,0
06/04/26 04:48:34,0
06/04/26 04:49:34,52
06/04/26 04:50:34,-4
06/04/26 04:51:34,0
06/04/26 04:52:34,-8
06/04/26 04:53:34,8
06/04/26 04:54:34,0
06/04/26 04:55:34,21
06/04/26 04:56:34,-1
06/04/26 04:57:34,13
06/04/26 04:58:35,3
06/04/26 04:59:35,0
06/04/26 05:00:35,57
06/04/26 05:01:35,17
06/04/26 05:02:35,0
06/04/26 05:03:35,0
06/04/26 05:04:35,5
06/04/26 05:05:35,33
06/04/26 05:06:35,0
06/04/26 05:07:35,0
06/04/26 05:08:35,0
06/04/26 05:09:35,-6
06/04/26 05:10:35,10
06/04/26 05:11:35,21
06/04/26 05:12:35,-38
06/04/26 05:13:35,4
06/04/26 05:14:35,67
06/04/26 05:15:35,48
06/04/26 05:16:35,33
06/04/26 05:17:35,0
06/04/26 05:18:35,30
06/04/26 05:19:35,8
