id,activation_date_time,expiration_date_time,creation_date_time,last_update_date_time,status,content
643a5c4e-f7e5-48e2-bd98-71b292a89b91,2026-06-08 14:14:42+0000,2027-06-08 14:14:42+0000,2026-05-27 12:59:17+0000,2026-06-08 14:14:45+0000,STREAM_ENTRY_STATUS_ACTIVE,"[stream_surface: STREAM_SURFACE_MISSIONS_ONBOARDING stream_section_messages { stream_surface_section: STREAM_SURFACE_SECTION_UNSPECIFIED rich_content { rich_element_list { elements { paragraph { content { text: ""Start your health journey"" } heading_level: LEVEL_ONE } } elements { paragraph { content { text: ""Ready to transform your health? Let\'s define your goals together"" } heading_level: HEADING_LEVEL_UNSPECIFIED } } elements { action_button_row { buttons { label: ""Set your goal"" icon_type: BUTTON_ICON_TYPE_ACTION role: ACTION_BUTTON_ROLE_UNSPECIFIED } } } } label_type: STREAM_LABEL_TYPE_GETTING_STARTED secondary_label_type: STREAM_LABEL_TYPE_UNSPECIFIED } scheduling_options { activate_time { timestamp { seconds: 1780928082 nanos: 472000000 } } expire_time { timestamp { seconds: 1812464082 nanos: 472000000 } } } card_style: CARD_STYLE_UNSPECIFIED }]"
