timestamp,latitude,longitude,altitude,data source
2026-05-14T18:53:44Z,53.228513,6.521020,297.8,Versa 4
2026-05-14T18:53:47Z,53.228385,6.521093,297.8,Versa 4
2026-05-14T18:53:48Z,53.228560,6.521608,271.5,Versa 4
2026-05-14T18:53:49Z,53.228647,6.521868,254.1,Versa 4
2026-05-14T18:53:50Z,53.228763,6.522057,182.3,Versa 4
2026-05-14T18:53:52Z,53.228863,6.522062,118.6,Versa 4
2026-05-14T18:53:54Z,53.228897,6.522080,118.6,Versa 4
2026-05-14T18:53:56Z,53.228938,6.522107,118.6,Versa 4
2026-05-14T18:54:00Z,53.228897,6.522033,118.6,Versa 4
2026-05-14T18:54:02Z,53.228882,6.522005,118.6,Versa 4
2026-05-14T18:54:04Z,53.228895,6.522018,118.6,Versa 4
2026-05-14T18:54:05Z,53.228910,6.522028,120.5,Versa 4
2026-05-14T18:54:07Z,53.228928,6.522052,118.6,Versa 4
2026-05-14T18:54:08Z,53.228938,6.522088,109.6,Versa 4
2026-05-14T18:54:10Z,53.228938,6.522062,109.3,Versa 4
2026-05-14T18:54:11Z,53.229007,6.522185,56.8,Versa 4
2026-05-14T18:54:12Z,53.229063,6.522273,48.8,Versa 4
2026-05-14T18:54:13Z,53.229105,6.522352,48.5,Versa 4
2026-05-14T18:54:14Z,53.229130,6.522387,49.8,Versa 4
2026-05-14T18:54:15Z,53.229168,6.522457,49.8,Versa 4
2026-05-14T18:54:16Z,53.229195,6.522530,48.3,Versa 4
2026-05-14T18:54:17Z,53.229215,6.522577,47.099,Versa 4
2026-05-14T18:54:18Z,53.229237,6.522627,46.3,Versa 4
2026-05-14T18:54:19Z,53.229247,6.522665,46.099,Versa 4
2026-05-14T18:54:20Z,53.229255,6.522688,45.6,Versa 4
2026-05-14T18:54:21Z,53.229270,6.522710,45.1,Versa 4
2026-05-14T18:54:22Z,53.229278,6.522733,44.6,Versa 4
2026-05-14T18:54:23Z,53.229293,6.522767,43.6,Versa 4
2026-05-14T18:54:24Z,53.229312,6.522827,43.6,Versa 4
2026-05-14T18:54:25Z,53.229320,6.522858,43.0,Versa 4
2026-05-14T18:54:26Z,53.229338,6.522895,42.6,Versa 4
2026-05-14T18:54:27Z,53.229348,6.522918,42.1,Versa 4
2026-05-14T18:54:28Z,53.229365,6.522950,41.5,Versa 4
2026-05-14T18:54:29Z,53.229372,6.522965,41.6,Versa 4
2026-05-14T18:54:30Z,53.229377,6.522970,41.6,Versa 4
2026-05-14T18:54:31Z,53.229383,6.522973,41.1,Versa 4
2026-05-14T18:54:32Z,53.229390,6.522978,40.6,Versa 4
2026-05-14T18:54:33Z,53.229390,6.522987,39.8,Versa 4
2026-05-14T18:54:34Z,53.229383,6.522992,38.6,Versa 4
2026-05-14T18:54:35Z,53.229372,6.523000,37.3,Versa 4
2026-05-14T18:54:36Z,53.229362,6.523005,35.8,Versa 4
2026-05-14T18:54:37Z,53.229357,6.523015,34.6,Versa 4
2026-05-14T18:54:38Z,53.229338,6.523033,34.1,Versa 4
2026-05-14T18:54:39Z,53.229328,6.523038,33.6,Versa 4
2026-05-14T18:54:40Z,53.229322,6.523028,33.3,Versa 4
