value_time,setting_name,setting_value
2026-05-06 09:46:38+0000,is child,false
2026-05-06 09:46:38+0000,sex,male
2026-05-06 09:46:38+0000,timezone,Europe/Amsterdam
2026-05-06 12:18:11+0000,locale,en_NL
