timestamp,value
2026-05-14T04:05:09Z,91.0
2026-05-14T04:06:09Z,90.2
2026-05-14T04:07:09Z,89.4
2026-05-14T04:08:09Z,89.2
2026-05-14T04:09:09Z,89.5
2026-05-14T04:10:09Z,89.2
2026-05-14T04:11:09Z,89.0
2026-05-14T04:12:09Z,88.8
2026-05-14T04:13:09Z,89.1
2026-05-14T04:14:09Z,89.2
2026-05-14T04:15:09Z,89.1
2026-05-14T04:16:09Z,89.3
2026-05-14T04:17:09Z,89.2
2026-05-14T04:18:09Z,89.1
2026-05-14T04:19:09Z,50.0
2026-05-14T04:20:09Z,89.6
2026-05-14T04:21:09Z,89.6
2026-05-14T04:22:09Z,89.7
2026-05-14T04:23:09Z,90.6
2026-05-14T04:24:09Z,90.0
2026-05-14T04:25:09Z,89.8
2026-05-14T04:26:09Z,91.9
2026-05-14T04:27:09Z,93.6
2026-05-14T04:28:09Z,50.0
2026-05-14T04:29:09Z,93.8
2026-05-14T04:30:09Z,93.8
2026-05-14T04:31:09Z,94.6
2026-05-14T04:32:09Z,50.0
2026-05-14T04:33:09Z,95.1
2026-05-14T04:34:09Z,95.1
2026-05-14T04:35:09Z,95.2
2026-05-14T04:36:09Z,95.2
2026-05-14T04:37:09Z,95.4
2026-05-14T04:38:09Z,50.0
2026-05-14T04:39:09Z,95.2
2026-05-14T04:40:09Z,50.0
2026-05-14T04:41:09Z,94.7
2026-05-14T04:42:09Z,95.6
2026-05-14T04:43:09Z,96.0
2026-05-14T04:44:09Z,50.0
2026-05-14T04:45:09Z,96.3
2026-05-14T04:46:09Z,96.4
2026-05-14T04:47:09Z,96.4
2026-05-14T04:48:09Z,96.5
2026-05-14T04:49:09Z,96.3
2026-05-14T04:50:09Z,96.3
2026-05-14T04:51:09Z,96.4
2026-05-14T04:52:09Z,96.4
2026-05-14T04:53:09Z,96.4
2026-05-14T04:54:09Z,96.4
2026-05-14T04:55:09Z,96.5
2026-05-14T04:56:09Z,96.6
2026-05-14T04:57:09Z,96.8
2026-05-14T04:58:09Z,96.8
2026-05-14T04:59:09Z,96.9
2026-05-14T05:00:09Z,96.9
2026-05-14T05:01:09Z,97.0
2026-05-14T05:02:09Z,97.1
2026-05-14T05:03:09Z,97.2
2026-05-14T05:04:09Z,97.1
2026-05-14T05:05:09Z,97.2
2026-05-14T05:06:09Z,97.1
2026-05-14T05:07:09Z,97.2
2026-05-14T05:08:09Z,97.3
2026-05-14T05:09:09Z,97.2
2026-05-14T05:10:09Z,97.2
2026-05-14T05:11:09Z,97.2
2026-05-14T05:12:09Z,97.2
2026-05-14T05:13:09Z,97.3
2026-05-14T05:14:09Z,97.3
2026-05-14T05:15:09Z,97.2
2026-05-14T05:16:09Z,97.2
2026-05-14T05:17:09Z,97.2
2026-05-14T05:18:09Z,97.1
2026-05-14T05:19:09Z,97.1
2026-05-14T05:20:09Z,97.0
2026-05-14T05:21:09Z,97.0
2026-05-14T05:22:09Z,97.0
2026-05-14T05:23:09Z,96.9
2026-05-14T05:24:09Z,96.9
2026-05-14T05:25:09Z,96.9
2026-05-14T05:26:09Z,97.0
2026-05-14T05:27:09Z,96.9
2026-05-14T05:28:09Z,97.0
2026-05-14T05:29:09Z,96.9
2026-05-14T05:30:09Z,97.0
2026-05-14T05:31:09Z,50.0
2026-05-14T05:32:09Z,96.3
2026-05-14T05:33:09Z,50.0
2026-05-14T05:34:09Z,92.3
2026-05-14T05:35:09Z,88.2
2026-05-14T05:36:09Z,85.2
2026-05-14T05:37:09Z,82.7
2026-05-14T05:38:09Z,81.1
2026-05-14T05:39:09Z,79.6
2026-05-14T05:40:09Z,78.7
2026-05-14T05:41:09Z,78.2
2026-05-14T05:42:09Z,78.0
2026-05-14T05:43:09Z,77.9
2026-05-14T05:44:09Z,77.8
2026-05-14T05:45:09Z,77.7
2026-05-14T05:46:09Z,77.8
2026-05-14T05:47:09Z,77.8
2026-05-14T05:48:09Z,77.9
2026-05-14T05:49:09Z,78.0
2026-05-14T05:50:09Z,78.0
2026-05-14T05:51:09Z,50.0
2026-05-14T05:52:09Z,78.8
2026-05-14T05:53:09Z,83.1
2026-05-14T05:54:09Z,86.3
2026-05-14T05:55:09Z,50.0
2026-05-14T05:56:09Z,91.6
2026-05-14T05:57:09Z,93.2
2026-05-14T05:58:09Z,94.0
2026-05-14T05:59:09Z,94.8
2026-05-14T06:00:09Z,95.2
2026-05-14T06:01:09Z,95.8
2026-05-14T06:02:09Z,96.2
2026-05-14T06:03:09Z,96.5
2026-05-14T06:04:09Z,96.4
2026-05-14T06:05:09Z,96.3
2026-05-14T06:06:09Z,50.0
2026-05-14T06:07:09Z,91.1
2026-05-14T06:08:09Z,87.4
2026-05-14T06:09:09Z,84.5
2026-05-14T06:10:09Z,50.0
2026-05-14T06:11:09Z,82.4
2026-05-14T06:12:09Z,81.9
2026-05-14T06:13:09Z,82.1
2026-05-14T06:14:09Z,50.0
2026-05-14T06:15:09Z,82.6
2026-05-14T06:16:09Z,85.3
2026-05-14T06:17:09Z,87.1
2026-05-14T06:18:09Z,87.9
2026-05-14T06:19:09Z,50.0
2026-05-14T06:20:09Z,88.5
2026-05-14T06:21:09Z,89.3
2026-05-14T06:22:09Z,89.9
2026-05-14T06:23:09Z,50.0
2026-05-14T06:24:09Z,50.0
2026-05-14T06:25:09Z,50.0
2026-05-14T06:26:09Z,90.2
2026-05-14T06:27:09Z,91.3
2026-05-14T06:28:09Z,91.6
2026-05-14T06:29:09Z,92.4
2026-05-14T06:30:09Z,91.5
2026-05-14T06:31:09Z,50.0
2026-05-14T06:32:09Z,90.4
2026-05-14T06:33:09Z,89.3
2026-05-14T06:34:09Z,88.5
2026-05-14T06:35:09Z,87.8
2026-05-14T06:36:09Z,87.2
2026-05-14T06:37:09Z,86.5
2026-05-14T06:38:09Z,86.0
2026-05-14T06:39:09Z,85.7
2026-05-14T06:40:09Z,85.1
2026-05-14T06:41:09Z,84.9
2026-05-14T06:42:09Z,84.4
2026-05-14T06:43:09Z,84.2
2026-05-14T06:44:09Z,83.6
2026-05-14T07:22:04Z,100.0
2026-05-14T07:23:04Z,50.0
2026-05-14T07:24:04Z,98.4
2026-05-14T07:25:04Z,50.0
2026-05-14T07:26:04Z,97.6
2026-05-14T07:27:04Z,97.0
2026-05-14T07:28:04Z,96.2
2026-05-14T07:29:04Z,95.9
2026-05-14T07:30:04Z,95.6
2026-05-14T07:31:04Z,50.0
2026-05-14T07:32:04Z,50.0
2026-05-14T07:33:04Z,50.0
2026-05-14T07:34:04Z,50.0
2026-05-14T07:35:04Z,50.0
2026-05-14T07:36:04Z,94.6
2026-05-14T07:37:04Z,92.0
2026-05-14T07:38:04Z,88.2
2026-05-14T07:39:04Z,85.1
2026-05-14T07:40:04Z,83.0
2026-05-14T07:41:04Z,82.3
2026-05-14T07:42:04Z,80.4
2026-05-14T07:43:04Z,79.7
2026-05-14T07:44:04Z,79.2
2026-05-14T07:45:04Z,79.0
2026-05-14T07:46:04Z,78.8
2026-05-14T07:47:04Z,79.3
2026-05-14T07:48:04Z,79.5
2026-05-14T07:49:04Z,79.8
2026-05-14T07:50:04Z,50.0
2026-05-14T07:51:04Z,80.1
2026-05-14T07:52:04Z,84.4
2026-05-14T07:53:04Z,87.2
2026-05-14T07:54:04Z,91.3
2026-05-14T07:55:04Z,50.0
2026-05-14T07:56:04Z,94.3
2026-05-14T07:57:04Z,96.0
2026-05-14T07:58:04Z,97.1
2026-05-14T07:59:04Z,97.9
2026-05-14T08:00:04Z,50.0
2026-05-14T08:01:04Z,50.0
2026-05-14T08:02:04Z,96.2
2026-05-14T08:03:04Z,90.6
2026-05-14T08:04:04Z,50.0
2026-05-14T08:05:04Z,50.0
2026-05-14T08:06:04Z,92.6
2026-05-14T08:07:04Z,94.6
2026-05-14T08:08:04Z,96.2
2026-05-14T08:09:04Z,97.3
2026-05-14T08:10:04Z,98.0
2026-05-14T08:11:04Z,98.3
2026-05-14T08:12:04Z,98.5
2026-05-14T08:13:04Z,98.8
2026-05-14T08:14:04Z,99.2
2026-05-14T08:15:04Z,99.3
2026-05-14T08:16:04Z,99.2
2026-05-14T08:17:04Z,99.3
2026-05-14T08:18:04Z,99.3
2026-05-14T08:19:04Z,50.0
2026-05-14T08:20:04Z,99.3
2026-05-14T08:21:04Z,99.3
2026-05-14T08:22:04Z,99.1
2026-05-14T08:23:04Z,99.1
2026-05-14T08:24:04Z,99.0
2026-05-14T08:25:04Z,99.1
2026-05-14T08:26:04Z,99.0
2026-05-14T08:27:04Z,99.1
2026-05-14T08:28:04Z,99.4
2026-05-14T08:29:04Z,99.3
2026-05-14T08:30:04Z,99.1
2026-05-14T08:31:04Z,50.0
2026-05-14T08:32:04Z,98.5
2026-05-14T08:33:04Z,97.7
2026-05-14T08:34:04Z,50.0
2026-05-14T08:35:04Z,95.2
2026-05-14T08:36:04Z,50.0
2026-05-14T08:37:04Z,50.0
2026-05-14T08:38:04Z,50.0
2026-05-14T08:39:04Z,50.0
2026-05-14T08:40:04Z,92.0
2026-05-14T08:41:04Z,92.0
2026-05-14T08:42:04Z,92.7
2026-05-14T08:43:04Z,93.4
2026-05-14T08:44:04Z,94.6
2026-05-14T08:45:04Z,95.5
2026-05-14T08:46:04Z,95.8
2026-05-14T08:47:04Z,97.0
2026-05-14T08:48:04Z,96.8
2026-05-14T08:49:04Z,96.8
2026-05-14T08:50:04Z,50.0
2026-05-14T08:51:04Z,96.8
2026-05-14T08:52:04Z,92.9
2026-05-14T08:53:04Z,88.6
2026-05-14T08:54:04Z,85.7
2026-05-14T08:55:04Z,84.9
2026-05-14T08:56:04Z,84.1
2026-05-14T08:57:04Z,83.1
2026-05-14T08:58:04Z,83.3
2026-05-14T08:59:04Z,83.6
2026-05-14T09:00:04Z,83.8
2026-05-14T09:01:04Z,50.0
2026-05-14T09:02:04Z,85.0
