value_time,setting_name,setting_value
2026-05-06 09:39:17+0000,is child,false
2026-05-06 09:39:17+0000,locale,en_US
2026-05-06 09:39:17+0000,sex,male
2026-05-06 09:39:17+0000,timezone,Europe/Amsterdam
