start time,end time,data source
2026-05-18T07:46:00Z,2026-05-18T08:04:00Z,Fitbit App
2026-05-18T10:44:00Z,2026-05-18T11:19:00Z,Fitbit App
2026-05-18T11:20:00Z,2026-05-18T11:55:00Z,Fitbit App
2026-05-18T11:59:00Z,2026-05-18T12:24:00Z,Fitbit App
2026-05-18T12:32:00Z,2026-05-18T12:42:00Z,Fitbit App
2026-05-18T12:58:00Z,2026-05-18T13:14:00Z,Fitbit App
2026-05-18T13:28:00Z,2026-05-18T13:47:00Z,Fitbit App
2026-05-18T14:37:00Z,2026-05-18T14:54:00Z,Fitbit App
2026-05-18T15:22:00Z,2026-05-18T16:12:00Z,Fitbit App
2026-05-18T16:16:00Z,2026-05-18T16:33:00Z,Fitbit App
2026-05-18T18:00:00Z,2026-05-18T18:28:00Z,Fitbit App
2026-05-18T18:45:00Z,2026-05-18T19:17:00Z,Fitbit App
2026-05-18T19:20:00Z,2026-05-18T19:40:00Z,Fitbit App
2026-05-18T19:50:00Z,2026-05-18T20:56:00Z,Fitbit App
2026-05-18T21:03:00Z,2026-05-18T22:00:00Z,Fitbit App
2026-05-18T22:03:00Z,2026-05-18T23:47:00Z,Fitbit App
2026-05-18T23:52:00Z,2026-05-19T00:42:00Z,Fitbit App
