timestamp,deep sleep stats - milli breaths per minute,deep sleep stats - standard deviation milli breaths per minute,deep sleep stats - signal to noise,light sleep stats - milli breaths per minute,light sleep stats - standard deviation milli breaths per minute,light sleep stats - signal to noise,rem sleep stats - milli breaths per minute,rem sleep stats - standard deviation milli breaths per minute,rem sleep stats - signal to noise,full sleep stats - milli breaths per minute,full sleep stats - standard deviation milli breaths per minute,full sleep stats - signal to noise,data source
2026-06-03T04:35:00Z,16.2,1.2,11.0,15.6,1.1,12.5,17.2,0.6,3.0,16.2,1.2,11.0,Fitbit App
2026-06-04T07:42:00Z,15.6,1.1,9.4,15.2,1.5,13.6,14.6,2.1,3.7,15.6,1.1,9.4,Fitbit App
2026-06-05T05:13:00Z,16.2,0.8,15.2,15.6,1.2,10.5,16.6,2.3,3.9,16.2,0.8,15.2,Fitbit App
2026-06-06T08:31:00Z,18.2,1.4,4.0,17.6,1.9,5.3,0.0,0.0,0.0,17.6,1.9,5.3,Fitbit App
2026-06-07T06:55:00Z,15.6,1.2,8.8,14.8,2.1,20.5,12.4,0.5,5.4,15.6,1.2,8.8,Fitbit App
2026-06-07T10:17:00Z,15.4,1.3,10.1,15.0,2.2,22.4,12.4,0.7,3.9,15.4,1.3,10.1,Fitbit App
2026-06-08T02:53:00Z,16.2,1.0,12.0,16.0,1.2,11.2,17.4,0.7,3.0,16.2,1.0,12.0,Fitbit App
2026-06-08T08:38:00Z,15.8,1.3,11.9,15.8,1.9,11.0,19.2,0.6,3.0,15.8,1.3,11.9,Fitbit App
