start time,end time,data source
2026-06-05T05:13:00Z,2026-06-05T05:28:00Z,Fitbit App
2026-06-05T05:32:00Z,2026-06-05T05:42:00Z,Fitbit App
2026-06-05T06:02:00Z,2026-06-05T06:18:00Z,Fitbit App
2026-06-05T06:22:00Z,2026-06-05T07:06:00Z,Fitbit App
2026-06-05T07:31:00Z,2026-06-05T07:41:00Z,Fitbit App
2026-06-05T07:53:00Z,2026-06-05T08:29:00Z,Fitbit App
2026-06-05T08:37:00Z,2026-06-05T08:55:00Z,Fitbit App
2026-06-05T09:10:00Z,2026-06-05T09:32:00Z,Fitbit App
2026-06-05T09:36:00Z,2026-06-05T10:15:00Z,Fitbit App
2026-06-05T10:24:00Z,2026-06-05T11:38:00Z,Fitbit App
2026-06-05T11:40:00Z,2026-06-05T11:53:00Z,Fitbit App
2026-06-05T13:59:00Z,2026-06-05T15:44:00Z,Fitbit App
2026-06-05T16:03:00Z,2026-06-05T16:54:00Z,Fitbit App
2026-06-05T18:10:00Z,2026-06-05T18:47:00Z,Fitbit App
2026-06-05T19:52:00Z,2026-06-05T20:12:00Z,Fitbit App
2026-06-05T20:20:00Z,2026-06-05T20:31:00Z,Fitbit App
2026-06-05T20:36:00Z,2026-06-05T21:25:00Z,Fitbit App
2026-06-05T21:26:00Z,2026-06-05T21:43:00Z,Fitbit App
2026-06-05T23:10:00Z,2026-06-05T23:22:00Z,Fitbit App
2026-06-05T23:23:00Z,2026-06-06T00:02:00Z,Fitbit App
