start time,end time,data source
2026-05-20T05:20:00Z,2026-05-20T05:50:00Z,Fitbit App
2026-05-20T06:02:00Z,2026-05-20T06:21:00Z,Fitbit App
2026-05-20T06:25:00Z,2026-05-20T08:00:00Z,Fitbit App
2026-05-20T08:15:00Z,2026-05-20T08:29:00Z,Fitbit App
2026-05-20T08:34:00Z,2026-05-20T09:05:00Z,Fitbit App
2026-05-20T09:06:00Z,2026-05-20T09:22:00Z,Fitbit App
2026-05-20T09:24:00Z,2026-05-20T09:34:00Z,Fitbit App
2026-05-20T09:35:00Z,2026-05-20T09:57:00Z,Fitbit App
2026-05-20T11:20:00Z,2026-05-20T11:36:00Z,Fitbit App
2026-05-20T11:48:00Z,2026-05-20T13:20:00Z,Fitbit App
2026-05-20T13:21:00Z,2026-05-20T13:55:00Z,Fitbit App
2026-05-20T14:11:00Z,2026-05-20T15:03:00Z,Fitbit App
2026-05-20T15:04:00Z,2026-05-20T16:15:00Z,Fitbit App
2026-05-20T16:19:00Z,2026-05-20T17:34:00Z,Fitbit App
2026-05-20T17:35:00Z,2026-05-20T18:14:00Z,Fitbit App
2026-05-20T18:20:00Z,2026-05-20T19:11:00Z,Fitbit App
2026-05-20T19:12:00Z,2026-05-20T19:39:00Z,Fitbit App
2026-05-20T19:42:00Z,2026-05-20T20:47:00Z,Fitbit App
2026-05-20T20:57:00Z,2026-05-20T21:26:00Z,Fitbit App
