timestamp,oxygen saturation percentage,data source
2026-06-03T00:04:07Z,94.2,Versa 4
2026-06-03T00:05:07Z,94.0,Versa 4
2026-06-03T00:06:07Z,93.9,Versa 4
2026-06-03T00:07:07Z,93.8,Versa 4
2026-06-03T00:08:07Z,93.7,Versa 4
2026-06-03T00:09:07Z,93.4,Versa 4
2026-06-03T00:10:07Z,91.8,Versa 4
2026-06-03T00:11:07Z,91.0,Versa 4
2026-06-03T00:12:07Z,90.0,Versa 4
2026-06-03T00:13:07Z,89.7,Versa 4
2026-06-03T00:14:07Z,89.9,Versa 4
2026-06-03T00:15:07Z,89.6,Versa 4
2026-06-03T00:16:07Z,89.5,Versa 4
2026-06-03T00:17:07Z,89.3,Versa 4
2026-06-03T00:18:07Z,89.8,Versa 4
2026-06-03T00:19:07Z,89.5,Versa 4
2026-06-03T00:20:07Z,89.3,Versa 4
2026-06-03T00:21:07Z,89.8,Versa 4
2026-06-03T00:22:07Z,90.3,Versa 4
2026-06-03T00:23:07Z,89.9,Versa 4
2026-06-03T00:24:07Z,90.1,Versa 4
2026-06-03T00:25:07Z,90.7,Versa 4
2026-06-03T00:26:07Z,91.3,Versa 4
2026-06-03T00:27:07Z,89.4,Versa 4
2026-06-03T00:28:07Z,89.6,Versa 4
2026-06-03T00:29:07Z,84.0,Versa 4
2026-06-03T00:30:07Z,80.6,Versa 4
2026-06-03T00:31:07Z,79.3,Versa 4
2026-06-03T00:32:07Z,81.2,Versa 4
2026-06-03T00:33:07Z,80.6,Versa 4
2026-06-03T00:34:07Z,82.2,Versa 4
2026-06-03T00:35:07Z,84.0,Versa 4
2026-06-03T00:36:07Z,84.8,Versa 4
2026-06-03T00:37:07Z,86.5,Versa 4
2026-06-03T00:38:07Z,87.3,Versa 4
2026-06-03T00:39:07Z,88.6,Versa 4
2026-06-03T00:40:07Z,88.7,Versa 4
2026-06-03T00:41:07Z,88.6,Versa 4
2026-06-03T00:42:07Z,89.7,Versa 4
2026-06-03T00:43:07Z,89.9,Versa 4
2026-06-03T00:44:07Z,90.3,Versa 4
2026-06-03T00:45:07Z,90.4,Versa 4
2026-06-03T00:46:07Z,89.4,Versa 4
2026-06-03T00:47:07Z,88.6,Versa 4
2026-06-03T00:48:07Z,89.0,Versa 4
2026-06-03T00:49:07Z,91.8,Versa 4
2026-06-03T00:50:07Z,93.4,Versa 4
2026-06-03T00:51:07Z,93.9,Versa 4
2026-06-03T00:52:07Z,94.9,Versa 4
2026-06-03T00:53:07Z,95.1,Versa 4
2026-06-03T00:54:07Z,96.1,Versa 4
2026-06-03T00:55:07Z,50.0,Versa 4
2026-06-03T00:56:07Z,92.4,Versa 4
2026-06-03T00:57:07Z,87.4,Versa 4
2026-06-03T00:58:07Z,80.7,Versa 4
2026-06-03T00:59:07Z,50.0,Versa 4
2026-06-03T01:00:07Z,82.6,Versa 4
2026-06-03T01:01:07Z,87.7,Versa 4
2026-06-03T01:02:07Z,90.7,Versa 4
2026-06-03T01:03:07Z,92.1,Versa 4
2026-06-03T01:04:07Z,92.8,Versa 4
2026-06-03T01:05:07Z,92.5,Versa 4
