start time,end time,data source
2026-06-03T05:04:00Z,2026-06-03T05:50:00Z,Fitbit App
2026-06-03T06:02:00Z,2026-06-03T06:19:00Z,Fitbit App
2026-06-03T06:33:00Z,2026-06-03T07:11:00Z,Fitbit App
2026-06-03T08:37:00Z,2026-06-03T08:52:00Z,Fitbit App
2026-06-03T09:04:00Z,2026-06-03T09:53:00Z,Fitbit App
2026-06-03T10:02:00Z,2026-06-03T10:37:00Z,Fitbit App
2026-06-03T10:38:00Z,2026-06-03T11:35:00Z,Fitbit App
2026-06-03T12:21:00Z,2026-06-03T12:49:00Z,Fitbit App
2026-06-03T12:50:00Z,2026-06-03T13:35:00Z,Fitbit App
2026-06-03T13:36:00Z,2026-06-03T15:27:00Z,Fitbit App
2026-06-03T15:39:00Z,2026-06-03T16:58:00Z,Fitbit App
2026-06-03T17:12:00Z,2026-06-03T20:55:00Z,Fitbit App
2026-06-03T21:06:00Z,2026-06-03T21:21:00Z,Fitbit App
