timestamp,steps,distance millimeters,altitude gain millimeters,data source
2026-06-08T10:52:57Z,0,0,0,Versa 4
2026-06-08T10:52:58Z,2,0,0,Versa 4
2026-06-08T10:52:59Z,2,190,-609,Versa 4
2026-06-08T10:53:00Z,0,250,304,Versa 4
2026-06-08T10:53:01Z,0,300,-304,Versa 4
2026-06-08T10:53:02Z,0,340,304,Versa 4
2026-06-08T10:53:03Z,0,0,0,Versa 4
2026-06-08T10:53:04Z,0,0,0,Versa 4
2026-06-08T10:53:05Z,0,0,0,Versa 4
2026-06-08T10:53:06Z,0,0,304,Versa 4
2026-06-08T10:53:07Z,0,0,-304,Versa 4
2026-06-08T10:53:08Z,0,0,304,Versa 4
2026-06-08T10:53:09Z,0,0,-304,Versa 4
2026-06-08T10:53:10Z,0,0,0,Versa 4
2026-06-08T10:53:11Z,0,0,-304,Versa 4
2026-06-08T10:53:12Z,0,0,304,Versa 4
2026-06-08T10:53:13Z,2,0,-304,Versa 4
2026-06-08T10:53:14Z,2,120,0,Versa 4
2026-06-08T10:53:15Z,1,250,0,Versa 4
2026-06-08T10:53:16Z,2,410,0,Versa 4
2026-06-08T10:53:17Z,2,590,304,Versa 4
2026-06-08T10:53:18Z,1,770,-304,Versa 4
2026-06-08T10:53:19Z,0,770,0,Versa 4
2026-06-08T10:53:20Z,1,740,304,Versa 4
2026-06-08T10:53:21Z,2,0,304,Versa 4
2026-06-08T10:53:22Z,2,1310,0,Versa 4
2026-06-08T10:53:23Z,2,690,-304,Versa 4
2026-06-08T10:53:24Z,2,770,-304,Versa 4
2026-06-08T10:53:25Z,1,880,304,Versa 4
2026-06-08T10:53:26Z,2,1150,304,Versa 4
2026-06-08T10:53:27Z,2,1210,0,Versa 4
2026-06-08T10:53:28Z,2,1230,0,Versa 4
2026-06-08T10:53:29Z,2,1270,-304,Versa 4
2026-06-08T10:53:30Z,2,1320,0,Versa 4
2026-06-08T10:53:31Z,1,1320,304,Versa 4
2026-06-08T10:53:32Z,2,1320,0,Versa 4
2026-06-08T10:53:33Z,2,1330,-304,Versa 4
2026-06-08T10:53:34Z,2,1340,-304,Versa 4
2026-06-08T10:53:35Z,2,1330,609,Versa 4
2026-06-08T10:53:36Z,1,1340,-609,Versa 4
2026-06-08T10:53:37Z,2,1340,609,Versa 4
2026-06-08T10:53:38Z,2,1330,0,Versa 4
2026-06-08T10:53:39Z,2,1340,0,Versa 4
2026-06-08T10:53:40Z,1,1330,0,Versa 4
2026-06-08T10:53:41Z,2,1340,-304,Versa 4
2026-06-08T10:53:42Z,2,1340,0,Versa 4
2026-06-08T10:53:43Z,2,1330,304,Versa 4
2026-06-08T10:53:44Z,1,1330,0,Versa 4
2026-06-08T10:53:45Z,2,1330,-304,Versa 4
2026-06-08T10:53:46Z,2,1330,-304,Versa 4
2026-06-08T10:53:47Z,1,1320,609,Versa 4
2026-06-08T10:53:48Z,0,1220,0,Versa 4
2026-06-08T10:53:49Z,3,1220,-304,Versa 4
2026-06-08T10:53:50Z,3,1220,304,Versa 4
2026-06-08T10:53:51Z,2,1230,0,Versa 4
2026-06-08T10:53:52Z,2,1290,-304,Versa 4
2026-06-08T10:53:53Z,2,1410,609,Versa 4
2026-06-08T10:53:54Z,2,1470,-304,Versa 4
2026-06-08T10:53:55Z,2,1470,-304,Versa 4
2026-06-08T10:53:56Z,1,1470,304,Versa 4
