start time,end time,data source
2026-06-06T01:19:00Z,2026-06-06T01:31:00Z,Fitbit App
2026-06-06T03:36:00Z,2026-06-06T03:46:00Z,Fitbit App
2026-06-06T08:45:00Z,2026-06-06T09:06:00Z,Fitbit App
2026-06-06T09:09:00Z,2026-06-06T09:22:00Z,Fitbit App
2026-06-06T09:53:00Z,2026-06-06T10:28:00Z,Fitbit App
2026-06-06T10:30:00Z,2026-06-06T11:10:00Z,Fitbit App
2026-06-06T11:44:00Z,2026-06-06T12:47:00Z,Fitbit App
2026-06-06T12:48:00Z,2026-06-06T13:26:00Z,Fitbit App
2026-06-06T14:07:00Z,2026-06-06T14:21:00Z,Fitbit App
2026-06-06T20:09:00Z,2026-06-06T20:26:00Z,Fitbit App
2026-06-06T20:27:00Z,2026-06-06T21:01:00Z,Fitbit App
2026-06-06T21:07:00Z,2026-06-06T21:58:00Z,Fitbit App
