timestamp,workout,background,total,data source
2026-06-02T13:01:00Z,0.0,0.2989466002994088,0.2989466002994088,Versa 4
2026-06-02T13:02:00Z,0.0,0.2348692376134219,0.2348692376134219,Versa 4
2026-06-02T13:03:00Z,0.0,0.2935953591733489,0.2935953591733489,Versa 4
2026-06-02T13:04:00Z,0.0,0.29189179788991815,0.29189179788991815,Versa 4
2026-06-02T13:05:00Z,0.0,0.23751946460533352,0.23751946460533352,Versa 4
2026-06-02T13:06:00Z,0.0,0.24247171890397798,0.24247171890397798,Versa 4
2026-06-02T13:07:00Z,0.0,0.2600259103126215,0.2600259103126215,Versa 4
2026-06-02T13:08:00Z,0.0,0.25042266012031456,0.25042266012031456,Versa 4
2026-06-02T13:09:00Z,0.0,0.3087721340717346,0.3087721340717346,Versa 4
2026-06-02T13:11:00Z,0.0,0.24998328081473992,0.24998328081473992,Versa 4
2026-06-02T16:16:00Z,0.0,0.24404760990251964,0.24404760990251964,Versa 4
2026-06-02T16:17:00Z,0.0,0.2429636830172169,0.2429636830172169,Versa 4
2026-06-03T06:20:00Z,0.0,0.2614296059105012,0.2614296059105012,Versa 4
2026-06-03T07:54:00Z,0.0,0.7172064409429884,0.7172064409429884,Versa 4
2026-06-03T07:55:00Z,0.0,0.6076795595879199,0.6076795595879199,Versa 4
2026-06-03T07:56:00Z,0.0,0.30743233101732464,0.30743233101732464,Versa 4
2026-06-03T07:57:00Z,0.0,0.30690902733748543,0.30690902733748543,Versa 4
2026-06-03T07:58:00Z,0.0,0.2834180169075336,0.2834180169075336,Versa 4
2026-06-03T08:02:00Z,0.0,0.6135928507384605,0.6135928507384605,Versa 4
2026-06-03T08:03:00Z,0.0,0.3042539020873903,0.3042539020873903,Versa 4
2026-06-03T08:04:00Z,0.0,0.24561945716824982,0.24561945716824982,Versa 4
2026-06-03T08:06:00Z,0.0,0.7382688282779412,0.7382688282779412,Versa 4
2026-06-03T08:07:00Z,0.0,0.3471323198544148,0.3471323198544148,Versa 4
2026-06-03T08:08:00Z,0.0,0.3087488879563168,0.3087488879563168,Versa 4
2026-06-03T08:10:00Z,0.0,0.7434190110737738,0.7434190110737738,Versa 4
2026-06-03T08:11:00Z,0.0,0.7482492700536653,0.7482492700536653,Versa 4
2026-06-03T08:12:00Z,0.0,0.609366137685712,0.609366137685712,Versa 4
2026-06-03T08:13:00Z,0.0,0.3480959023485822,0.3480959023485822,Versa 4
2026-06-03T08:17:00Z,0.0,0.3674475066869999,0.3674475066869999,Versa 4
2026-06-03T08:18:00Z,0.0,0.24711850111008465,0.24711850111008465,Versa 4
2026-06-03T08:21:00Z,0.0,0.8644609717160056,0.8644609717160056,Versa 4
2026-06-03T08:22:00Z,0.0,0.8558414115850881,0.8558414115850881,Versa 4
2026-06-03T08:23:00Z,0.0,0.7642238806725552,0.7642238806725552,Versa 4
2026-06-03T08:24:00Z,0.0,0.7683384104940862,0.7683384104940862,Versa 4
2026-06-03T08:25:00Z,0.0,0.27637299780108043,0.27637299780108043,Versa 4
2026-06-03T08:26:00Z,0.0,0.3163206325994425,0.3163206325994425,Versa 4
2026-06-03T08:27:00Z,0.0,0.32869648985148897,0.32869648985148897,Versa 4
2026-06-03T08:28:00Z,0.0,0.3038128351944485,0.3038128351944485,Versa 4
2026-06-03T08:29:00Z,0.0,0.33009096179127856,0.33009096179127856,Versa 4
2026-06-03T08:30:00Z,0.0,0.3260490740054349,0.3260490740054349,Versa 4
2026-06-03T08:31:00Z,0.0,0.2393524023293955,0.2393524023293955,Versa 4
2026-06-03T08:36:00Z,0.0,0.3055795932880551,0.3055795932880551,Versa 4
2026-06-03T08:54:00Z,0.0,0.307175364089832,0.307175364089832,Versa 4
2026-06-03T08:55:00Z,0.0,0.29139889209387976,0.29139889209387976,Versa 4
2026-06-03T08:56:00Z,0.0,0.2817593336508721,0.2817593336508721,Versa 4
2026-06-03T08:57:00Z,0.0,0.2760174706321013,0.2760174706321013,Versa 4
2026-06-03T08:58:00Z,0.0,0.2811470573537619,0.2811470573537619,Versa 4
2026-06-03T08:59:00Z,0.0,0.26692509298839145,0.26692509298839145,Versa 4
2026-06-03T09:00:00Z,0.0,0.24070535616701105,0.24070535616701105,Versa 4
2026-06-03T09:01:00Z,0.0,0.24844445128363543,0.24844445128363543,Versa 4
2026-06-03T11:59:00Z,0.0,0.23850757687941002,0.23850757687941002,Versa 4
2026-06-03T12:00:00Z,0.0,0.23048660119300038,0.23048660119300038,Versa 4
2026-06-03T12:01:00Z,0.0,0.26417326358492754,0.26417326358492754,Versa 4
2026-06-03T12:06:00Z,0.0,0.29808653220212156,0.29808653220212156,Versa 4
2026-06-03T12:07:00Z,0.0,0.2298377440053777,0.2298377440053777,Versa 4
2026-06-03T13:35:00Z,0.0,0.23160147738874806,0.23160147738874806,Versa 4
2026-06-04T09:41:00Z,0.0,0.2304227899703834,0.2304227899703834,Versa 4
2026-06-04T09:42:00Z,0.0,0.35922358603120336,0.35922358603120336,Versa 4
2026-06-04T09:43:00Z,0.0,0.3487069152117114,0.3487069152117114,Versa 4
2026-06-04T10:07:00Z,0.0,0.31291182510526944,0.31291182510526944,Versa 4
2026-06-04T10:08:00Z,0.0,0.29143741904536774,0.29143741904536774,Versa 4
2026-06-04T10:09:00Z,0.0,0.339905484500461,0.339905484500461,Versa 4
2026-06-04T10:10:00Z,0.0,0.588182466278673,0.588182466278673,Versa 4
2026-06-04T10:11:00Z,0.0,0.3513269822667699,0.3513269822667699,Versa 4
2026-06-04T10:12:00Z,0.0,0.33073115272987236,0.33073115272987236,Versa 4
2026-06-04T10:13:00Z,0.0,0.2721993534199409,0.2721993534199409,Versa 4
2026-06-04T10:14:00Z,0.0,0.23693130296221174,0.23693130296221174,Versa 4
2026-06-04T10:26:00Z,0.0,0.28786156531178336,0.28786156531178336,Versa 4
2026-06-04T10:36:00Z,0.0,0.6939186692909909,0.6939186692909909,Versa 4
2026-06-04T10:37:00Z,0.0,0.2831027914487259,0.2831027914487259,Versa 4
2026-06-04T10:38:00Z,0.0,0.23780607106409588,0.23780607106409588,Versa 4
2026-06-04T10:41:00Z,0.0,0.5878279969306359,0.5878279969306359,Versa 4
2026-06-04T10:42:00Z,0.0,0.3028991909166093,0.3028991909166093,Versa 4
