start time,end time,data source
2026-05-13T06:45:00Z,2026-05-13T07:11:00Z,Fitbit App
2026-05-13T08:13:00Z,2026-05-13T08:27:00Z,Fitbit App
2026-05-13T08:31:00Z,2026-05-13T09:47:00Z,Fitbit App
2026-05-13T09:49:00Z,2026-05-13T10:48:00Z,Fitbit App
2026-05-13T11:15:00Z,2026-05-13T11:31:00Z,Fitbit App
2026-05-13T11:32:00Z,2026-05-13T12:13:00Z,Fitbit App
2026-05-13T12:58:00Z,2026-05-13T13:39:00Z,Fitbit App
2026-05-13T13:41:00Z,2026-05-13T13:54:00Z,Fitbit App
2026-05-13T14:13:00Z,2026-05-13T14:34:00Z,Fitbit App
2026-05-13T14:44:00Z,2026-05-13T15:11:00Z,Fitbit App
2026-05-13T15:19:00Z,2026-05-13T16:14:00Z,Fitbit App
2026-05-13T16:16:00Z,2026-05-13T16:33:00Z,Fitbit App
2026-05-13T16:46:00Z,2026-05-13T18:25:00Z,Fitbit App
