start time,end time,data source
2026-05-08T06:28:00Z,2026-05-08T07:55:00Z,Fitbit App
2026-05-08T08:10:00Z,2026-05-08T08:32:00Z,Fitbit App
2026-05-08T08:33:00Z,2026-05-08T09:03:00Z,Fitbit App
2026-05-08T09:10:00Z,2026-05-08T09:57:00Z,Fitbit App
2026-05-08T10:05:00Z,2026-05-08T10:18:00Z,Fitbit App
2026-05-08T10:34:00Z,2026-05-08T11:57:00Z,Fitbit App
2026-05-08T12:08:00Z,2026-05-08T12:42:00Z,Fitbit App
2026-05-08T13:37:00Z,2026-05-08T14:13:00Z,Fitbit App
2026-05-08T14:22:00Z,2026-05-08T15:11:00Z,Fitbit App
2026-05-08T15:12:00Z,2026-05-08T15:22:00Z,Fitbit App
2026-05-08T15:39:00Z,2026-05-08T15:49:00Z,Fitbit App
2026-05-08T19:10:00Z,2026-05-08T19:25:00Z,Fitbit App
2026-05-08T20:00:00Z,2026-05-08T22:00:00Z,Fitbit App
2026-05-08T22:03:00Z,2026-05-08T22:39:00Z,Fitbit App
