start time,end time,data source
2026-06-07T10:17:00Z,2026-06-07T10:52:00Z,Fitbit App
2026-06-07T11:10:00Z,2026-06-07T13:02:00Z,Fitbit App
2026-06-07T13:08:00Z,2026-06-07T13:50:00Z,Fitbit App
2026-06-07T14:36:00Z,2026-06-07T14:55:00Z,Fitbit App
2026-06-07T15:00:00Z,2026-06-07T15:20:00Z,Fitbit App
2026-06-07T16:16:00Z,2026-06-07T17:10:00Z,Fitbit App
2026-06-07T17:16:00Z,2026-06-07T17:59:00Z,Fitbit App
2026-06-07T18:30:00Z,2026-06-07T19:53:00Z,Fitbit App
2026-06-07T19:54:00Z,2026-06-07T21:19:00Z,Fitbit App
2026-06-07T21:38:00Z,2026-06-07T21:51:00Z,Fitbit App
