timestamp,gain,data source
2026-06-03T06:22:00Z,3048,Versa 4
2026-06-03T08:52:00Z,3048,Versa 4
2026-06-04T10:08:00Z,3048,Versa 4
2026-06-04T10:09:00Z,3048,Versa 4
2026-06-05T06:20:00Z,3048,Versa 4
2026-06-05T09:08:00Z,3048,Versa 4
2026-06-05T10:51:00Z,3048,Versa 4
2026-06-05T17:18:00Z,3048,Versa 4
2026-06-06T04:12:00Z,3048,Versa 4
2026-06-06T09:45:00Z,3048,Versa 4
2026-06-06T10:29:00Z,3048,Versa 4
2026-06-06T14:21:00Z,3048,Versa 4
2026-06-06T14:25:00Z,3048,Versa 4
2026-06-06T14:37:00Z,3048,Versa 4
2026-06-06T14:45:00Z,3048,Versa 4
2026-06-06T15:29:00Z,3048,Versa 4
2026-06-06T15:32:00Z,3048,Versa 4
2026-06-06T15:46:00Z,3048,Versa 4
2026-06-06T16:05:00Z,3048,Versa 4
2026-06-06T16:06:00Z,3048,Versa 4
2026-06-06T16:28:00Z,3048,Versa 4
2026-06-06T19:45:00Z,3048,Versa 4
2026-06-06T19:49:00Z,3048,Versa 4
2026-06-06T19:51:00Z,3048,Versa 4
2026-06-07T11:07:00Z,3048,Versa 4
2026-06-07T13:02:00Z,3048,Versa 4
2026-06-07T15:26:00Z,3048,Versa 4
2026-06-07T18:03:00Z,3048,Versa 4
2026-06-07T18:04:00Z,3048,Versa 4
2026-06-08T11:09:00Z,3048,Versa 4
2026-06-08T11:33:00Z,3048,Versa 4
2026-06-08T11:34:00Z,3048,Versa 4
2026-06-08T12:18:00Z,3048,Versa 4
2026-06-08T14:11:00Z,3048,Versa 4
