wire_id,device_type,serial_number,enabled,fw_version
C150907BA73D,Versa 4,,false,APP61.20001.220.31 BSL61.0.0 PERIPH|BT_RADIO|1.0.0|0 PERIPH|BT_NFC|61.3.9|0 PERIPH|TOUCH|61.4.9|4 PERIPH|GPS|61.0.5|1 PERIPH|CODEC|61.5.0|0 PERIPH|FACTORY|3001.153.75|0 ASSETS|6|13172
