start time,end time,data source
2026-05-24T06:56:00Z,2026-05-24T07:22:00Z,Fitbit App
2026-05-24T08:02:00Z,2026-05-24T08:14:00Z,Fitbit App
2026-05-24T08:15:00Z,2026-05-24T08:46:00Z,Fitbit App
2026-05-24T08:49:00Z,2026-05-24T09:14:00Z,Fitbit App
2026-05-24T09:32:00Z,2026-05-24T09:50:00Z,Fitbit App
2026-05-24T10:21:00Z,2026-05-24T10:33:00Z,Fitbit App
2026-05-24T11:29:00Z,2026-05-24T12:02:00Z,Fitbit App
2026-05-24T12:10:00Z,2026-05-24T12:25:00Z,Fitbit App
2026-05-24T12:33:00Z,2026-05-24T13:15:00Z,Fitbit App
2026-05-24T13:41:00Z,2026-05-24T14:00:00Z,Fitbit App
2026-05-24T14:14:00Z,2026-05-24T14:31:00Z,Fitbit App
2026-05-24T14:42:00Z,2026-05-24T15:13:00Z,Fitbit App
2026-05-24T15:14:00Z,2026-05-24T15:24:00Z,Fitbit App
2026-05-24T15:51:00Z,2026-05-24T16:06:00Z,Fitbit App
2026-05-24T16:20:00Z,2026-05-24T16:39:00Z,Fitbit App
2026-05-24T16:43:00Z,2026-05-24T17:25:00Z,Fitbit App
2026-05-24T17:26:00Z,2026-05-24T17:51:00Z,Fitbit App
2026-05-24T17:52:00Z,2026-05-24T18:02:00Z,Fitbit App
2026-05-24T18:04:00Z,2026-05-24T18:20:00Z,Fitbit App
2026-05-24T18:37:00Z,2026-05-24T20:04:00Z,Fitbit App
2026-05-24T20:14:00Z,2026-05-24T21:18:00Z,Fitbit App
2026-05-24T21:19:00Z,2026-05-24T21:36:00Z,Fitbit App
2026-05-24T22:00:00Z,2026-05-24T22:11:00Z,Fitbit App
2026-05-24T22:30:00Z,2026-05-24T23:15:00Z,Fitbit App
2026-05-24T23:24:00Z,2026-05-24T23:35:00Z,Fitbit App
