timestamp,root mean square of successive differences milliseconds,standard deviation milliseconds,data source
2026-06-01T00:25:00Z,17.3,0.0,Fitbit App
2026-06-01T00:30:00Z,20.9,0.0,Fitbit App
2026-06-01T00:35:00Z,31.8,0.0,Fitbit App
2026-06-01T00:40:00Z,31.8,0.0,Fitbit App
2026-06-01T00:45:00Z,28.3,0.0,Fitbit App
2026-06-01T00:50:00Z,25.6,0.0,Fitbit App
2026-06-01T00:55:00Z,30.8,0.0,Fitbit App
2026-06-01T01:00:00Z,31.1,0.0,Fitbit App
2026-06-01T01:05:00Z,32.7,0.0,Fitbit App
2026-06-01T01:10:00Z,41.1,0.0,Fitbit App
2026-06-01T01:15:00Z,35.4,0.0,Fitbit App
2026-06-01T01:20:00Z,37.5,0.0,Fitbit App
2026-06-01T01:25:00Z,25.3,0.0,Fitbit App
2026-06-01T01:30:00Z,22.9,0.0,Fitbit App
2026-06-01T01:35:00Z,27.7,0.0,Fitbit App
2026-06-01T01:40:00Z,29.0,0.0,Fitbit App
2026-06-01T01:45:00Z,29.1,0.0,Fitbit App
2026-06-01T01:50:00Z,26.3,0.0,Fitbit App
2026-06-01T01:55:00Z,27.7,0.0,Fitbit App
2026-06-01T02:00:00Z,33.2,0.0,Fitbit App
2026-06-01T02:05:00Z,31.4,0.0,Fitbit App
2026-06-01T02:10:00Z,28.7,0.0,Fitbit App
2026-06-01T02:15:00Z,33.1,0.0,Fitbit App
2026-06-01T02:20:00Z,30.9,0.0,Fitbit App
2026-06-01T02:25:00Z,38.4,0.0,Fitbit App
2026-06-01T02:30:00Z,34.1,0.0,Fitbit App
2026-06-01T02:35:00Z,32.7,0.0,Fitbit App
2026-06-01T02:40:00Z,34.9,0.0,Fitbit App
2026-06-01T02:45:00Z,37.5,0.0,Fitbit App
2026-06-01T02:50:00Z,30.0,0.0,Fitbit App
2026-06-01T02:55:00Z,37.5,0.0,Fitbit App
2026-06-01T03:00:00Z,36.0,0.0,Fitbit App
2026-06-01T03:05:00Z,41.8,0.0,Fitbit App
2026-06-01T03:10:00Z,40.5,0.0,Fitbit App
2026-06-01T03:15:00Z,43.9,0.0,Fitbit App
2026-06-01T03:20:00Z,44.8,0.0,Fitbit App
2026-06-01T03:25:00Z,45.3,0.0,Fitbit App
2026-06-01T03:30:00Z,46.0,0.0,Fitbit App
