start time,end time,data source
2026-05-27T05:50:00Z,2026-05-27T06:02:00Z,Fitbit App
2026-05-27T07:00:00Z,2026-05-27T07:27:00Z,Fitbit App
2026-05-27T07:28:00Z,2026-05-27T07:45:00Z,Fitbit App
2026-05-27T07:54:00Z,2026-05-27T08:14:00Z,Fitbit App
2026-05-27T08:51:00Z,2026-05-27T09:05:00Z,Fitbit App
2026-05-27T09:39:00Z,2026-05-27T11:06:00Z,Fitbit App
2026-05-27T11:19:00Z,2026-05-27T11:39:00Z,Fitbit App
2026-05-27T11:44:00Z,2026-05-27T11:56:00Z,Fitbit App
2026-05-27T12:11:00Z,2026-05-27T12:26:00Z,Fitbit App
2026-05-27T12:27:00Z,2026-05-27T12:56:00Z,Fitbit App
2026-05-27T13:18:00Z,2026-05-27T13:49:00Z,Fitbit App
2026-05-27T14:07:00Z,2026-05-27T14:41:00Z,Fitbit App
2026-05-27T16:44:00Z,2026-05-27T17:36:00Z,Fitbit App
2026-05-27T17:43:00Z,2026-05-27T18:31:00Z,Fitbit App
2026-05-27T19:32:00Z,2026-05-27T21:05:00Z,Fitbit App
2026-05-27T21:11:00Z,2026-05-27T21:44:00Z,Fitbit App
2026-05-27T21:46:00Z,2026-05-27T22:00:00Z,Fitbit App
2026-05-27T22:00:00Z,2026-05-27T23:51:00Z,Fitbit App
2026-05-27T23:55:00Z,2026-05-28T00:48:00Z,Fitbit App
