timestamp,oxygen saturation percentage,data source
2026-06-01T05:50:04Z,50.0,Versa 4
2026-06-01T05:51:04Z,99.7,Versa 4
2026-06-01T05:52:04Z,99.2,Versa 4
2026-06-01T05:53:04Z,50.0,Versa 4
2026-06-01T05:54:04Z,98.6,Versa 4
2026-06-01T05:55:04Z,96.6,Versa 4
2026-06-01T05:56:04Z,94.5,Versa 4
2026-06-01T05:57:04Z,91.5,Versa 4
2026-06-01T05:58:04Z,90.8,Versa 4
2026-06-01T05:59:04Z,91.6,Versa 4
2026-06-01T06:00:04Z,89.9,Versa 4
2026-06-01T06:01:04Z,88.1,Versa 4
2026-06-01T06:02:04Z,89.6,Versa 4
2026-06-01T06:03:04Z,50.0,Versa 4
2026-06-01T06:04:04Z,91.0,Versa 4
2026-06-01T06:05:04Z,92.5,Versa 4
2026-06-01T06:06:04Z,93.5,Versa 4
2026-06-01T06:07:04Z,94.5,Versa 4
2026-06-01T06:08:04Z,95.0,Versa 4
2026-06-01T06:09:04Z,95.7,Versa 4
2026-06-01T06:10:04Z,96.1,Versa 4
2026-06-01T06:11:04Z,96.4,Versa 4
2026-06-01T06:12:04Z,96.7,Versa 4
2026-06-01T06:13:04Z,96.9,Versa 4
2026-06-01T06:14:04Z,96.9,Versa 4
2026-06-01T06:15:04Z,97.1,Versa 4
2026-06-01T06:16:04Z,97.1,Versa 4
2026-06-01T06:17:04Z,97.1,Versa 4
2026-06-01T06:18:04Z,97.1,Versa 4
2026-06-01T06:19:04Z,97.1,Versa 4
2026-06-01T06:20:04Z,97.2,Versa 4
2026-06-01T06:21:04Z,50.0,Versa 4
2026-06-01T06:22:04Z,97.0,Versa 4
2026-06-01T06:23:04Z,96.1,Versa 4
2026-06-01T06:24:04Z,95.9,Versa 4
2026-06-01T06:25:04Z,95.9,Versa 4
2026-06-01T06:26:04Z,96.2,Versa 4
2026-06-01T06:27:04Z,96.5,Versa 4
2026-06-01T06:28:04Z,96.7,Versa 4
2026-06-01T06:29:04Z,96.8,Versa 4
2026-06-01T06:30:04Z,96.9,Versa 4
2026-06-01T06:31:04Z,97.0,Versa 4
2026-06-01T06:32:04Z,97.0,Versa 4
2026-06-01T06:33:04Z,97.1,Versa 4
2026-06-01T06:34:04Z,97.1,Versa 4
2026-06-01T06:35:04Z,97.0,Versa 4
2026-06-01T06:36:04Z,97.0,Versa 4
2026-06-01T06:37:04Z,96.9,Versa 4
2026-06-01T06:38:04Z,50.0,Versa 4
2026-06-01T06:39:04Z,97.0,Versa 4
2026-06-01T06:40:04Z,96.4,Versa 4
2026-06-01T06:41:04Z,94.1,Versa 4
2026-06-01T06:42:04Z,50.0,Versa 4
2026-06-01T06:43:04Z,91.7,Versa 4
2026-06-01T06:44:04Z,88.9,Versa 4
2026-06-01T06:45:04Z,50.0,Versa 4
2026-06-01T06:46:04Z,88.2,Versa 4
2026-06-01T06:47:04Z,50.0,Versa 4
2026-06-01T06:48:04Z,50.0,Versa 4
2026-06-01T06:49:04Z,50.0,Versa 4
2026-06-01T06:50:04Z,50.0,Versa 4
2026-06-01T06:51:04Z,83.6,Versa 4
2026-06-01T06:52:04Z,50.0,Versa 4
2026-06-01T06:53:04Z,86.3,Versa 4
2026-06-01T06:54:04Z,89.2,Versa 4
2026-06-01T06:55:04Z,50.0,Versa 4
2026-06-01T06:56:04Z,93.4,Versa 4
2026-06-01T06:57:04Z,95.7,Versa 4
2026-06-01T06:58:04Z,98.7,Versa 4
2026-06-01T06:59:04Z,98.4,Versa 4
2026-06-01T07:00:04Z,50.0,Versa 4
2026-06-01T07:01:04Z,98.5,Versa 4
2026-06-01T07:02:04Z,97.6,Versa 4
2026-06-01T07:03:04Z,50.0,Versa 4
2026-06-01T07:04:04Z,96.7,Versa 4
2026-06-01T07:05:04Z,96.5,Versa 4
2026-06-01T07:06:04Z,96.9,Versa 4
