timestamp,latitude,longitude,altitude,data source
2026-05-24T15:42:36Z,52.695180,6.202477,-197.8,Versa 4
2026-05-24T15:42:37Z,52.694908,6.202287,-124.5,Versa 4
2026-05-24T15:42:38Z,52.694978,6.202335,-133.4,Versa 4
2026-05-24T15:42:39Z,52.694287,6.201388,24.3,Versa 4
2026-05-24T15:42:40Z,52.694232,6.201472,20.1,Versa 4
2026-05-24T15:42:41Z,52.694318,6.201602,5.8,Versa 4
2026-05-24T15:42:42Z,52.694345,6.201688,-2.599,Versa 4
2026-05-24T15:42:43Z,52.694342,6.201770,-7.499,Versa 4
2026-05-24T15:42:44Z,52.694333,6.201892,-11.2,Versa 4
2026-05-24T15:42:45Z,52.694323,6.202005,-14.0,Versa 4
2026-05-24T15:42:46Z,52.694303,6.202117,-17.0,Versa 4
2026-05-24T21:41:14Z,52.691815,6.214860,-36.7,Versa 4
2026-05-24T21:41:15Z,52.691773,6.214945,-41.2,Versa 4
2026-05-24T21:41:16Z,52.691797,6.214935,-40.8,Versa 4
2026-05-24T21:41:17Z,52.691953,6.214875,-29.5,Versa 4
2026-05-24T21:41:18Z,52.691995,6.214875,-31.0,Versa 4
2026-05-24T21:41:19Z,52.692033,6.214917,-32.8,Versa 4
2026-05-24T21:41:20Z,52.692057,6.214935,-33.6,Versa 4
2026-05-24T21:41:21Z,52.692097,6.214907,-34.4,Versa 4
2026-05-24T21:41:22Z,52.692120,6.214912,-35.3,Versa 4
2026-05-24T21:41:23Z,52.692143,6.214890,-36.1,Versa 4
2026-05-24T21:41:24Z,52.692167,6.214857,-37.0,Versa 4
2026-05-24T21:41:25Z,52.692195,6.214797,-37.3,Versa 4
2026-05-24T21:41:26Z,52.692230,6.214732,-36.5,Versa 4
2026-05-24T21:41:27Z,52.692267,6.214658,-37.0,Versa 4
2026-05-24T21:41:28Z,52.692295,6.214580,-37.3,Versa 4
2026-05-24T21:41:29Z,52.692327,6.214493,-37.3,Versa 4
2026-05-24T21:41:30Z,52.692342,6.214423,-37.3,Versa 4
2026-05-24T21:41:31Z,52.692340,6.214390,-36.599,Versa 4
