start time,end time,data source
2026-05-23T08:31:00Z,2026-05-23T08:52:00Z,Fitbit App
2026-05-23T09:23:00Z,2026-05-23T11:08:00Z,Fitbit App
2026-05-23T11:09:00Z,2026-05-23T11:23:00Z,Fitbit App
2026-05-23T11:45:00Z,2026-05-23T12:07:00Z,Fitbit App
2026-05-23T14:01:00Z,2026-05-23T15:00:00Z,Fitbit App
2026-05-23T15:01:00Z,2026-05-23T15:25:00Z,Fitbit App
2026-05-23T16:04:00Z,2026-05-23T16:31:00Z,Fitbit App
2026-05-23T17:14:00Z,2026-05-23T17:26:00Z,Fitbit App
2026-05-23T17:37:00Z,2026-05-23T17:49:00Z,Fitbit App
2026-05-23T17:55:00Z,2026-05-23T18:08:00Z,Fitbit App
2026-05-23T18:09:00Z,2026-05-23T18:27:00Z,Fitbit App
2026-05-23T19:09:00Z,2026-05-23T19:22:00Z,Fitbit App
2026-05-23T19:35:00Z,2026-05-23T20:47:00Z,Fitbit App
2026-05-23T20:57:00Z,2026-05-23T21:13:00Z,Fitbit App
2026-05-23T21:32:00Z,2026-05-23T22:00:00Z,Fitbit App
2026-05-23T22:00:00Z,2026-05-23T22:23:00Z,Fitbit App
2026-05-23T22:24:00Z,2026-05-23T22:46:00Z,Fitbit App
