timestamp,steps,distance millimeters,altitude gain millimeters,data source
2026-05-27T06:26:05Z,0,0,0,Versa 4
2026-05-27T06:26:06Z,4,0,1828,Versa 4
2026-05-27T06:26:07Z,2,0,2133,Versa 4
2026-05-27T06:26:08Z,1,0,2133,Versa 4
2026-05-27T06:26:09Z,0,0,-304,Versa 4
2026-05-27T06:26:10Z,0,0,2438,Versa 4
2026-05-27T06:26:11Z,0,0,3352,Versa 4
2026-05-27T06:26:12Z,0,0,609,Versa 4
2026-05-27T06:26:13Z,0,0,2438,Versa 4
2026-05-27T06:26:14Z,0,0,3352,Versa 4
2026-05-27T06:26:15Z,0,0,609,Versa 4
2026-05-27T06:26:16Z,0,0,2438,Versa 4
2026-05-27T06:26:17Z,0,0,1219,Versa 4
2026-05-27T06:26:18Z,0,0,1524,Versa 4
2026-05-27T06:26:19Z,2,0,2743,Versa 4
2026-05-27T06:26:20Z,0,0,0,Versa 4
2026-05-27T06:26:21Z,0,0,2743,Versa 4
2026-05-27T06:26:22Z,0,0,2743,Versa 4
2026-05-27T06:26:23Z,0,0,1828,Versa 4
2026-05-27T06:26:24Z,0,0,609,Versa 4
2026-05-27T06:26:25Z,0,0,1828,Versa 4
2026-05-27T06:26:26Z,0,0,2133,Versa 4
2026-05-27T06:26:27Z,4,0,1524,Versa 4
2026-05-27T06:26:28Z,1,0,2438,Versa 4
2026-05-27T06:26:29Z,2,0,914,Versa 4
2026-05-27T06:26:30Z,1,0,304,Versa 4
2026-05-27T06:26:31Z,2,0,1828,Versa 4
2026-05-27T06:26:32Z,1,0,0,Versa 4
2026-05-27T06:26:33Z,0,0,2133,Versa 4
2026-05-27T06:26:34Z,4,0,1524,Versa 4
2026-05-27T06:26:35Z,1,0,914,Versa 4
2026-05-27T06:26:36Z,1,0,914,Versa 4
2026-05-27T06:26:37Z,2,0,1524,Versa 4
2026-05-27T06:26:38Z,2,0,1219,Versa 4
2026-05-27T06:26:39Z,1,190,1524,Versa 4
2026-05-27T06:26:40Z,2,200,1219,Versa 4
2026-05-27T06:26:41Z,1,190,914,Versa 4
2026-05-27T06:26:42Z,1,1560,609,Versa 4
2026-05-27T06:26:43Z,0,2220,1219,Versa 4
2026-05-27T06:26:44Z,0,2740,2438,Versa 4
2026-05-27T06:26:45Z,0,2920,0,Versa 4
2026-05-27T06:26:46Z,2,3290,914,Versa 4
2026-05-27T06:26:47Z,2,3290,914,Versa 4
2026-05-27T06:26:48Z,4,3530,1828,Versa 4
2026-05-27T06:26:49Z,1,3420,1219,Versa 4
2026-05-27T06:26:50Z,2,3420,1219,Versa 4
2026-05-27T06:26:51Z,0,3090,1219,Versa 4
2026-05-27T06:26:52Z,0,2980,304,Versa 4
2026-05-27T06:26:53Z,0,2860,914,Versa 4
2026-05-27T06:26:54Z,0,2860,2133,Versa 4
2026-05-27T06:26:55Z,0,2700,609,Versa 4
2026-05-27T06:26:56Z,0,2600,1828,Versa 4
2026-05-27T06:26:57Z,0,2590,1219,Versa 4
2026-05-27T06:26:58Z,0,2600,304,Versa 4
2026-05-27T06:26:59Z,0,2480,2133,Versa 4
2026-05-27T06:27:00Z,0,2480,1219,Versa 4
2026-05-27T06:27:01Z,0,2490,609,Versa 4
2026-05-27T06:27:02Z,0,2480,1219,Versa 4
2026-05-27T06:27:03Z,0,2270,1524,Versa 4
2026-05-27T06:27:04Z,0,0,1524,Versa 4
