start time,end time,data source
2026-05-20T06:04:00Z,2026-05-20T06:44:00Z,Fitbit App
2026-05-20T07:36:00Z,2026-05-20T08:09:00Z,Fitbit App
2026-05-20T08:15:00Z,2026-05-20T08:29:00Z,Fitbit App
2026-05-20T08:33:00Z,2026-05-20T09:35:00Z,Fitbit App
2026-05-20T09:36:00Z,2026-05-20T09:48:00Z,Fitbit App
2026-05-20T09:49:00Z,2026-05-20T10:38:00Z,Fitbit App
2026-05-20T10:48:00Z,2026-05-20T12:59:00Z,Fitbit App
2026-05-20T13:00:00Z,2026-05-20T13:11:00Z,Fitbit App
2026-05-20T13:30:00Z,2026-05-20T14:10:00Z,Fitbit App
2026-05-20T14:20:00Z,2026-05-20T14:37:00Z,Fitbit App
2026-05-20T14:58:00Z,2026-05-20T15:24:00Z,Fitbit App
2026-05-20T15:25:00Z,2026-05-20T15:43:00Z,Fitbit App
2026-05-20T15:45:00Z,2026-05-20T16:10:00Z,Fitbit App
2026-05-20T16:25:00Z,2026-05-20T16:37:00Z,Fitbit App
2026-05-20T16:38:00Z,2026-05-20T16:58:00Z,Fitbit App
2026-05-20T18:28:00Z,2026-05-20T18:40:00Z,Fitbit App
2026-05-20T18:48:00Z,2026-05-20T19:20:00Z,Fitbit App
2026-05-20T20:35:00Z,2026-05-20T21:42:00Z,Fitbit App
2026-05-20T21:43:00Z,2026-05-20T22:00:00Z,Fitbit App
2026-05-20T22:15:00Z,2026-05-20T22:48:00Z,Fitbit App
2026-05-20T23:20:00Z,2026-05-20T23:31:00Z,Fitbit App
