start time,end time,data source
2026-06-06T07:40:30Z,2026-06-06T08:00:30Z,Fitbit App
2026-06-06T08:01:00Z,2026-06-06T09:08:00Z,Fitbit App
2026-06-06T10:17:00Z,2026-06-06T10:37:00Z,Fitbit App
2026-06-06T11:25:00Z,2026-06-06T11:42:00Z,Fitbit App
2026-06-06T15:02:00Z,2026-06-06T15:16:00Z,Fitbit App
2026-06-06T15:17:00Z,2026-06-06T15:31:00Z,Fitbit App
2026-06-06T16:33:00Z,2026-06-06T16:44:00Z,Fitbit App
2026-06-06T16:45:00Z,2026-06-06T17:03:00Z,Fitbit App
2026-06-06T17:14:00Z,2026-06-06T17:30:00Z,Fitbit App
2026-06-06T17:31:00Z,2026-06-06T17:45:00Z,Fitbit App
2026-06-06T18:28:00Z,2026-06-06T18:41:00Z,Fitbit App
2026-06-06T19:09:00Z,2026-06-06T20:16:00Z,Fitbit App
2026-06-06T20:37:00Z,2026-06-06T21:11:00Z,Fitbit App
2026-06-06T21:44:00Z,2026-06-06T22:00:00Z,Fitbit App
2026-06-06T22:00:00Z,2026-06-06T22:24:00Z,Fitbit App
2026-06-06T22:26:00Z,2026-06-06T23:26:00Z,Fitbit App
