tracker_id,enabled_notification_types,on_right_hand,clock_face,enable_inactivity_alerts,last_updated_ia_time,last_reboot_time,payments_enabled,last_successful_wifi_connection_time,last_successful_wifi_connectionipv4addr,last_successful_wifi_connectionipv6addr,last_successful_wifi_connectionssid,live_data_disabled
3082956869,"[TEXT_MESSAGE, APP_NOTIFICATIONS, INCOMING_CALL, CALENDAR]",false,,true,2026-05-06T14:48:11.000Z,,false,,,,,
