tracker_id,date_added,last_sync_date_time,batt_level,hardware_rev,is_display_distance,is_display_calories,is_display_clock,is_display_flower,is_display_elevation,is_display_chatter,is_right_handed,tracker_name,device_type,on_dominant_hand,is_display_active_minutes,clock_face,enable_ancs,is_bonded,is_display_steps,alarm_update_time,is_display_heart_rate,heart_rate_tracking,heart_rate_tracking_update_time,tap_enabled,tap_screen,flick_enabled,flick_screen
3083483666,2026-05-06,2026-06-08T15:00:48.000Z,8,9,true,true,true,true,true,true,true,,Versa 4,false,false,A,true,false,true,2026-05-06T09:41:17.000Z,true,AUTO,2026-05-06T09:41:17.000Z,true,TIME,false,
