tracker_id,enabled_notification_types,on_right_hand,clock_face,enable_inactivity_alerts,last_updated_ia_time,last_reboot_time,payments_enabled,last_successful_wifi_connection_time,last_successful_wifi_connectionipv4addr,last_successful_wifi_connectionipv6addr,last_successful_wifi_connectionssid,live_data_disabled
3083483666,"[CALENDAR, INCOMING_CALL, APP_NOTIFICATIONS, TEXT_MESSAGE]",false,,true,2026-05-06T13:51:18.000Z,,false,,,,,
