start time,end time,data source
2026-05-13T06:38:00Z,2026-05-13T07:50:00Z,Fitbit App
2026-05-13T09:17:00Z,2026-05-13T10:00:00Z,Fitbit App
2026-05-13T11:11:00Z,2026-05-13T11:37:00Z,Fitbit App
2026-05-13T11:44:00Z,2026-05-13T12:16:00Z,Fitbit App
2026-05-13T12:21:00Z,2026-05-13T12:39:00Z,Fitbit App
2026-05-13T12:41:00Z,2026-05-13T14:56:00Z,Fitbit App
2026-05-13T15:28:00Z,2026-05-13T16:32:00Z,Fitbit App
2026-05-13T16:56:00Z,2026-05-13T18:09:00Z,Fitbit App
2026-05-13T18:10:00Z,2026-05-13T18:34:00Z,Fitbit App
2026-05-13T19:28:00Z,2026-05-13T19:41:00Z,Fitbit App
2026-05-13T20:12:00Z,2026-05-13T20:34:00Z,Fitbit App
2026-05-13T20:41:00Z,2026-05-13T22:00:00Z,Fitbit App
2026-05-13T22:00:00Z,2026-05-13T23:19:00Z,Fitbit App
