start time,end time,data source
2026-05-08T10:55:00Z,2026-05-08T11:58:00Z,Fitbit App
2026-05-08T12:44:00Z,2026-05-08T14:02:00Z,Fitbit App
2026-05-08T14:50:00Z,2026-05-08T15:04:00Z,Fitbit App
2026-05-08T15:18:00Z,2026-05-08T15:37:00Z,Fitbit App
2026-05-08T15:39:00Z,2026-05-08T16:26:00Z,Fitbit App
2026-05-08T17:16:00Z,2026-05-08T17:50:00Z,Fitbit App
2026-05-08T18:07:00Z,2026-05-08T18:22:00Z,Fitbit App
2026-05-08T18:54:00Z,2026-05-08T19:18:00Z,Fitbit App
2026-05-08T19:34:00Z,2026-05-08T20:54:00Z,Fitbit App
2026-05-08T21:11:00Z,2026-05-08T21:36:00Z,Fitbit App
2026-05-08T21:46:00Z,2026-05-08T22:00:00Z,Fitbit App
