type,sleep_start,sleep_end,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
IDT,2026-06-01T02:48,2026-06-01T11:02,494,33.63967611336032,-129.33869158878588,703.2457027162891,0.5041879488429402,1.0301443483952784
IDT,2026-06-04T02:21,2026-06-04T11:04:30,524,33.27786259541985,-300.5607897854461,616.7216571688186,0.49856002993556714,1.029248381346847
IDT,2026-06-05T01:24:30,2026-06-05T07:15:30,350,32.97571428571428,-288.9929577464809,514.7233703631209,0.507822124836706,1.032644768689931
IDT,2026-06-06T04:13,2026-06-06T11:35:30,440,34.20636363636364,156.1611688824505,400.1456151516177,0.5111417340702654,1.0325087507580852
