DATE,UPDATED_AT,STRESS_SCORE,SLEEP_POINTS,MAX_SLEEP_POINTS,RESPONSIVENESS_POINTS,MAX_RESPONSIVENESS_POINTS,EXERTION_POINTS,MAX_EXERTION_POINTS,STATUS,CALCULATION_FAILED
2026-05-07T00:00:00,2026-05-09T15:22:37.487,0,0,0,0,0,0,0,NO_DATA,true
2026-05-09T00:00:00,2026-05-09T15:22:37.774,0,0,0,0,0,0,0,NO_DATA,true
2026-05-10T00:00:00,2026-05-10T14:05:08.405,82,0,0,0,0,0,0,READY_NOT_PREMIUM,false
2026-05-11T00:00:00,2026-05-15T00:12:48.175,0,0,0,0,0,0,0,NO_DATA,true
2026-05-12T00:00:00,2026-05-15T00:12:47.562,0,0,0,0,0,0,0,NO_DATA,true
2026-05-13T00:00:00,2026-05-15T00:12:47.714,72,0,0,0,0,0,0,READY_NOT_PREMIUM,false
2026-05-14T00:00:00,2026-05-15T00:12:47.646,84,0,0,0,0,0,0,READY_NOT_PREMIUM,false
