timestamp,average_value,lower_bound,upper_bound
2026-05-08T00:00:00Z,96.4,93.3,100.0
2026-05-09T00:00:00Z,95.8,94.1,98.2
2026-05-10T00:00:00Z,95.6,91.4,97.3
2026-05-12T00:00:00Z,97.3,95.6,98.9
2026-05-13T00:00:00Z,96.4,95.4,97.2
2026-05-14T00:00:00Z,98.6,97.7,99.9
2026-05-15T00:00:00Z,97.3,94.2,100.0
2026-05-17T00:00:00Z,95.9,92.9,100.0
2026-05-18T00:00:00Z,95.9,94.5,97.1
2026-05-19T00:00:00Z,96.4,93.4,98.6
2026-05-20T00:00:00Z,95.2,94.3,95.8
