timestamp,deep sleep stats - milli breaths per minute,deep sleep stats - standard deviation milli breaths per minute,deep sleep stats - signal to noise,light sleep stats - milli breaths per minute,light sleep stats - standard deviation milli breaths per minute,light sleep stats - signal to noise,rem sleep stats - milli breaths per minute,rem sleep stats - standard deviation milli breaths per minute,rem sleep stats - signal to noise,full sleep stats - milli breaths per minute,full sleep stats - standard deviation milli breaths per minute,full sleep stats - signal to noise,data source
2026-06-01T09:02:00Z,15.2,1.2,11.0,15.0,1.3,9.4,12.8,1.1,2.7,15.2,1.2,11.0,Fitbit App
2026-06-04T09:11:30Z,16.6,1.4,8.6,15.4,1.4,10.3,15.2,1.7,4.1,16.6,1.4,8.6,Fitbit App
2026-06-05T05:15:30Z,15.8,0.6,7.8,14.6,0.8,4.7,16.0,2.8,3.7,15.8,0.6,7.8,Fitbit App
2026-06-06T09:35:30Z,15.6,0.9,8.5,15.4,1.3,7.7,15.4,1.7,4.3,15.6,0.9,8.5,Fitbit App
