timestamp,root mean square of successive differences milliseconds,standard deviation milliseconds,data source
2026-06-01T00:55:00Z,25.1,0.0,Fitbit App
2026-06-01T01:00:00Z,25.8,0.0,Fitbit App
2026-06-01T01:05:00Z,24.0,0.0,Fitbit App
2026-06-01T01:10:00Z,33.5,0.0,Fitbit App
2026-06-01T01:15:00Z,36.1,0.0,Fitbit App
2026-06-01T01:20:00Z,33.4,0.0,Fitbit App
2026-06-01T01:25:00Z,33.0,0.0,Fitbit App
2026-06-01T01:30:00Z,47.4,0.0,Fitbit App
2026-06-01T01:35:00Z,39.7,0.0,Fitbit App
2026-06-01T01:40:00Z,58.4,0.0,Fitbit App
2026-06-01T01:45:00Z,39.9,0.0,Fitbit App
2026-06-01T02:00:00Z,47.5,0.0,Fitbit App
2026-06-01T02:05:00Z,32.6,0.0,Fitbit App
2026-06-01T02:10:00Z,39.8,0.0,Fitbit App
2026-06-01T02:15:00Z,29.8,0.0,Fitbit App
2026-06-01T02:20:00Z,31.2,0.0,Fitbit App
2026-06-01T02:25:00Z,29.5,0.0,Fitbit App
2026-06-01T02:30:00Z,35.2,0.0,Fitbit App
2026-06-01T02:35:00Z,33.6,0.0,Fitbit App
2026-06-01T02:40:00Z,33.5,0.0,Fitbit App
2026-06-01T02:45:00Z,36.4,0.0,Fitbit App
2026-06-01T02:50:00Z,39.9,0.0,Fitbit App
2026-06-01T02:55:00Z,36.6,0.0,Fitbit App
2026-06-01T03:00:00Z,32.8,0.0,Fitbit App
2026-06-01T03:05:00Z,36.1,0.0,Fitbit App
2026-06-01T03:10:00Z,36.8,0.0,Fitbit App
2026-06-01T03:15:00Z,39.7,0.0,Fitbit App
2026-06-01T03:20:00Z,39.6,0.0,Fitbit App
2026-06-01T03:25:00Z,39.4,0.0,Fitbit App
2026-06-01T03:30:00Z,41.0,0.0,Fitbit App
2026-06-01T03:35:00Z,41.2,0.0,Fitbit App
2026-06-01T03:40:00Z,39.3,0.0,Fitbit App
2026-06-01T03:50:00Z,60.0,0.0,Fitbit App
2026-06-01T03:55:00Z,45.4,0.0,Fitbit App
2026-06-01T04:00:00Z,44.4,0.0,Fitbit App
2026-06-01T04:05:00Z,38.5,0.0,Fitbit App
2026-06-01T04:10:00Z,33.7,0.0,Fitbit App
2026-06-01T04:15:00Z,33.7,0.0,Fitbit App
2026-06-01T04:20:00Z,35.5,0.0,Fitbit App
2026-06-01T04:25:00Z,40.2,0.0,Fitbit App
2026-06-01T04:30:00Z,47.6,0.0,Fitbit App
2026-06-01T04:35:00Z,46.3,0.0,Fitbit App
2026-06-01T04:40:00Z,43.2,0.0,Fitbit App
2026-06-01T04:45:00Z,47.7,0.0,Fitbit App
2026-06-01T04:50:00Z,45.4,0.0,Fitbit App
2026-06-01T04:55:00Z,46.8,0.0,Fitbit App
2026-06-01T05:00:00Z,38.5,0.0,Fitbit App
2026-06-01T05:05:00Z,38.2,0.0,Fitbit App
2026-06-01T05:10:00Z,37.1,0.0,Fitbit App
2026-06-01T05:15:00Z,38.0,0.0,Fitbit App
2026-06-01T05:25:00Z,44.2,0.0,Fitbit App
2026-06-01T05:30:00Z,38.0,0.0,Fitbit App
2026-06-01T05:35:00Z,54.8,0.0,Fitbit App
2026-06-01T05:40:00Z,42.7,0.0,Fitbit App
2026-06-01T05:45:00Z,47.1,0.0,Fitbit App
2026-06-01T05:50:00Z,38.1,0.0,Fitbit App
2026-06-01T05:55:00Z,30.8,0.0,Fitbit App
2026-06-01T06:05:00Z,43.9,0.0,Fitbit App
2026-06-01T06:10:00Z,40.8,0.0,Fitbit App
2026-06-01T06:15:00Z,42.4,0.0,Fitbit App
2026-06-01T06:20:00Z,48.0,0.0,Fitbit App
2026-06-01T06:25:00Z,43.0,0.0,Fitbit App
2026-06-01T06:30:00Z,45.2,0.0,Fitbit App
2026-06-01T06:35:00Z,40.7,0.0,Fitbit App
2026-06-01T06:40:00Z,38.5,0.0,Fitbit App
2026-06-01T06:45:00Z,41.5,0.0,Fitbit App
2026-06-01T06:50:00Z,43.0,0.0,Fitbit App
2026-06-01T06:55:00Z,43.5,0.0,Fitbit App
2026-06-01T07:00:00Z,43.2,0.0,Fitbit App
2026-06-01T07:05:00Z,35.5,0.0,Fitbit App
2026-06-01T07:10:00Z,26.7,0.0,Fitbit App
2026-06-01T07:15:00Z,33.0,0.0,Fitbit App
2026-06-01T07:20:00Z,30.6,0.0,Fitbit App
2026-06-01T07:25:00Z,30.5,0.0,Fitbit App
2026-06-01T07:30:00Z,30.9,0.0,Fitbit App
2026-06-01T07:35:00Z,25.3,0.0,Fitbit App
2026-06-01T07:40:00Z,37.4,0.0,Fitbit App
2026-06-01T07:45:00Z,33.8,0.0,Fitbit App
2026-06-01T07:50:00Z,32.2,0.0,Fitbit App
2026-06-01T07:55:00Z,35.0,0.0,Fitbit App
2026-06-01T08:00:00Z,35.2,0.0,Fitbit App
2026-06-01T08:05:00Z,40.9,0.0,Fitbit App
2026-06-01T08:10:00Z,36.5,0.0,Fitbit App
2026-06-01T08:15:00Z,41.7,0.0,Fitbit App
2026-06-01T08:20:00Z,37.4,0.0,Fitbit App
2026-06-01T08:25:00Z,34.1,0.0,Fitbit App
2026-06-01T08:30:00Z,44.9,0.0,Fitbit App
2026-06-01T08:35:00Z,31.6,0.0,Fitbit App
2026-06-01T08:40:00Z,24.6,0.0,Fitbit App
2026-06-01T08:45:00Z,37.1,0.0,Fitbit App
2026-06-01T08:50:00Z,35.0,0.0,Fitbit App
2026-06-04T00:25:00Z,10.1,0.0,Fitbit App
2026-06-04T00:30:00Z,20.7,0.0,Fitbit App
2026-06-04T00:35:00Z,18.5,0.0,Fitbit App
2026-06-04T00:40:00Z,16.3,0.0,Fitbit App
2026-06-04T00:45:00Z,16.6,0.0,Fitbit App
2026-06-04T00:50:00Z,16.8,0.0,Fitbit App
2026-06-04T00:55:00Z,18.9,0.0,Fitbit App
2026-06-04T01:00:00Z,18.3,0.0,Fitbit App
2026-06-04T01:05:00Z,19.4,0.0,Fitbit App
2026-06-04T01:10:00Z,27.2,0.0,Fitbit App
2026-06-04T01:15:00Z,29.5,0.0,Fitbit App
2026-06-04T01:20:00Z,21.0,0.0,Fitbit App
2026-06-04T01:25:00Z,29.1,0.0,Fitbit App
2026-06-04T01:30:00Z,23.4,0.0,Fitbit App
2026-06-04T01:35:00Z,25.7,0.0,Fitbit App
2026-06-04T01:40:00Z,23.5,0.0,Fitbit App
2026-06-04T01:45:00Z,24.0,0.0,Fitbit App
2026-06-04T01:55:00Z,33.9,0.0,Fitbit App
2026-06-04T02:00:00Z,30.5,0.0,Fitbit App
2026-06-04T02:05:00Z,31.7,0.0,Fitbit App
2026-06-04T02:10:00Z,23.8,0.0,Fitbit App
2026-06-04T02:15:00Z,22.9,0.0,Fitbit App
2026-06-04T02:20:00Z,18.3,0.0,Fitbit App
2026-06-04T02:25:00Z,28.8,0.0,Fitbit App
2026-06-04T02:30:00Z,29.4,0.0,Fitbit App
2026-06-04T02:35:00Z,42.5,0.0,Fitbit App
2026-06-04T02:40:00Z,34.0,0.0,Fitbit App
2026-06-04T02:45:00Z,28.0,0.0,Fitbit App
2026-06-04T02:50:00Z,31.6,0.0,Fitbit App
2026-06-04T02:55:00Z,30.0,0.0,Fitbit App
2026-06-04T03:00:00Z,30.4,0.0,Fitbit App
2026-06-04T03:05:00Z,28.3,0.0,Fitbit App
2026-06-04T03:10:00Z,27.0,0.0,Fitbit App
2026-06-04T03:15:00Z,28.9,0.0,Fitbit App
2026-06-04T03:20:00Z,30.4,0.0,Fitbit App
2026-06-04T03:25:00Z,31.7,0.0,Fitbit App
2026-06-04T03:30:00Z,32.7,0.0,Fitbit App
2026-06-04T03:35:00Z,31.6,0.0,Fitbit App
2026-06-04T03:40:00Z,34.4,0.0,Fitbit App
2026-06-04T03:45:00Z,32.8,0.0,Fitbit App
2026-06-04T03:55:00Z,27.5,0.0,Fitbit App
2026-06-04T04:00:00Z,26.6,0.0,Fitbit App
2026-06-04T04:05:00Z,30.7,0.0,Fitbit App
2026-06-04T04:10:00Z,31.6,0.0,Fitbit App
