start time,end time,data source
2026-05-21T02:00:00Z,2026-05-21T03:35:00Z,Fitbit App
2026-05-21T03:40:00Z,2026-05-21T05:44:00Z,Fitbit App
2026-05-21T06:00:00Z,2026-05-21T06:43:00Z,Fitbit App
2026-05-21T06:58:00Z,2026-05-21T08:15:00Z,Fitbit App
2026-05-21T08:43:00Z,2026-05-21T09:26:00Z,Fitbit App
2026-05-21T09:43:00Z,2026-05-21T09:55:00Z,Fitbit App
2026-05-21T09:58:00Z,2026-05-21T10:08:00Z,Fitbit App
2026-05-21T16:05:00Z,2026-05-21T16:15:00Z,Fitbit App
2026-05-21T21:45:00Z,2026-05-21T22:00:00Z,Fitbit App
2026-05-21T23:07:00Z,2026-05-21T23:21:00Z,Fitbit App
2026-05-21T23:35:00Z,2026-05-21T23:49:00Z,Fitbit App
2026-05-21T23:50:00Z,2026-05-22T00:02:00Z,Fitbit App
