timestamp,beats per minute,data source
2026-05-06T09:51:42Z,137.0,Versa 4
2026-05-06T09:51:44Z,115.0,Versa 4
2026-05-06T09:51:46Z,120.0,Versa 4
2026-05-06T09:51:48Z,116.0,Versa 4
2026-05-06T09:51:50Z,107.0,Versa 4
2026-05-06T09:51:53Z,107.0,Versa 4
2026-05-06T09:51:54Z,108.0,Versa 4
2026-05-06T09:51:56Z,105.0,Versa 4
2026-05-06T09:51:58Z,98.0,Versa 4
2026-05-06T09:52:00Z,91.0,Versa 4
2026-05-06T09:52:01Z,83.0,Versa 4
2026-05-06T09:52:03Z,77.0,Versa 4
2026-05-06T09:52:05Z,75.0,Versa 4
2026-05-06T09:52:07Z,73.0,Versa 4
2026-05-06T09:52:09Z,77.0,Versa 4
2026-05-06T09:52:12Z,77.0,Versa 4
2026-05-06T09:52:13Z,73.0,Versa 4
2026-05-06T09:52:15Z,76.0,Versa 4
2026-05-06T09:52:17Z,78.0,Versa 4
2026-05-06T09:52:19Z,75.0,Versa 4
2026-05-06T09:52:21Z,71.0,Versa 4
2026-05-06T09:52:23Z,72.0,Versa 4
2026-05-06T09:52:24Z,70.0,Versa 4
2026-05-06T09:52:26Z,68.0,Versa 4
2026-05-06T09:52:28Z,66.0,Versa 4
2026-05-06T09:52:30Z,62.0,Versa 4
2026-05-06T09:52:32Z,64.0,Versa 4
2026-05-06T09:52:34Z,62.0,Versa 4
2026-05-06T09:52:36Z,63.0,Versa 4
2026-05-06T09:52:38Z,62.0,Versa 4
2026-05-06T09:52:40Z,64.0,Versa 4
2026-05-06T09:52:42Z,61.0,Versa 4
2026-05-06T09:52:44Z,63.0,Versa 4
2026-05-06T09:52:46Z,64.0,Versa 4
2026-05-06T09:52:48Z,61.0,Versa 4
2026-05-06T09:52:49Z,65.0,Versa 4
2026-05-06T09:52:51Z,64.0,Versa 4
2026-05-06T09:52:53Z,60.0,Versa 4
2026-05-06T09:52:55Z,64.0,Versa 4
2026-05-06T09:52:57Z,63.0,Versa 4
2026-05-06T09:52:59Z,62.0,Versa 4
2026-05-06T09:53:01Z,65.0,Versa 4
2026-05-06T09:53:55Z,66.0,Versa 4
