timestamp,steps,distance millimeters,altitude gain millimeters,data source
2026-05-26T06:27:49Z,2,0,0,Versa 4
2026-05-26T06:27:50Z,2,0,-304,Versa 4
2026-05-26T06:27:51Z,2,170,0,Versa 4
2026-05-26T06:27:52Z,1,260,609,Versa 4
2026-05-26T06:27:53Z,1,360,-609,Versa 4
2026-05-26T06:27:54Z,2,490,609,Versa 4
2026-05-26T06:27:55Z,2,580,0,Versa 4
2026-05-26T06:27:56Z,2,670,-609,Versa 4
2026-05-26T06:27:57Z,2,760,0,Versa 4
2026-05-26T06:27:58Z,2,850,0,Versa 4
2026-05-26T06:27:59Z,2,930,-304,Versa 4
2026-05-26T06:28:00Z,3,1010,304,Versa 4
2026-05-26T06:28:01Z,2,1340,304,Versa 4
2026-05-26T06:28:02Z,2,1400,0,Versa 4
2026-05-26T06:28:03Z,2,1440,0,Versa 4
2026-05-26T06:28:04Z,2,1460,0,Versa 4
2026-05-26T06:28:05Z,2,1460,-304,Versa 4
2026-05-26T06:28:06Z,2,1440,304,Versa 4
2026-05-26T06:28:07Z,2,1440,-304,Versa 4
2026-05-26T06:28:08Z,2,1440,304,Versa 4
2026-05-26T06:28:09Z,2,1430,0,Versa 4
2026-05-26T06:28:10Z,2,1430,304,Versa 4
2026-05-26T06:28:11Z,2,1430,-304,Versa 4
2026-05-26T06:28:12Z,2,1420,304,Versa 4
2026-05-26T06:28:13Z,2,1420,0,Versa 4
2026-05-26T06:28:14Z,2,1420,-304,Versa 4
2026-05-26T06:28:15Z,1,1420,609,Versa 4
2026-05-26T06:28:16Z,2,1420,-304,Versa 4
2026-05-26T06:28:17Z,1,1410,609,Versa 4
2026-05-26T06:28:18Z,2,1410,-914,Versa 4
2026-05-26T06:28:19Z,2,1400,0,Versa 4
2026-05-26T06:28:20Z,2,1390,304,Versa 4
2026-05-26T06:28:21Z,1,1390,0,Versa 4
2026-05-26T06:28:22Z,1,1380,609,Versa 4
2026-05-26T06:28:23Z,2,1380,-914,Versa 4
2026-05-26T06:28:24Z,1,1280,0,Versa 4
2026-05-26T06:28:25Z,2,1210,304,Versa 4
2026-05-26T06:28:26Z,1,1150,-304,Versa 4
2026-05-26T06:28:27Z,2,1160,304,Versa 4
2026-05-26T06:28:28Z,2,1160,304,Versa 4
2026-05-26T06:28:29Z,2,1160,-304,Versa 4
2026-05-26T06:28:30Z,2,1150,0,Versa 4
2026-05-26T06:28:31Z,2,1170,0,Versa 4
2026-05-26T06:28:32Z,2,1220,0,Versa 4
2026-05-26T06:28:33Z,2,1280,304,Versa 4
2026-05-26T06:28:34Z,1,1270,0,Versa 4
2026-05-26T06:28:35Z,2,1270,0,Versa 4
2026-05-26T06:28:36Z,2,1280,-304,Versa 4
2026-05-26T06:28:37Z,2,1270,0,Versa 4
2026-05-26T06:28:38Z,2,1270,304,Versa 4
2026-05-26T06:28:39Z,2,1320,-304,Versa 4
2026-05-26T06:28:40Z,2,1310,0,Versa 4
2026-05-26T06:28:41Z,2,1320,304,Versa 4
2026-05-26T06:28:42Z,2,1320,-304,Versa 4
2026-05-26T06:28:43Z,2,1320,0,Versa 4
2026-05-26T06:28:44Z,2,1330,0,Versa 4
2026-05-26T06:28:45Z,2,1330,0,Versa 4
2026-05-26T06:28:46Z,2,1320,0,Versa 4
2026-05-26T06:28:47Z,3,1400,304,Versa 4
2026-05-26T06:28:48Z,2,1420,0,Versa 4
2026-05-26T06:28:49Z,1,1430,-304,Versa 4
2026-05-26T06:28:50Z,2,1430,0,Versa 4
2026-05-26T06:28:51Z,2,1430,304,Versa 4
2026-05-26T06:28:52Z,2,1430,0,Versa 4
2026-05-26T06:28:53Z,2,1430,-304,Versa 4
2026-05-26T06:28:54Z,1,1420,304,Versa 4
2026-05-26T06:28:55Z,2,1410,-304,Versa 4
2026-05-26T06:28:56Z,2,1420,0,Versa 4
2026-05-26T06:28:57Z,2,1410,0,Versa 4
2026-05-26T06:28:58Z,2,1410,0,Versa 4
2026-05-26T06:28:59Z,1,1400,609,Versa 4
2026-05-26T06:29:00Z,2,1400,0,Versa 4
2026-05-26T06:29:01Z,2,1400,-304,Versa 4
2026-05-26T06:29:02Z,1,1330,304,Versa 4
2026-05-26T06:29:03Z,1,1250,304,Versa 4
2026-05-26T06:29:04Z,4,1250,-914,Versa 4
2026-05-26T06:29:05Z,1,1250,0,Versa 4
2026-05-26T06:29:06Z,2,1250,914,Versa 4
2026-05-26T06:29:07Z,2,1260,0,Versa 4
2026-05-26T06:29:08Z,2,1340,0,Versa 4
2026-05-26T06:29:09Z,2,1330,0,Versa 4
2026-05-26T06:29:10Z,2,1340,-609,Versa 4
2026-05-26T06:29:11Z,2,1340,609,Versa 4
2026-05-26T06:29:12Z,2,1330,-609,Versa 4
2026-05-26T06:29:13Z,2,1350,304,Versa 4
2026-05-26T06:29:14Z,1,1340,0,Versa 4
2026-05-26T06:29:15Z,2,1340,-304,Versa 4
2026-05-26T06:29:16Z,2,1330,304,Versa 4
2026-05-26T06:29:17Z,1,1290,0,Versa 4
2026-05-26T06:29:18Z,2,1250,-304,Versa 4
2026-05-26T06:29:19Z,3,1250,0,Versa 4
2026-05-26T06:29:20Z,1,1260,0,Versa 4
2026-05-26T06:29:21Z,2,1260,914,Versa 4
2026-05-26T06:29:22Z,1,1250,-914,Versa 4
2026-05-26T06:29:23Z,1,1250,609,Versa 4
2026-05-26T06:29:24Z,1,1160,-609,Versa 4
2026-05-26T06:29:25Z,4,1160,0,Versa 4
2026-05-26T06:29:26Z,1,1150,-304,Versa 4
2026-05-26T06:29:27Z,2,1160,304,Versa 4
2026-05-26T06:29:28Z,2,1160,-304,Versa 4
2026-05-26T06:29:29Z,3,1300,304,Versa 4
2026-05-26T06:29:30Z,2,1300,0,Versa 4
2026-05-26T06:29:31Z,2,1370,0,Versa 4
2026-05-26T06:29:32Z,2,1420,-304,Versa 4
2026-05-26T06:29:33Z,2,1450,304,Versa 4
2026-05-26T06:29:34Z,2,1450,-304,Versa 4
2026-05-26T06:29:35Z,2,1460,304,Versa 4
2026-05-26T06:29:36Z,2,1450,-304,Versa 4
2026-05-26T06:29:37Z,1,1440,0,Versa 4
2026-05-26T06:29:38Z,1,1370,304,Versa 4
2026-05-26T06:29:39Z,3,1370,-1219,Versa 4
2026-05-26T06:29:40Z,1,1310,0,Versa 4
2026-05-26T06:29:41Z,2,1270,304,Versa 4
2026-05-26T06:29:42Z,2,1260,304,Versa 4
2026-05-26T06:29:43Z,1,1270,304,Versa 4
2026-05-26T06:29:44Z,2,1260,0,Versa 4
2026-05-26T06:29:45Z,2,1270,0,Versa 4
2026-05-26T06:29:46Z,2,1260,0,Versa 4
2026-05-26T06:29:47Z,1,1260,0,Versa 4
2026-05-26T06:29:48Z,2,1270,304,Versa 4
2026-05-26T06:29:49Z,2,1260,0,Versa 4
2026-05-26T06:29:50Z,2,1270,0,Versa 4
2026-05-26T06:29:51Z,2,1260,0,Versa 4
2026-05-26T06:29:52Z,2,1270,304,Versa 4
2026-05-26T06:29:53Z,2,1270,0,Versa 4
2026-05-26T06:29:54Z,2,1280,-304,Versa 4
2026-05-26T06:29:55Z,2,1280,304,Versa 4
2026-05-26T06:29:56Z,3,1350,0,Versa 4
2026-05-26T06:29:57Z,2,1410,304,Versa 4
2026-05-26T06:29:58Z,1,1400,0,Versa 4
2026-05-26T06:29:59Z,2,1410,0,Versa 4
2026-05-26T06:30:00Z,2,1410,0,Versa 4
2026-05-26T06:30:01Z,2,1390,-609,Versa 4
2026-05-26T06:30:02Z,1,1340,0,Versa 4
2026-05-26T06:30:03Z,1,1290,304,Versa 4
2026-05-26T06:30:04Z,2,1250,0,Versa 4
2026-05-26T06:30:05Z,1,1190,0,Versa 4
2026-05-26T06:30:06Z,4,1180,0,Versa 4
2026-05-26T06:30:07Z,2,1200,304,Versa 4
2026-05-26T06:30:08Z,2,1200,304,Versa 4
2026-05-26T06:30:09Z,2,1290,-304,Versa 4
2026-05-26T06:30:10Z,2,1350,609,Versa 4
2026-05-26T06:30:11Z,1,1410,-609,Versa 4
2026-05-26T06:30:12Z,2,1400,304,Versa 4
2026-05-26T06:30:13Z,2,1400,0,Versa 4
2026-05-26T06:30:14Z,2,1400,0,Versa 4
2026-05-26T06:30:15Z,2,1400,-304,Versa 4
2026-05-26T06:30:16Z,0,1330,0,Versa 4
2026-05-26T06:30:17Z,3,1320,0,Versa 4
2026-05-26T06:30:18Z,2,1330,0,Versa 4
2026-05-26T06:30:19Z,2,1330,-304,Versa 4
2026-05-26T06:30:20Z,2,1330,0,Versa 4
2026-05-26T06:30:21Z,2,1380,0,Versa 4
2026-05-26T06:30:22Z,2,1380,304,Versa 4
2026-05-26T06:30:23Z,2,1390,0,Versa 4
2026-05-26T06:30:24Z,1,1390,609,Versa 4
2026-05-26T06:30:25Z,2,1380,-304,Versa 4
2026-05-26T06:30:26Z,2,1380,0,Versa 4
2026-05-26T06:30:27Z,2,1380,0,Versa 4
2026-05-26T06:30:28Z,1,1320,-609,Versa 4
2026-05-26T06:30:29Z,3,1320,304,Versa 4
2026-05-26T06:30:30Z,1,1320,-304,Versa 4
2026-05-26T06:30:31Z,2,1320,-304,Versa 4
2026-05-26T06:30:32Z,1,1310,304,Versa 4
2026-05-26T06:30:33Z,2,1310,-304,Versa 4
2026-05-26T06:30:34Z,3,1320,0,Versa 4
2026-05-26T06:30:35Z,1,1310,0,Versa 4
2026-05-26T06:30:36Z,3,1310,304,Versa 4
2026-05-26T06:30:37Z,2,1380,0,Versa 4
2026-05-26T06:30:38Z,2,1420,0,Versa 4
2026-05-26T06:30:39Z,2,1420,0,Versa 4
2026-05-26T06:30:40Z,2,1460,0,Versa 4
2026-05-26T06:30:41Z,2,1460,304,Versa 4
2026-05-26T06:30:42Z,2,1460,-609,Versa 4
2026-05-26T06:30:43Z,3,1480,304,Versa 4
2026-05-26T06:30:44Z,1,1480,0,Versa 4
2026-05-26T06:30:45Z,2,1490,304,Versa 4
2026-05-26T06:30:46Z,2,1470,-304,Versa 4
2026-05-26T06:30:47Z,2,1480,304,Versa 4
2026-05-26T06:30:48Z,2,1480,-304,Versa 4
2026-05-26T06:30:49Z,2,1470,-304,Versa 4
2026-05-26T06:30:50Z,2,1470,304,Versa 4
2026-05-26T06:30:51Z,2,1460,0,Versa 4
2026-05-26T06:30:52Z,2,1470,-304,Versa 4
2026-05-26T06:30:53Z,2,1470,0,Versa 4
2026-05-26T06:30:54Z,2,1470,0,Versa 4
2026-05-26T06:30:55Z,2,1460,0,Versa 4
2026-05-26T06:30:56Z,2,1460,304,Versa 4
2026-05-26T06:30:57Z,2,1460,0,Versa 4
2026-05-26T06:30:58Z,2,1460,0,Versa 4
2026-05-26T06:30:59Z,2,1470,914,Versa 4
2026-05-26T06:31:00Z,2,1460,304,Versa 4
2026-05-26T06:31:01Z,3,1460,304,Versa 4
2026-05-26T06:31:02Z,1,1460,304,Versa 4
2026-05-26T06:31:03Z,2,1460,609,Versa 4
2026-05-26T06:31:04Z,2,1460,-304,Versa 4
