timestamp,min observed load,max observed load,data source
2026-05-06,0.0,50.0,Fitbit App
2026-05-07,0.0,50.0,Fitbit App
2026-05-08,0.0,50.0,Fitbit App
2026-05-09,0.0,93.62851484517734,Fitbit App
2026-05-10,0.0,93.62851484517734,Fitbit App
2026-05-11,0.0,93.62851484517734,Fitbit App
2026-05-12,0.0,93.62851484517734,Fitbit App
2026-05-13,0.0,93.62851484517734,Fitbit App
2026-05-14,5.747104925600127,63.783054103253846,Fitbit App
2026-05-15,5.747104925600127,63.783054103253846,Fitbit App
2026-05-16,2.9201871432044624,63.783054103253846,Fitbit App
2026-05-17,2.9201871432044624,63.783054103253846,Fitbit App
2026-05-18,2.9201871432044624,63.783054103253846,Fitbit App
2026-05-19,2.9201871432044624,63.783054103253846,Fitbit App
2026-05-20,2.9201871432044624,63.783054103253846,Fitbit App
2026-05-21,2.3631755525018368,63.783054103253846,Fitbit App
2026-05-22,2.3631755525018368,63.783054103253846,Fitbit App
2026-05-23,2.3631755525018368,63.783054103253846,Fitbit App
2026-05-24,2.3631755525018368,63.783054103253846,Fitbit App
2026-05-25,2.3631755525018368,63.783054103253846,Fitbit App
2026-05-26,2.3631755525018368,63.783054103253846,Fitbit App
2026-05-27,1.3714149015733839,63.783054103253846,Fitbit App
2026-05-28,1.3714149015733839,63.783054103253846,Fitbit App
2026-05-29,1.3714149015733839,63.783054103253846,Fitbit App
2026-05-31,0.9747861906391115,63.783054103253846,Fitbit App
2026-06-01,0.9747861906391115,63.783054103253846,Fitbit App
2026-06-02,0.9747861906391115,63.783054103253846,Fitbit App
2026-06-03,0.9747861906391115,63.783054103253846,Fitbit App
2026-06-04,0.9412576950897161,63.783054103253846,Fitbit App
2026-06-05,0.9412576950897161,71.74333209414534,Fitbit App
2026-06-06,0.9412576950897161,71.47165029083324,Fitbit App
