start time,end time,data source
2026-05-18T00:22:00Z,2026-05-18T03:04:00Z,Fitbit App
2026-05-18T09:28:00Z,2026-05-18T09:57:00Z,Fitbit App
2026-05-18T10:12:00Z,2026-05-18T10:23:00Z,Fitbit App
2026-05-18T10:34:00Z,2026-05-18T11:56:00Z,Fitbit App
2026-05-18T11:59:00Z,2026-05-18T12:26:00Z,Fitbit App
2026-05-18T12:28:00Z,2026-05-18T13:13:00Z,Fitbit App
2026-05-18T13:26:00Z,2026-05-18T13:44:00Z,Fitbit App
2026-05-18T14:01:00Z,2026-05-18T14:14:00Z,Fitbit App
2026-05-18T14:29:00Z,2026-05-18T14:41:00Z,Fitbit App
2026-05-18T18:04:00Z,2026-05-18T18:59:00Z,Fitbit App
2026-05-18T19:03:00Z,2026-05-18T20:28:00Z,Fitbit App
2026-05-18T20:37:00Z,2026-05-18T21:17:00Z,Fitbit App
2026-05-18T22:55:00Z,2026-05-19T01:32:00Z,Fitbit App
