start time,end time,data source
2026-05-14T08:11:00Z,2026-05-14T09:24:00Z,Fitbit App
2026-05-14T09:38:00Z,2026-05-14T09:49:00Z,Fitbit App
2026-05-14T09:50:00Z,2026-05-14T10:00:00Z,Fitbit App
2026-05-14T10:13:00Z,2026-05-14T10:34:00Z,Fitbit App
2026-05-14T10:41:00Z,2026-05-14T11:47:00Z,Fitbit App
2026-05-14T11:49:00Z,2026-05-14T12:06:00Z,Fitbit App
2026-05-14T12:12:00Z,2026-05-14T12:47:00Z,Fitbit App
2026-05-14T12:52:00Z,2026-05-14T13:17:00Z,Fitbit App
2026-05-14T13:22:00Z,2026-05-14T13:54:00Z,Fitbit App
2026-05-14T14:04:00Z,2026-05-14T14:14:00Z,Fitbit App
2026-05-14T14:40:00Z,2026-05-14T14:55:00Z,Fitbit App
2026-05-14T15:40:00Z,2026-05-14T15:53:00Z,Fitbit App
2026-05-14T16:10:00Z,2026-05-14T16:46:00Z,Fitbit App
2026-05-14T16:47:00Z,2026-05-14T16:57:00Z,Fitbit App
2026-05-14T16:58:00Z,2026-05-14T17:25:00Z,Fitbit App
2026-05-14T18:59:00Z,2026-05-14T22:00:00Z,Fitbit App
2026-05-14T22:00:00Z,2026-05-14T23:27:00Z,Fitbit App
