timestamp,deep sleep stats - milli breaths per minute,deep sleep stats - standard deviation milli breaths per minute,deep sleep stats - signal to noise,light sleep stats - milli breaths per minute,light sleep stats - standard deviation milli breaths per minute,light sleep stats - signal to noise,rem sleep stats - milli breaths per minute,rem sleep stats - standard deviation milli breaths per minute,rem sleep stats - signal to noise,full sleep stats - milli breaths per minute,full sleep stats - standard deviation milli breaths per minute,full sleep stats - signal to noise,data source
2026-06-01T08:08:00Z,14.8,0.9,8.5,13.6,1.6,14.3,14.8,1.3,6.0,14.8,0.9,8.5,Fitbit App
2026-06-02T09:52:00Z,14.4,1.3,9.7,14.2,1.6,4.4,12.8,1.5,4.1,14.4,1.3,9.7,Fitbit App
2026-06-03T08:51:00Z,15.4,1.4,7.3,13.8,1.3,3.8,14.4,1.7,8.3,15.4,1.4,7.3,Fitbit App
2026-06-04T04:58:00Z,15.6,0.9,7.7,14.4,1.1,8.9,13.2,1.0,3.9,15.6,0.9,7.7,Fitbit App
2026-06-05T05:58:00Z,14.8,1.0,12.7,13.6,1.4,8.9,12.6,1.6,5.6,14.8,1.0,12.7,Fitbit App
2026-06-06T07:40:00Z,13.8,0.5,6.7,13.4,1.3,11.3,13.2,1.8,6.0,13.8,0.5,6.7,Fitbit App
2026-06-07T08:49:00Z,14.6,0.7,10.6,13.8,0.9,9.9,13.6,2.0,5.2,14.6,0.7,10.6,Fitbit App
2026-06-08T09:21:00Z,15.0,1.1,8.2,13.8,1.7,16.4,13.6,1.4,5.0,15.0,1.1,8.2,Fitbit App
