timestamp,distance,data source
2026-06-01T03:14:00Z,6.50,Versa 4
2026-06-01T06:45:00Z,5.60,Versa 4
2026-06-01T06:49:00Z,4.00,Versa 4
2026-06-01T08:26:00Z,3.20,Versa 4
2026-06-01T08:54:00Z,15.40,Versa 4
2026-06-01T08:55:00Z,13.80,Versa 4
2026-06-01T08:56:00Z,9.70,Versa 4
2026-06-01T08:57:00Z,11.30,Versa 4
2026-06-01T08:58:00Z,9.70,Versa 4
2026-06-01T08:59:00Z,12.10,Versa 4
2026-06-01T09:00:00Z,29.20,Versa 4
2026-06-01T09:02:00Z,28.40,Versa 4
2026-06-01T09:06:00Z,9.70,Versa 4
2026-06-01T09:07:00Z,11.30,Versa 4
2026-06-01T09:09:00Z,18.60,Versa 4
2026-06-01T09:11:00Z,9.70,Versa 4
2026-06-01T09:13:00Z,5.60,Versa 4
2026-06-01T09:14:00Z,13.80,Versa 4
2026-06-01T09:17:00Z,7.30,Versa 4
2026-06-01T09:19:00Z,8.10,Versa 4
2026-06-01T09:22:00Z,13.00,Versa 4
2026-06-01T09:23:00Z,13.80,Versa 4
2026-06-01T09:26:00Z,18.60,Versa 4
2026-06-01T09:27:00Z,21.10,Versa 4
2026-06-01T09:28:00Z,39.80,Versa 4
2026-06-01T09:29:00Z,46.30,Versa 4
2026-06-01T09:30:00Z,26.00,Versa 4
2026-06-01T09:31:00Z,8.10,Versa 4
2026-06-01T09:32:00Z,14.60,Versa 4
2026-06-01T09:33:00Z,34.90,Versa 4
2026-06-01T09:34:00Z,4.80,Versa 4
2026-06-01T09:35:00Z,15.40,Versa 4
2026-06-01T09:36:00Z,16.20,Versa 4
2026-06-01T09:37:00Z,26.80,Versa 4
2026-06-01T09:38:00Z,37.30,Versa 4
2026-06-01T09:39:00Z,13.80,Versa 4
2026-06-01T09:40:00Z,53.60,Versa 4
2026-06-01T09:41:00Z,61.70,Versa 4
2026-06-01T09:42:00Z,53.60,Versa 4
2026-06-01T09:43:00Z,21.10,Versa 4
2026-06-01T09:44:00Z,28.40,Versa 4
2026-06-01T09:45:00Z,42.20,Versa 4
2026-06-01T09:46:00Z,24.30,Versa 4
2026-06-01T09:47:00Z,36.50,Versa 4
2026-06-01T09:48:00Z,11.30,Versa 4
2026-06-01T09:49:00Z,25.10,Versa 4
